id,nc_school_number,district_number,district,federal_school_number,name,description,inception,wikidata_id,url,usnews_url,address,city,city_id,latitude,longitude,operational_status,type,designation,virtual_status,sbe_region,college_board_number,county,county_id,Opening In School Year,Locale Type Desc
NCG17460,510325,510,Johnston County Public Schools,370237003408,Johnston County Career & Technical Leadership Academy,Public high school in Smithfield. Part of the Johnston County Public Schools district.,,,http://jcctla.johnston.k12.nc.us/,,245 College Road  Smithfield NC 27577,Smithfield,NCG14071,35.4999903,-78.3372744,Open,Vocational Education,Public,NOTVIRTUAL,North Central,340029,Johnston County,NCG07949,2017,"Rural, Distant"
NCG17461,510327,510,Johnston County Public Schools,370237003215,Cleveland High School,Public high school in Clayton. Part of the Johnston County Public Schools district. Opened 2010.,2010,Q19461045,http://cvhs.johnston.k12.nc.us,https://www.usnews.com/education/k12/alabama/cleveland-high-school-46,1892 Polenta Rd  Clayton NC 27520,Clayton,NCG03172,35.5536479,-78.4995228,Open,Regular School,Public,NOTVIRTUAL,North Central,340751,Johnston County,NCG07949,2011,"Rural, Distant"
NCG17462,510333,510,Johnston County Public Schools,370237003225,Corinth Holders High School,Public high school in Wendell. Part of the Johnston County Public Schools district. Opened 2010.,2010,Q60747971,http://chhs.johnston.k12.nc.us,,6875 Applewhite Rd  Wendell NC 27591,Wendell,NCG16060,35.7255654,-78.3389734,Open,Regular School,Public,NOTVIRTUAL,North Central,344082,Johnston County,NCG07949,2011,"Rural, Distant"
NCG17463,510367,510,Johnston County Public Schools,370237003116,Johnston County Early College Academy,Public high school in Smithfield. Part of the Johnston County Public Schools district.,,,http://jceca.johnston.k12.nc.us,,245 College Rd  Smithfield NC 27577,Smithfield,NCG14071,35.4999903,-78.3372744,Open,Regular School,Public,NOTVIRTUAL,North Central,343643,Johnston County,NCG07949,,"Rural, Distant"
NCG17464,510368,510,Johnston County Public Schools,370237001021,North Johnston High School,Public high school in Kenly. Part of the Johnston County Public Schools district. Opened 1965.,1965,Q7055744,http://njhs.johnston.k12.nc.us,,5915 US Hwy 301 N  Kenly NC 27542,Kenly,NCG08155,35.8246613,-77.8560886,Open,Regular School,Public,NOTVIRTUAL,North Central,342010,Johnston County,NCG07949,,"Rural, Distant"
NCG17465,510376,510,Johnston County Public Schools,370237001023,Princeton High School,Public high school in Princeton. Part of the Johnston County Public Schools district. Opened 1923.,1923,Q14708145,http://phs.johnston.k12.nc.us,,101 Dr Donnie H Jones Jr Blvd  Princeton NC 27569,Princeton,NCG12243,35.4675675,-78.1577347,Open,Regular School,Public,NOTVIRTUAL,North Central,343180,Johnston County,NCG07949,,"Rural, Distant"
NCG17466,510399,510,Johnston County Public Schools,370237001028,Smithfield-Selma High School,Public high school in Smithfield. Part of the Johnston County Public Schools district. Opened 1969.,1969,Q7545496,http://sss.johnston.k12.nc.us,,700 Booker Dairy Rd  Smithfield NC 27577 1497,Smithfield,NCG14071,35.5297932,-78.3240341,Open,Regular School,Public,NOTVIRTUAL,North Central,343642,Johnston County,NCG07949,,"Rural, Distant"
NCG17467,510402,510,Johnston County Public Schools,370237001029,South Johnston High School,Public high school in Four Oaks. Part of the Johnston County Public Schools district. Opened 1969.,1969,Q7567580,http://sjhs.johnston.k12.nc.us,,10381 US Hwy 301 S  Four Oaks NC 27524 9803,Four Oaks,NCG05494,35.4161282,-78.4958698,Open,Regular School,Public,NOTVIRTUAL,North Central,340320,Johnston County,NCG07949,,"Rural, Distant"
NCG17468,510406,510,Johnston County Public Schools,370237002635,West Johnston High School,Public high school in Benson. Part of the Johnston County Public Schools district. Opened 2002.,2002,Q7985588,http://wjhs.johnston.k12.nc.us,,5935 Raleigh Road  Benson NC 27504 7140,Benson,NCG01085,35.5237203,-78.5381849,Open,Regular School,Public,NOTVIRTUAL,North Central,340298,Johnston County,NCG07949,,"Rural, Distant"
NCG17469,51A000,,,370014402925,Neuse Charter School,Charter school in Smithfield.,,,http://www.neusecharterschool.org,https://www.usnews.com/education/k12/north-carolina/neuse-charter-school-147550,909 Booker Dairy Rd  Smithfield NC 27577,Smithfield,NCG14071,35.5338705,-78.3212911,Open,Regular School,Charter,NOTVIRTUAL,North Central,343560,Johnston County,NCG07949,,"Town, Distant"
NCG17470,520344,520,Jones County Schools,370240003496,Jones Senior High School,Public high school in Trenton. Part of the Jones County Schools district.,,,https://jshs.jonesnc.net/,https://www.usnews.com/education/k12/north-carolina/jones-senior-high-school-410109,1378 Hwy 58 South  Trenton NC 28585 7644,Trenton,NCG15364,35.0351674,-77.337434,Open,Regular School,Public,SUPPVIRTUAL,Southeast,343995,Jones County,NCG07971,2020,"Rural, Distant"
NCG17471,530306,530,Lee County Schools,370256001584,Bragg Street Academy,Public alternative school in Sanford. Part of the Lee County Schools district.,,,http://www.lee.k12.nc.us/schools/bragg/lcs/frontpage.html,https://www.usnews.com/education/k12/north-carolina/bragg-street-academy-14537,504 Bragg Street  Sanford NC 27330,Sanford,NCG13392,35.4803111,-79.1602767,Open,Alternative Education,Public,NOTVIRTUAL,North Central,991432,Lee County,NCG08598,,"Town, Distant"
NCG17472,530316,530,Lee County Schools,370256001077,Floyd L. Knight Children's Center,Public school for exceptional children in Sanford. Part of the Lee County Schools district.,,,https://www.lee.k12.nc.us/knight,https://www.usnews.com/education/k12/north-carolina/floyd-l-knight-children-center-144874,607 W McIntosh St  Sanford NC 27330,Sanford,NCG13392,35.4632454,-79.1665816,Open,Exceptional Children,Public,NOTVIRTUAL,North Central,991433,Lee County,NCG08598,,"Town, Distant"
NCG17473,530335,530,Lee County Schools,370256002868,Lee Early College,Public high school in Sanford. Part of the Lee County Schools district.,,,http://www.lee.k12.nc.us/schools/lec/frontpage.html,,1105 Kelly Drive  Sanford NC 27330,Sanford,NCG13392,35.4711258,-79.1452403,Open,Regular School,Public,NOTVIRTUAL,North Central,343510,Lee County,NCG08598,,"Town, Distant"
NCG17474,530336,530,Lee County Schools,370256001080,Lee County High School,Public high school in Sanford. Part of the Lee County Schools district. Opened 1951.,1951,Q6513362,http://www.lee.k12.nc.us/lchs/index.html,,1708 Nash Street  Sanford NC 27330,Sanford,NCG13392,35.4661532,-79.1482389,Open,Regular School,Public,NOTVIRTUAL,North Central,343518,Lee County,NCG08598,,"Town, Distant"
NCG17475,530343,530,Lee County Schools,370256002781,Southern Lee High School,Public high school in Sanford. Part of the Lee County Schools district. Opened 2005.,2005,Q7570081,http://www.lee.k12.nc.us/schools/slhs/lcs/frontpage.html,,2301 Tramway Road  Sanford NC 27332,Sanford,NCG13392,35.435039,-79.1855845,Open,Regular School,Public,NOTVIRTUAL,North Central,343524,Lee County,NCG08598,,"Town, Distant"
NCG17476,540315,540,Lenoir County Public Schools,370261000585,Kinston High School,Public high school in Kinston. Part of the Lenoir County Public Schools district. Opened 1970.,1970,Q6414317,http://schools.lenoir.k12.nc.us/khs/,,2601 N Queen St  Kinston NC 28501 1799,Kinston,NCG08255,35.2947409,-77.5741212,Open,Regular School,Public,NOTVIRTUAL,Southeast,342075,Lenoir County,NCG08656,,"Rural, Distant"
NCG17477,540317,540,Lenoir County Public Schools,370261002831,Lenoir County Early College High,Public high school in Kinston. Part of the Lenoir County Public Schools district.,,,https://sites.google.com/a/lenoir.k12.nc.us/earlycollege/,,231 Hwy 58 South  Kinston NC 28502,Kinston,NCG08255,35.2356447,-77.5720616,Open,Regular School,Public,NOTVIRTUAL,Southeast,342072,Lenoir County,NCG08656,,"Rural, Distant"
NCG17478,540318,540,Lenoir County Public Schools,370261001586,Lenoir County Learning Academy,Public alternative school in Kinston. Part of the Lenoir County Public Schools district.,,,http://schools.lenoir.k12.nc.us/lcla/,https://www.usnews.com/education/k12/north-carolina/lenoir-county-learning-academy-14543,2529 Cedar Dell Lane HaiglerOvercash Education Center Kinston NC 28504,Kinston,NCG08255,35.2545716,-77.6934712,Open,Alternative Education,Public,NOTVIRTUAL,Southeast,342066,Lenoir County,NCG08656,,"Rural, Distant"
NCG17479,540324,540,Lenoir County Public Schools,370261001091,South Lenoir High School,Public high school in La Grange. Part of the Lenoir County Public Schools district.,,Q7567816,http://schools.lenoir.k12.nc.us/nlhs/,,2400 Institute Road  La Grange NC 28551 9801,La Grange,NCG08340,35.3412021,-77.6783525,Open,Regular School,Public,NOTVIRTUAL,Southeast,342130,Lenoir County,NCG08656,,"Rural, Distant"
NCG17480,540336,540,Lenoir County Public Schools,370261001094,South Lenoir High School,Public high school in Deep Run. Part of the Lenoir County Public Schools district.,,Q7567816,http://schools.lenoir.k12.nc.us/slhs/,,3355 Old Hwy 11 South  Deep Run NC 28525,Deep Run,NCG04115,35.1460114,-77.7041308,Open,Regular School,Public,NOTVIRTUAL,Southeast,340970,Lenoir County,NCG08656,,"Rural, Distant"
NCG17481,550308,550,Lincoln County Schools,370268002392,Asbury Academy,Public alternative school in Lincolnton. Part of the Lincoln County Schools district.,,,http://www.lincoln.k12.nc.us/,https://www.usnews.com/education/k12/north-carolina/asbury-academy-14549,221 Salem Church Road  Lincolnton NC 28092,Lincolnton,NCG08775,35.4779472,-81.2076335,Open,Alternative Education,Public,SUPPVIRTUAL,Southwest,342327,Lincoln County,NCG08773,,"Rural, Distant"
NCG17482,550320,550,Lincoln County Schools,370268001110,East Lincoln High School,Public high school in Denver. Part of the Lincoln County Schools district. Opened 1967.,1967,Q5328834,http://www.lincoln.k12.nc.us/elhs_web_page/index.htm,,6471 Hwy 73  Denver NC 28037 9527,Denver,NCG04178,35.4542566,-81.0258626,Open,Regular School,Public,SUPPVIRTUAL,Southwest,340980,Lincoln County,NCG08773,,"Rural, Distant"
NCG17483,550332,550,Lincoln County Schools,370268001114,Lincolnton High School,Public high school in Lincolnton. Part of the Lincoln County Schools district. Opened 1909.,1909,Q6551292,http://www.lincoln.k12.nc.us/lhs/lhs.htm,,803 N Aspen St  Lincolnton NC 28092 2142,Lincolnton,NCG08775,35.4794319,-81.2604872,Open,Regular School,Public,SUPPVIRTUAL,Southwest,342325,Lincoln County,NCG08773,,"Rural, Distant"
NCG17484,550344,550,Lincoln County Schools,370268002673,North Lincoln High School,Public high school in Lincolnton. Part of the Lincoln County Schools district. Opened 2003.,2003,Q7055950,http://www.lincoln.k12.nc.us/NLHS/index.htm,,2737 Lee Lawing Road  Lincolnton NC 28092,Lincolnton,NCG08775,35.5339484,-81.1199807,Open,Regular School,Public,SUPPVIRTUAL,Southwest,342329,Lincoln County,NCG08773,,"Rural, Distant"
NCG17485,550368,550,Lincoln County Schools,370268001124,West Lincoln High School,Public high school in Lincolnton. Part of the Lincoln County Schools district. Opened 1961.,1961,Q7985752,http://www.lincoln.k12.nc.us/wlhs_webpage/index.htm,,172 Shoal Rd  Lincolnton NC 28092 0772,Lincolnton,NCG08775,35.4848605,-81.389945,Open,Regular School,Public,SUPPVIRTUAL,Southwest,342335,Lincoln County,NCG08773,,"Rural, Distant"
NCG17486,55A000,,,370006202393,Lincoln Charter School,Charter school in Denver.,,,http://www.lincolncharter.org/,https://www.usnews.com/education/k12/pennsylvania/lincoln-leadership-academy-charter-school-16761,7834 Galway Lane  Denver NC 28037,Denver,NCG04178,35.4866232,-80.9977259,Open,Regular School,Charter,NOTVIRTUAL,Southwest,342326,Lincoln County,NCG08773,,"Rural, Fringe"
NCG17487,560320,560,Macon County Schools,370276001138,Franklin High School,Public high school in Franklin. Part of the Macon County Schools district.,,Q5491563,http://www.macon.k12.nc.us/fhs/,https://www.usnews.com/education/k12/arizona/benjamin-franklin-high-school-153195,100 Panther Drive  Franklin NC 28734 2785,Franklin,,35.1764261,-83.3821942,Open,Regular School,Public,SUPPVIRTUAL,Western,341370,Macon County,NCG09481,,"Rural, Fringe"
NCG17488,560324,560,Macon County Schools,370276001139,Highlands High School,Public high school in Highlands. Part of the Macon County Schools district.,,,http://www.macon.k12.nc.us/highlands/,https://www.usnews.com/education/k12/north-carolina/highlands-school-14552,545 Pierson Dr  Highlands NC 28741 0940,Highlands,NCG07037,35.0470281,-83.1966326,Open,Regular School,Public,SUPPVIRTUAL,Western,341840,Macon County,NCG09481,,"Rural, Fringe"
NCG17489,560329,560,Macon County Schools,370276002901,Macon Early College,Public high school in Franklin. Part of the Macon County Schools district.,,Q6724865,http://www.macon.k12.nc.us/MEC,,77 Siler Farm Road  Franklin NC 28734 1036,Franklin,,35.1604403,-83.3815682,Open,Regular School,Public,SUPPVIRTUAL,Western,341371,Macon County,NCG09481,,"Rural, Fringe"
NCG17490,560332,560,Macon County Schools,370276001142,Nantahala School,Public high school in Topton. Part of the Macon County Schools district.,,,http://www.macon.k12.nc.us/nantahala/,https://www.usnews.com/education/k12/north-carolina/nantahala-school-14553,213 Windingstairs Rd  Topton NC 28781 9728,Topton,NCG15287,35.2535879,-83.6345508,Open,Regular School,Public,SUPPVIRTUAL,Western,342835,Macon County,NCG09481,,"Rural, Fringe"
NCG17491,560350,560,Macon County Schools,370276003126,Union Academy,Public alternative school in Franklin. Part of the Macon County Schools district.,,,https://ua.macon.k12.nc.us,https://www.usnews.com/education/k12/california/armona-union-academy-306400,158 Union School Rd  Franklin NC 28734,Franklin,,35.1164082,-83.3994276,Open,Alternative Education,Public,SUPPVIRTUAL,Western,341376,Macon County,NCG09481,,"Rural, Fringe"
NCG17492,570317,570,Madison County Schools,370282003145,Madison Early College High,Public high school in Marshall. Part of the Madison County Schools district.,,,https://www.madisonk12.net/Domain/220,,5734 US 25/70 Hwy  Marshall NC 28753,Marshall,NCG09632,35.8142365,-82.6757009,Open,Regular School,Public,SUPPVIRTUAL,Western,342481,Madison County,NCG09486,,"Rural, Distant"
NCG17493,570318,570,Madison County Schools,370282001153,Madison High School,Public high school in Marshall. Part of the Madison County Schools district.,,Q18705945,https://www.madisonk12.net/Domain/314,https://www.usnews.com/education/k12/louisiana/madison-high-school-8677,5740 US Hwy 2570  Marshall NC 28753 9107,Marshall,NCG09632,35.8149074,-82.6729452,Open,Regular School,Public,SUPPVIRTUAL,Western,342500,Madison County,NCG09486,,"Rural, Distant"
NCG17494,580344,580,Martin County Schools,370288001165,South Creek Middle/High,Public high school in Robersonville. Part of the Martin County Schools district.,,,http://www.martin.k12.nc.us,https://www.usnews.com/education/k12/north-carolina/south-creek-middle-high-14560,21077 NC Hwy 903  Robersonville NC 27871 9770,Robersonville,NCG12902,35.856213,-77.2436136,Open,Regular School,Public,SUPPVIRTUAL,Northeast,343340,Martin County,NCG09647,,"Rural, Distant"
NCG17495,580368,580,Martin County Schools,370288001169,Riverside High School,Public high school in Williamston. Part of the Martin County Schools district.,,Q14708156,http://www.martin.k12.nc.us,https://www.usnews.com/education/k12/mississippi/riverside-high-school-11458,1260 Godwin Ave  Williamston NC 27892 9262,Williamston,NCG16430,35.8350826,-77.0711967,Open,Regular School,Public,SUPPVIRTUAL,Northeast,344345,Martin County,NCG09647,,"Rural, Distant"
NCG17496,58B000,,,370032203260,Bear Grass Charter School,Charter school in Williamston.,,,http://www.beargrasscharter.org,https://www.usnews.com/education/k12/north-carolina/bear-grass-charter-school-144821,6344 E Bear Grass Rd  Williamston NC 27982,Williamston,NCG16430,35.7688743,-77.1266516,Open,Regular School,Charter,SUPPVIRTUAL,Northeast,344336,Martin County,NCG09647,2013,"Rural, Distant"
NCG17497,590326,590,McDowell County Schools,370294003487,McDowell Academy for Innovation,Public high school in Marion. Part of the McDowell County Schools district.,,,http://mai.mcdowell.k12.nc.us,,172 Lukin St  Marion NC 28752,Marion,NCG09595,35.6591132,-82.0277292,Open,Regular School,Public,SUPPVIRTUAL,Northwest,342483,McDowell County,NCG09815,2019,"Rural, Fringe"
NCG17498,590328,590,McDowell County Schools,370294002809,McDowell Early College,Public high school in Marion. Part of the McDowell County Schools district.,,,http://www.mec.mcdowell.k12.nc.us,,54 College Drive  Marion NC 28752,Marion,NCG09595,35.6561719,-81.9618557,Open,Regular School,Public,SUPPVIRTUAL,Northwest,342489,McDowell County,NCG09815,,"Rural, Fringe"
NCG17499,590330,590,McDowell County Schools,370294001179,McDowell High School,Public high school in Marion. Part of the McDowell County Schools district. Opened 1971.,1971,Q6801019,http://www.mhs.mcdowell.k12.nc.us,,600 McDowell High School Dr  Marion NC 28752,Marion,NCG09595,35.7000169,-82.0401177,Open,Regular School,Public,SUPPVIRTUAL,Northwest,342485,McDowell County,NCG09815,,"Rural, Fringe"
NCG17500,600302,600,Charlotte-Mecklenburg Schools,370297002910,Ardrey Kell High School,Public high school in Charlotte. Part of the Charlotte-Mecklenburg Schools district. Opened 2006.,2006,Q4788254,https://ardreykellhighschool.wearecms.com,,10220 Ardrey Kell Road  Charlotte NC 28277 4328,Charlotte,NCG02916,35.0299517,-80.8272254,Open,Regular School,Public,NOTVIRTUAL,Southwest,340735,Mecklenburg County,NCG09919,,"City, Large"
NCG17501,600312,600,Charlotte-Mecklenburg Schools,370297003175,William A. Hough High School,Public high school in Cornelius. Part of the Charlotte-Mecklenburg Schools district. Opened 2010.,2010,Q8003980,https://williamamoshoughhighschool.wearecms.com,,12420 Bailey Rd  Cornelius NC 28031 9134,Cornelius,NCG03562,35.467813,-80.8286096,Open,Regular School,Public,NOTVIRTUAL,Southwest,340918,Mecklenburg County,NCG09919,2011,"City, Large"
NCG17502,600334,600,Charlotte-Mecklenburg Schools,370297003000,Cato Middle College High School,Public high school in Charlotte. Part of the Charlotte-Mecklenburg Schools district.,,,https://catomiddlecollegehighschool.wearecms.com,,8120 Grier Rd   Suite 171B  Charlotte NC 28215,Charlotte,NCG02916,35.265033,-80.7310996,Open,Regular School,Public,NOTVIRTUAL,Southwest,340746,Mecklenburg County,NCG09919,,"City, Large"
NCG17503,600341,600,Charlotte-Mecklenburg Schools,370297001203,Cochrane Collegiate Academy,Public high school in Charlotte. Part of the Charlotte-Mecklenburg Schools district.,,,https://cochranecollegiateacademy.wearecms.com,https://www.usnews.com/education/k12/north-carolina/cochrane-collegiate-academy-155815,6200 Starhaven Dr  Charlotte NC 28215 2406,Charlotte,NCG02916,35.2461762,-80.7503253,Open,Regular School,Public,NOTVIRTUAL,Southwest,340764,Mecklenburg County,NCG09919,,"City, Large"
NCG17504,600361,600,Charlotte-Mecklenburg Schools,370297002324,David W. Butler High School,Public high school in Matthews. Part of the Charlotte-Mecklenburg Schools district. Opened 1997.,1997,Q5240694,https://butlerhighschool.wearecms.com,,1810 MatthewsMint Hill Rd  Matthews NC 28105 4649,Matthews,NCG09716,35.1208343,-80.6911181,Open,Regular School,Public,NOTVIRTUAL,Southwest,342531,Mecklenburg County,NCG09919,,"City, Large"
NCG17505,600364,600,Charlotte-Mecklenburg Schools,370297003042,Military and Global Leadership,Public high school in Charlotte. Part of the Charlotte-Mecklenburg Schools district.,,,hhttp://schools.cms.k12.nc.us/mglaHS,,"1411 Hawthorne Lane, Ste A  Charlotte NC 28205 2923",Charlotte,NCG02916,35.2286724,-80.8146806,Open,Regular School,Public,NOTVIRTUAL,Southwest,340756,Mecklenburg County,NCG09919,,"City, Large"
NCG17506,600377,600,Charlotte-Mecklenburg Schools,370297001214,East Mecklenburg High School,Public high school in Charlotte. Part of the Charlotte-Mecklenburg Schools district. Opened 1950.,1950,Q5328952,https://eastmecklenburghighschool.wearecms.com,,6800 Monroe Rd  Charlotte NC 28212 6821,Charlotte,NCG02916,35.1763549,-80.7595468,Open,Regular School,Public,NOTVIRTUAL,Southwest,342535,Mecklenburg County,NCG09919,,"City, Large"
NCG17507,600386,600,Charlotte-Mecklenburg Schools,370297002228,Hawthorne High School,Public high school in Charlotte. Part of the Charlotte-Mecklenburg Schools district. Opened 2006.,2006,Q14707961,https://hawthorneacademyofhealthsciences.wearecms.com,,1411 Hawthorne Ln  Charlotte NC 28205 2923,Charlotte,NCG02916,35.2286724,-80.8146806,Open,Regular School,Public,NOTVIRTUAL,Southwest,340662,Mecklenburg County,NCG09919,,"City, Large"
NCG17508,600397,600,Charlotte-Mecklenburg Schools,370297003245,Garinger High School,Public high school in Charlotte. Part of the Charlotte-Mecklenburg Schools district. Opened 1909.,1909,Q5523349,https://garingerhighschool.wearecms.com,,1100 Eastway Dr    Charlotte NC 28205 1433,Charlotte,NCG02916,35.2410639,-80.7830071,Open,Regular School,Public,NOTVIRTUAL,Southwest,340668,Mecklenburg County,NCG09919,2013,"City, Large"
NCG17509,600404,600,Charlotte-Mecklenburg Schools,370297003313,Harper Middle College High,Public high school in Charlotte. Part of the Charlotte-Mecklenburg Schools district.,,,https://harpermiddlecollegehighschool.wearecms.com,,315 W Hebron St  Charlotte NC 28273 4304,Charlotte,NCG02916,35.1295301,-80.895625,Open,Regular School,Public,NOTVIRTUAL,Southwest,340017,Mecklenburg County,NCG09919,2015,"City, Large"
NCG17510,600405,600,Charlotte-Mecklenburg Schools,370297001221,Harding University High School,Public high school in Charlotte. Part of the Charlotte-Mecklenburg Schools district. Opened 1935.,1935,Q5656130,https://hardinguniversityhighschool.wearecms.com,,2001 Alleghany St  Charlotte NC 28208 3734,Charlotte,NCG02916,35.2361327,-80.9040952,Open,Regular School,Public,NOTVIRTUAL,Southwest,340670,Mecklenburg County,NCG09919,,"City, Large"
NCG17511,600415,600,Charlotte-Mecklenburg Schools,370297002593,Hopewell High School,Public high school in Huntersville. Part of the Charlotte-Mecklenburg Schools district. Opened 2001.,2001,Q5900363,https://hopewellhighschool.wearecms.com,,11530 Beatties Ford Rd  Huntersville NC 28078 8460,Huntersville,NCG07488,35.3792074,-80.9110403,Open,Regular School,Public,NOTVIRTUAL,Southwest,341920,Mecklenburg County,NCG09919,,"City, Large"
NCG17512,600426,600,Charlotte-Mecklenburg Schools,370297001229,Independence High School,Public high school in Charlotte. Part of the Charlotte-Mecklenburg Schools district. Opened 1967.,1967,Q6016073,https://independencehighschool.wearecms.com,https://www.usnews.com/education/k12/mississippi/independence-high-school-11432,1967 Patriot Dr  Charlotte NC 28227 4198,Charlotte,NCG02916,35.1971936,-80.6873052,Open,Regular School,Public,NOTVIRTUAL,Southwest,340673,Mecklenburg County,NCG09919,,"City, Large"
NCG17513,600439,600,Charlotte-Mecklenburg Schools,370297000871,Turning Point Academy,Public alternative school in Charlotte. Part of the Charlotte-Mecklenburg Schools district.,,,https://turningpointacademy.wearecms.com,https://www.usnews.com/education/k12/north-carolina/turning-point-academy-14566,8701 Moores Chapel Rd  Charlotte NC 28214 1555,Charlotte,NCG02916,35.2736886,-80.9507517,Open,Alternative Education,Public,NOTVIRTUAL,Southwest,340719,Mecklenburg County,NCG09919,,"City, Large"
NCG17514,600443,600,Charlotte-Mecklenburg Schools,370297003318,Levine Middle College High School,Public high school located on the Levine Campus of Central Piedmont Community College in Matthews. Part of the Charlotte-Mecklenburg Schools district. Opened 2014.,2014,,https://schools.cms.k12.nc.us/levineHS/Pages/Default.aspx,,2800 Campus Ridge Rd  Matthews NC 28105,Matthews,NCG09716,35.1067317,-80.693891,Open,Regular School,Public,NOTVIRTUAL,Southwest,342526,Mecklenburg County,NCG09919,2015,"City, Large"
NCG17515,600445,600,Charlotte-Mecklenburg Schools,370297002811,Mallard Creek High School,Public high school in Charlotte. Part of the Charlotte-Mecklenburg Schools district. Opened 2007.,2007,Q6744081,https://mallardcreekhighschool.wearecms.com,,3825 Johnston Oehler Rd  Charlotte NC 28269 1017,Charlotte,NCG02916,35.3641729,-80.7689231,Open,Regular School,Public,NOTVIRTUAL,Southwest,340732,Mecklenburg County,NCG09919,,"City, Large"
NCG17516,600454,600,Charlotte-Mecklenburg Schools,370297001241,The Metro School,Public school for exceptional children in Charlotte. Part of the Charlotte-Mecklenburg Schools district.,,,https://schools.cms.k12.nc.us/metroEC/Pages/Default.aspx,https://www.usnews.com/education/k12/wisconsin/metro-school-139157,405 S. Davidson St  Charlotte NC 28202 2826,Charlotte,NCG02916,35.2193713,-80.8423631,Open,Exceptional Children,Public,NOTVIRTUAL,Southwest,991435,Mecklenburg County,NCG09919,,"City, Large"
NCG17517,600457,600,Charlotte-Mecklenburg Schools,370297003173,Rocky River High School,Public high school in Mint Hill. Part of the Charlotte-Mecklenburg Schools district. Opened 2010.,2010,Q7355992,https://rockyriverhighschool.wearecms.com,,10505 Clear Creek Commerce Dr  Mint Hill NC 28227 7078,Mint Hill,NCG10195,35.2143106,-80.6401489,Open,Regular School,Public,NOTVIRTUAL,Southwest,342640,Mecklenburg County,NCG09919,2011,"City, Large"
NCG17518,600461,600,Charlotte-Mecklenburg Schools,370297002169,Charlotte-Mecklenburg Academy,Public school for exceptional children in Charlotte. Part of the Charlotte-Mecklenburg Schools district.,,,https://schools.cms.k12.nc.us/charmeckEC/Pages/Default.aspx,https://www.usnews.com/education/k12/north-carolina/charlotte-mecklenburg-academy-144880,5833 Millhaven Lane   Charlotte NC 28269,Charlotte,NCG02916,35.2997651,-80.8457579,Open,Exceptional Children,Public,NOTVIRTUAL,Southwest,991436,Mecklenburg County,NCG09919,,"City, Large"
NCG17519,600466,600,Charlotte-Mecklenburg Schools,370297001244,Myers Park High School,Public high school in Charlotte. Part of the Charlotte-Mecklenburg Schools district. Opened 1951.,1951,Q14708070,https://myersparkhighschool.wearecms.com,,2400 Colony Rd  Charlotte NC 28209 1743,Charlotte,NCG02916,35.170069,-80.8323293,Open,Regular School,Public,NOTVIRTUAL,Southwest,340680,Mecklenburg County,NCG09919,,"City, Large"
NCG17520,600480,600,Charlotte-Mecklenburg Schools,370297001248,North Mecklenburg High School,Public high school in Huntersville. Part of the Charlotte-Mecklenburg Schools district. Opened 1951.,1951,Q7056066,https://northmecklenburghighschool.wearecms.com,,11201 Old Statesville Rd  Huntersville NC 28078 7644,Huntersville,NCG07488,35.3726846,-80.8341696,Open,Regular School,Public,NOTVIRTUAL,Southwest,341925,Mecklenburg County,NCG09919,,"City, Large"
NCG17521,600482,600,Charlotte-Mecklenburg Schools,370297001250,Northwest School of the Arts,Public high school in Charlotte. Part of the Charlotte-Mecklenburg Schools district.,,Q7060197,https://northwestschoolofthearts.wearecms.com,https://www.usnews.com/education/k12/north-carolina/northwest-school-of-the-arts-14572,1415 Beatties Ford Rd  Charlotte NC 28216 4549,Charlotte,NCG02916,35.2570346,-80.857498,Open,Regular School,Public,NOTVIRTUAL,Southwest,340706,Mecklenburg County,NCG09919,,"City, Large"
NCG17522,600490,600,Charlotte-Mecklenburg Schools,370297001255,Olympic High School,Public high school in Charlotte. Part of the Charlotte-Mecklenburg Schools district.,,,https://schools.cms.k12.nc.us/olympicHS/Pages/Default.aspx,,4301 Sandy Porter Rd  Charlotte NC 28273 3214,Charlotte,NCG02916,35.1577204,-80.9520473,Open,Regular School,Public,NOTVIRTUAL,Southwest,341932,Mecklenburg County,NCG09919,2019,"City, Large"
NCG17523,600496,600,Charlotte-Mecklenburg Schools,370297002641,Phillip O. Berry Academy of Technology,Public high school in Charlotte. Part of the Charlotte-Mecklenburg Schools district. Opened 1951.,1951,Q7185764,https://phillipoberryacademyoftechnology.wearecms.com,,1430 Alleghany St  Charlotte NC 28208 0805,Charlotte,NCG02916,35.2392789,-80.8916489,Open,Regular School,Public,NOTVIRTUAL,Southwest,340716,Mecklenburg County,NCG09919,,"City, Large"
NCG17524,600498,600,Charlotte-Mecklenburg Schools,370297002842,Commonwealth Learning Center,Public high school in Charlotte. Part of the Charlotte-Mecklenburg Schools district.,,,https://performancelearningcenter.wearecms.com,https://www.usnews.com/education/k12/north-carolina/performance-learning-center-14320,2300 W Sugar Creek Road  Charlotte NC 28262 3144,Charlotte,NCG02916,35.2950261,-80.7966819,Open,Regular School,Public,NOTVIRTUAL,Southwest,340739,Mecklenburg County,NCG09919,,"City, Large"
