id,meta-category,label,feature type,description,notes
NCG10993,Population zone,North Wilkesboro Township,Township,central Wilkes County.,
NCG10994,Population zone,Northampton County,County,"was formed in 1741 from Bertie County. Located in the NE section of the state, it is bounded by the state of Virginia and by Hertford, Bertie, Halifax, and Warren Counties. It was named for James Compton, Earl of Northampton (1687-1754). Area: 544 sq. mi. County seat: Jackson, with an elevation of 131 ft. Townships are Gaston, Jackson, Kirby, Oconeechee, Pleasant Hill, Rich Square, Roanoke, Seaboard, and Wiccacanee. Produces peanuts, corn, soybeans, chemicals, sorghum, cotton, hogs, livestock, lumber, apparel, sand, and gravel.",
NCG10995,,Northampton Court House,REFERENCE,See Jackson.,
NCG10996,Population zone,Northeast,Community,"community in N Pender County served by post office, 1900-1903.",
NCG10997,,Northeast Branch [New River],REFERENCE,See Northeast Creek.,
NCG10998,Fresh running water,Northeast Branch [Newport River],Branch,rises in E Carteret County and flows S into Newport River E of the town of Newport.,
NCG10999,Fresh running water,Northeast Cape Fear River,River,"rises in NW Duplin County about 2 mi. S of Mount Olive; flows SE to form a part of the Duplin-Wayne county line; continues S through Duplin and Pender Counties; turns slightly W to form a part of the New Hanover-Pender county line; and flows S in New Hanover County, where it enters Cape Fear River at Wilmington. Appears as Northeast Fork and North East River on the Collet map, 1770.",
NCG11000,Fresh running water,Northeast Creek,Creek,rises in N Onslow County and flows SW into Morgan Bay. Also known as Northeast Branch of New River. Name appears in local records as early as 1744.,
NCG11001,,Northeast Fork,REFERENCE,See Northeast Cape Fear River.,
NCG11002,,Northeast Hamlet,REFERENCE,See Longwood Park.,
NCG11003,Fresh running water,Northeast Prong [South Lake],Prong,central Dare County.,
NCG11004,,Northeast River,REFERENCE,See Northeast Cape Fear River.,
NCG11005,Population zone,Northside,Community,community in SW Granville County.,
NCG11006,Population zone,Northview,Community,community in N Lee County.,
NCG11007,Population zone,Northwest,Community,community in NE Brunswick County.,
NCG11008,Fresh running water,Northwest Creek,Creek,rises in E Craven County and flows S into Neuse River.,
NCG11009,,Northwest Ditch,,drains water from NW Camden County (Dismal Swamp) to the SE into Cross Canal.,
NCG11010,Fresh running water,Northwest Fork [Alligator River],Fork,rises in S central Tyrrell County and flows SE into Alligator River.,
NCG11011,Cultural/constructed site,Northwest Parish,Church,"Church of England, Bertie County and later Northampton County, was est. in 1727 by the division of Society Parish in the NW part of the county. In 1741 the parish became Northampton County and, except for a part of the parish in the e, was renamed St. George's Parish in 1758. The following year, the remaining part of Northwest Parish became a part of Hertford County and St. Barnabas’ Parish. Northwest Parish, therefore, ceased to exist.",
NCG11012,,Northwest Point,Point,"the NW tip of Roanoke Island, central Dare County, that extends into Croatan Sound.",
NCG11013,Fresh running water,Northwest Prong Creek,Creek,rises in NW Carteret County and flows S into Newport River.,
NCG11014,Fresh running water,Northwest River,River,"rises in Norfolk County, Va., and flows SE into Currituck County, where it empties into Tull Bay and North Landing River. Prior to the opening of the Dismal Swamp Canal, Northwest River flowed from Lake Drummond, Va., to Currituck Sound. Appears on the Ogilby map, 1671.",
NCG11015,Population zone,Northwest Township,Township,N Brunswick County.,
NCG11016,Population zone,Norton,Community,community on Little Tennessee River in S Macon County. Also called Tryphosa.,
NCG11017,Fresh running water,Norton Branch,Branch,rises in SE Macon County and flows SW into Big Creek.,
NCG11018,Fresh running water,Norton Creek,Creek,rises in SW Jackson County and flows NE into Lake Thorpe.,
NCG11019,Fresh running water,Norton Fork Creek,Creek,rises in SW Madison County and flows NW into Spring Creek.,
NCG11020,Mountain,Norton Fork Gap,Gap,on the Buncombe-Madison county line between Chestnut Gap and Robinson Rough.,
NCG11021,Fresh running water,Norton Prong,Prong,rises in E Macon County and flows S into Big Creek.,
NCG11022,Population zone,Norval,Community,"community in W Harnett County served by post office, 1856-1908.",
NCG11023,Population zone,Norwood,Town,"town in SE Stanly County on Lake Tillery. Alt. 365. Post office est. there in 1826 and named for William C. Norwood, first postmaster. Inc. 1881.",
NCG11024,,Norwood Lake,REFERENCE,See Lake Tillery.,
NCG11025,Population zone,Notla Township,Township,S central Cherokee County.,
NCG11026,Fresh running water,Nottely River,River,"rises in Georgia and flows N into Cherokee County, through which it flows n, w, and NE into Hiwassee River about 2 mi. W of Murphy.",
NCG11027,Fresh running water,Nottoway River,River,"rises in Virginia and flows SE into Hertford County, where it joins Blackwater River on the Gates-Hertford county line to form Chowan River. Nottoway, meaning ""adders"" or ""rattlesnakes,"" was a name applied by Algonquian neighbors to Indians in the area. The name Nataway River appears on the Ogilby map, 1671, intended for the river but mistakenly applied to the present Wiccacon River. See also Weyanoke Creek.",
NCG11028,,Notts Island,REFERENCE,See Mackay Island.,
NCG11029,Fresh running water,Nova Scotia Branch,Branch,rises in SW Macon County and flows NW into Nantahala River.,
NCG11030,,Nubbin Ridge,REFERENCE,See Jones Chapel.,
NCG11031,Fresh running water,Nubbinscuffle Creek,Creek,rises in W Yancey County and flows S into Bald Creek.,
NCG11032,,Nuna Ridge,Ridge,NW Swain County in Great Smoky Mountains National Park between Tub-Mill Creek and Gunna Creek.,
NCG11033,Fresh running water,Nunda Branch,Branch,"in Great Smoky Mountains National Park, rises in NW Swain County and flows SE into Bone Valley Creek.",
NCG11034,Mountain,Nunn Mountain,Mountain,SE Orange County on the head of Booker Creek.,
NCG11035,Population zone,Nuns,Community,"community in SE Nash County served by post office, 1898-1902.",
NCG11036,,Nupernuse Point,REFERENCE,See Newport News Point.,
NCG11037,,Nutbush,REFERENCE,See Williamsboro.,
NCG11038,Fresh running water,Nutbush Creek,Creek,"rises in city of Henderson in central Vance County and flows N into Kerr Lake. Shown on the Moseley map, 1733.",
NCG11039,,Nutbush Township,REFERENCE,See Middleburg-Nutbush Township.,
NCG11040,Population zone,Nye,Community,"community in S Robeson County served by post office, 1890-1905.",
NCG11041,Fresh running water,O'Dear Creek,Creek,rises in NW McDowell County and flows E on the N side of Pompey Ridge into Threemile Creek.,
NCG11042,Population zone,O'Neals Township,Township,N Johnston County.,
NCG11043,Population zone,Oak City,Town,"town in NW Martin County. Site given the name Goose Nest by a Union soldier on a raid. Inc. as Conoho, 1891. Name changed to Oak City, 1905, because of confusion with Conetoe; name selected from a calendar advertising Oak City Laundry in Raleigh.",
NCG11044,Population zone,Oak Forest,Community,community in E Iredell County. Settled prior to 1800. Store there operated by James Gay. Thriving business community around 1900.,
NCG11045,Population zone,Oak Grove,Community,community in W Yadkin County N of Flat Rock Creek.,
NCG11046,Population zone,Oak Grove Township,Township,E central Durham County.,
NCG11047,Population zone,Oak Hill,Community,community in N central Burke County about 4 mi. N of Morganton.,
NCG11048,Population zone,Oak Hill,Community,community in central Macon County between Crawford Branch and Wallace Branch.,
NCG11049,Mountain,Oak Hill Mountain,Mountain,"peak in the Cane Creek Mountains, S Alamance County.",
NCG11050,Population zone,Oak Hill Township,Township,NW Granville County.,
NCG11051,,Oak Island,Island,"a peninsula between Elizabeth River and the Atlantic Ocean at the mouth of the Cape Fear River in SE Brunswick County. Site of Fort Caswell, Long Beach, and Yaupon Beach. Appears as an island on the Collet map, 1770.",
NCG11052,Mountain,Oak Knob,Knob,E Haywood County on James Branch.,
NCG11053,Population zone,Oak Level Township,Township,SE Nash County.,
NCG11054,Population zone,Oak Lodge,Community,community in E Guilford County.,
NCG11055,Population zone,Oak Park,Community,community in W Cherokee County on Shoal Creek S of Hiwassee River.,
NCG11056,,Oak Ridge,REFERENCE,See Oak Knob.,
NCG11057,Fresh running water,Oak Ridge Creek,Creek,rises in E Jackson County and flows SW into Piney Mountain Creek.,
NCG11058,Population zone,Oak Ridge Township,Township,NW Guilford County.,
NCG11059,Population zone,Oak Spring,Community,"community in central Rutherford County on Catheys Creek. A post office was there, 1855-1907.",
NCG11060,Population zone,Oak Summit,Community,"community in N Forsyth County served by post office, 1891-1903. Formerly Flat Branch.",
NCG11061,,Oak Swamp,Swamp,rises in E Robeson County and flows NE into Big Swamp.,
NCG11062,Population zone,Oak Villa,Community,"community in E Hertford County. It developed on the old post road from Norfolk, Va., to Wilmington and was a point from which mail was rerouted.",
NCG11063,,Oakanoahs,REFERENCE,See South Mountains.,
NCG11064,Population zone,Oakboro,Town,town in SW Stanly County. Inc. 1915. Known as Furr City until about 1905. Post office est. 1914 with the coming of the railroad and when Big Lick post office was closed.,
NCG11065,Population zone,Oakdale,Community,community in SW Wilkes County between Beaver Creek and Yadkin River.,
NCG11066,,Oakes Ridge,REFERENCE,See Oak Knob.,
NCG11067,Mountain,Oakey Mountain,Mountain,"NE Rutherford County between North Fork and Collins Creek. Alt. approx. 2,200.",
NCG11068,Population zone,Oakgrove,Community,community in NW Union County.,
NCG11069,Population zone,Oakland,Community,"community in central Nash County served by post office, 1885-1903.",
NCG11070,Population zone,Oakland,Community,"community in SW Transylvania County N of Round Mountain. Alt. 3,104.",
NCG11071,Population zone,Oakland Township,Township,S central Chatham County.,
NCG11072,Population zone,Oakley,Town,town in N Pitt County. Inc. 1903.,
NCG11073,Mountain,Oaklog Gap,Gap,on the Haywood-Transylvania county line.,
NCG11074,Population zone,Oaks,Community,"community in SW Orange County on Cane Creek. Site of an academy as early as 1829. The Bingham School operated there, 1844-65.",
NCG11075,Mountain,Oaks Knob,Knob,W Avery County.,
NCG11076,Population zone,Oakview,Community,community in SW Guilford County adjacent to High Point. A portion of High Point was formerly a part of the Oakview community.,
NCG11077,Population zone,Oakville,Community,community in N Franklin County.,
NCG11078,Population zone,Oakville,Community,community in N Warren County between Hawtree Creek and Sixpound Creek. A post office est. there in 1872 was discontinued in 1907.,
NCG11079,Population zone,Oakwood Acres,Community,community in S Davidson County on High Rock Lake.,
NCG11080,Population zone,Oakwoods,Community,community in S Wilkes County between Cub Creek and East Prong Cub Creek. Settled by several Scottish families.,
NCG11081,Mountain,Oaky Mountain,Mountain,NE Chatham County.,
NCG11082,,Obadiah Cove,Cove,W Graham County between Fork Ridge and Hooper Mill Creek.,
NCG11083,Mountain,Obadiah Gap,Gap,on Horse Cove Ridge in W Graham County.,
NCG11084,Population zone,Oberlin,Community,formerly a community in central Wake County NW of Raleigh but now a part of the city of Raleigh.,
NCG11085,Population zone,Obids,Community,"community in S Ashe County. Alt. approx. 2,800.",
NCG11086,Fresh running water,Obids Creek,Creek,rises in SE Ashe county and flows N into South Fork New River.,
NCG11087,Population zone,Obids Township,Township,SE Ashe County.,
NCG11088,Fresh running water,Obies Creek,Creek,"rises in N Chatham County and flows NE into Orange County, where it enters Morgan Creek.",
NCG11089,Population zone,Observer,Community,"community in SW Mecklenburg County served by post office, 1900-1915. Named for local Observer School, which in turn was named for the Charlotte Observer",
NCG11090,Population zone,Ocala,Community,community in S Jackson County on Fowler Creek.,
NCG11091,,Occacock,REFERENCE,See Ocracoke.,
NCG11092,,Occam,REFERENCE,See Croatan Sound.,
NCG11093,Mountain,Occaneechi Mountain,Mountain,"central Orange County S of the town of Hillsborough. Named for an Indian tribe mentioned frequently in seventeenth- and eighteenth-century records. The mountain is referred to in a letter of January 31, 1767, by Governor Tryon. Appears but is not named on the Collet map, 1770. Called Occaneeche Hills on the Kerr map, 1882. Alt. approx. 700. Now a local park.",
NCG11094,Fresh running water,Occoneechee Creek,Creek,rises in W Northampton County and flows S into Roanoke River. The name is probably from the Tutelo Indian word yuhkañ (man).,
NCG11095,,Occoneechee Neck,Neck,"the W neck of Northampton County, is formed by a large bend in Roanoke River.",
NCG11096,Population zone,Occoneechee Township,Township,SW Northampton County.,
NCG11097,Population zone,Ocean,Community,"community in W Carteret County served by post office, 1891-1927.",
NCG11098,Population zone,Ocean Isle Beach,Town,"town on the Atlantic Ocean, S Brunswick County. Inc. 1959.",
NCG11099,Fresh running water,Ochre Creek,Creek,rises in N Jackson County and flows W into Scott Creek.,
NCG11100,Fresh running water,Oconaluftee River,River,"is formed in the Great Smoky Mountains in NE Swain County by the junction of Beech Flats Prong and Kephart Prong. For a part of its course, it forms the Jackson-Swain county line. It flows SE into Tuckasegee River. The name, long written as two words (Ocona Luftee), is from the Cherokee words Egwanulti or Egwani (river) and nulati or nuti (near; beside). The Cherokee town of Oconalufte, mentioned by explorer-naturalist William Bartram about 1775, was probably on the lower course of the river at present Birdtown.",
NCG11101,Population zone,Oconalufty Township,Township,formerly in E Swain County but inc. into the limits of Charleston Township when it was enlarged between 1934 and 1940 with the establishment of Great Smoky Mountains National Park.,
NCG11102,Population zone,Ocracoke,Community,"community on Ocracoke Island, SE Hyde County. Settled in the seventeenth century. The name Ocracoke seems originally to have been Wococon, which appeared first on the White map, 1585. The Indian word apparently was waxkahikani, meaning ""enclosed place,"" ""fort,"" or ""stockade,"" and it is believed that a fortified Indian village existed at the site. By 1676 the name Okok was used, and by 1709 it had developed into Occacock. See also Wococon Island.",
NCG11103,,Ocracoke Inlet,Inlet,"from the Atlantic Ocean into Pamlico Sound, lies between Ocracoke Island (Hyde County) on the N and Portsmouth Island (Carteret County) on the s. The pirate Blackbeard was killed in the vicinity in 1718. Once chief trade inlet for North Carolina.",
NCG11104,,Ocracoke Island,Island,"SE Hyde County, one of the Outer Banks. Approx. 17 mi. long. See also Croatoan Island; Wococon Island.",
NCG11105,Population zone,Ocracoke Township,Township,SE Hyde County on the Outer Banks.,
NCG11106,,Odam Millpond,Millpond,SW Wayne County on Thoroughfare Swamp.,
NCG11107,,Odamsville,REFERENCE,See Faisons Old Tavern.,
NCG11108,,Odear Cove,Cove,E Swain County on the head of Wesser Creek.,
NCG11109,Population zone,Odell,Community,community in E Warren County S of Little Fishing Creek. Post office est. there in 1892 but discontinued in 1914.,
NCG11110,,Odell Mill,REFERENCE,See Forest Hill.,
NCG11111,Population zone,Odell School Township,Township,"former township in NW Cabarrus County, now township no. 3. Once known as Deweese Township.",
NCG11112,Population zone,Odessa,Community,"community in W Pender County served by post office, 1891-1905.",
NCG11113,,Off Island,Island,"approx. ½ mi. in diameter, lies off S Bodie Island in Roanoke Sound, E Dare County. Separated from Bodie Island by Blossie Creek.",
NCG11114,Population zone,Offen,Community,community in N Wilkes County near Middle Prong Roaring River.,
NCG11115,Population zone,Ogburn,Community,community in W Johnston County. Formerly spelled Aughburn.,
NCG11116,Population zone,Ogburn's Crossroads,Community,community in NW Guilford County.,
NCG11117,Population zone,Ogburntown,Community,community in central Forsyth County within the urban extension of the city of Winston-Salem.,
NCG11118,Population zone,Ogden,Community,community in SW Clay County on Crawford Creek.,
NCG11119,Fresh running water,Ogle Branch,Branch,rises in NE Buncombe County and flows S into North Fork Ivy Creek. Named for a pioneer family.,
NCG11120,Fresh running water,Ogle Creek,Creek,rises in S Yancey County and flows SW to join Timber Creek in forming Sugar Camp Creek.,
NCG11121,Mountain,Ogle Gap,Gap,S Yancey County at the NW end of Ogle Ridge.,
NCG11122,Mountain,Ogle Knob,Knob,S central Swain County between the head of Bucknor Branch and Davis Branch.,
NCG11123,Mountain,Ogle Meadow Knob,Knob,"on the Buncombe-Yancey county line. Alt. 5,384. A grassy bald known locally simply as Ogle Meadows.",
NCG11124,,Ogle Ridge,Ridge,S Yancey County near the head of Ogle Creek.,
NCG11125,Population zone,Ogreeta,Community,community in W Cherokee County on Hiwassee Lake between the mouth of Chambers Creek and Grape Creek.,
NCG11126,Population zone,Ohanoak,Village,"or an Indian village visited by Ralph Lane, 1585-86, on the W bank of Chowan River in what is now NE Bertie County S of Colerain. Appears on the De Bry map, 1590. On the Comberford map, 1657, it appears as Wohanoke. Modern Tuscarora Indians say the name means ""old village.""",
NCG11127,,Ohlanto,REFERENCE,See Blowing Rock.,
NCG11128,Population zone,Oine,Community,community in NW Warren County. Post office est. there in 1886 but discontinued in 1904.,
NCG11129,Population zone,Okay,Community,"community in NE Forsyth County served by post office, 1890-1904.",
NCG11130,Population zone,Okeewemee,Community,"community in N Montgomery County. Name derived from Indian word meaning ""land between two rivers.""",
NCG11131,Fresh running water,Okie Branch,Branch,rises in S Duplin County and flows SE into Northeast Cape Fear River.,
NCG11132,Population zone,Okisko,Community,community in W Pasquotank County. Settled prior to 1890. Named for a king of the Yeopim Indians. Alt. 12.,
NCG11133,,Oklawaha,REFERENCE,See Mud Creek.,
NCG11134,,Okok,REFERENCE,See Ocracoke.,
NCG11135,Population zone,Ola,Community,"former community in W Haywood County near lat. 35°36'15"" N., long. 83°08'00"". The site is now within Great Smoky Mountains National Park and abandoned.",
NCG11136,Population zone,Old Apalachia,Community,former community in NW Cherokee County below and N of Apalachia Dam near the junction of Shuler Creek with Hiwassee River.,
NCG11137,Fresh running water,Old Bald Creek,Creek,rises in S Haywood County and flows NE into Allen Creek.,
NCG11138,Mountain,Old Bald Mountain,Mountain,"on Haywood-Jackson county line. Alt. 5,800. Named for bald appearance from the Jackson County side.",
NCG11139,,Old Bald Ridge,Ridge,"extends from Chastine Creek in E central Jackson County N and NE to Allen Creek in SW Haywood County. Named for Old Bald Mountain, one of its peaks.",
NCG11140,,Old Barfields,REFERENCE,See Tuscarora Beach.,
NCG11141,,"Old Bear, The",,point of land off E Pamlico County extending into Jones Bay.,
NCG11142,Population zone,Old Bethlehem,Community,community in SE Warren County near the Halifax-Warren county line.,
NCG11143,Mountain,Old Billy Top,Top,on the Cherokee-Graham county line in the Snowbird Mountains.,
NCG11144,,Old Black,REFERENCE,See Mount Chapman.,
NCG11145,Mountain,Old Black Mountain,Mountain,"at the junction of the lines of Haywood County, N.C., and Cocke and Sevier Counties, Tenn., in Great Smoky Mountains National Park near lat. 35°42'44"" N., long. 83°15'18"" W. Alt. 6,430.",
NCG11146,Fresh running water,Old Catawba River,River,rises at the Catawba River Dam on Lake James and flows SE and NE into Catawba River about 1 mi. SE of Linville Dam in W Burke County.,
NCG11147,,Old Cove,Cove,N Swain County on Chambers Creek.,
NCG11148,Population zone,Old Dock,Community,community in SE Columbus County on Waccamaw River 1 mi. SE of Schulkens Pond. Settled about 1800. Alt. 40.,
NCG11149,,Old Field,,"an area in what is now Beaufort County between Pungo and Pamlico Rivers; shown on the Ogilby map, 1671.",
NCG11150,Mountain,Old Field Bald Mountain,Mountain,"on Ashe-Watauga county line. Alt. 4,939. Named for muster ground and drill field used by Col. Benjamin Cleveland during the Revolution.",
NCG11151,Fresh running water,Old Field Branch,Branch,rises in NE Ashe County and flows SE into Poison Branch.,
NCG11152,Fresh running water,Old Field Creek,Creek,rises in E Orange County and flows NE into New Hope Creek.,
NCG11153,Mountain,Old Field Top Mountain,Mountain,"W Haywood County between Plott Balsams and Mingus Ridge. Alt. 5,820. Sometimes called Plott's Old Field Mountain.",
NCG11154,,Old Fields of Toe,REFERENCE,See Newland.,
NCG11155,Population zone,Old Fields Township,Township,W Wilson County.,
NCG11156,,Old Ford,REFERENCE,See Mineola.,
NCG11157,,Old Ford Swamp,Swamp,rises in NW Beaufort County and flows W to join Snoad Branch in forming Aggie Run.,
NCG11158,Population zone,Old Fort,Town,"town in W McDowell County on Catawba River. Alt. 1,438. Inc. 1872 as Catawba Vale by a northern land company that expected to develop a city on the Davidson plantation, which it had purchased the previous year. Name changed in 1873 to Old Fort, the name by which the community had been known since 1828 or earlier, when a post office existed there. Named for Davidson's Fort, erected in 1776 by troops under the command of Gen. Griffith Rutherford, who led expedition against the Cherokee Indians.",
NCG11159,Population zone,Old Fort Township,Township,SW McDowell County.,
NCG11160,Population zone,Old Furnace,Community,"community in S Gaston County served by post office, 1848-1902.",
NCG11161,Population zone,Old Gilreath,Community,community in S Wilkes County 3 mi. NW of Gilreath.,
NCG11162,Fresh running water,Old House Branch,Branch,rises in SE Watauga County and flows NE into Dugger Creek.,
NCG11163,Fresh running water,Old House Channel,Channel,"a slough in the waters of Pamlico Sound immediately W of and leading to Oregon Inlet, E Dare County. Also known as Old House Slough.",
NCG11164,Fresh running water,Old House Creek,Creek,a short stream in N central Carteret County flowing N into South River.,
NCG11165,Population zone,Old Hundred,Community,community in W Scotland County. Named because the 100-mile post was there when the railroad from Wilmington was built. Alt. 318.,
NCG11166,,Old Lanesboro,REFERENCE,See Lanesboro.,
NCG11167,,Old Mattie Ridge,Ridge,NE Cherokee County in the Snowbird Mountains.,
NCG11168,Mountain,Old Mattie Top,Top,on the Cherokee-Graham county line in the Snowbird Mountains.,
NCG11169,Fresh running water,Old Mill Creek,Creek,rises in N central Washington County in East Dismal Swamp NE of the town of Roper and flows NW into Kendricks Creek.,
NCG11170,,Old Mill Swamp,Swamp,rises in N Sampson County and flows SE into Great Coharie Creek.,
NCG11171,Fresh running water,Old Paddy Creek,Creek,"about 7/10 mi. long, rises at Paddy Creek Dam on Lake James and flows E into Old Catawba River in W Burke County about 9 mi. W of Morganton.",
NCG11172,Population zone,Old Richmond Township,Township,"NW Forsyth County. Named for the former town of Richmond, which see, seat of Surry County from 1774 to 1789.",
NCG11173,Mountain,Old Road Gap,Gap,on the Cherokee-Macon county line.,
NCG11174,,Old Road Ridge,Ridge,N Mitchell County between Spring Creek and Greasy Creek.,
NCG11175,,Old Rock,REFERENCE,See Shell Castle.,
NCG11176,Mountain,Old Rocky Mountain,Mountain,"E Macon County between the head of Ellijay Creek and the head of Little Salt Rock Creek. Alt. 4,825.",
NCG11177,,Old Salem,REFERENCE,See Salem.,
NCG11178,,Old Shatter,REFERENCE,See Axtell.,
NCG11179,Mountain,Old Sheep Knob,Knob,"N Cleveland County. Alt. 1,497.",
NCG11180,,Old Skinnersville,REFERENCE,See Skinnersville.,
NCG11181,,Old Sneedsborough,,"abandoned town in SE Anson County on Pee Dee River. Laid out in 1795 to be at the head of navigation on the Pee Dee River and named for Honora Sneyd, stepmother of Richard Lovell Edgeworth, founder of the town. Navigation was not developed sufficiently, and the town declined after about 30 years. Post office est. about 1803; closed 1883. Sneedsborough was famous for its inn. John J. McRae, governor of Mississippi (1854-58) and a member of U.S. and Confederate Congresses, was born there. See also McFarlan.",
NCG11182,,"Old Sow, The",,"tidal-marsh island in Pamlico Sound off the SE tip of Goose Creek Island, NE Pamlico Sound.",
NCG11183,Population zone,Old Sparta,Town,"town in S Edgecombe County on Tar River. Inc. as Sparta, 1876, and reincorporated as Old Sparta, 1903. No longer active in municipal affairs. Post office est. 1829; probably came to be called Old Sparta after Sparta, county seat of Alleghany County, est. 1859, began to thrive.",
NCG11184,,Old Stanhope,REFERENCE,See Spring Hope.,
NCG11185,Mountain,Old Station Gap,Gap,central Madison County between Brush Creek and Walnut Creek.,
NCG11186,Fresh running water,Old Topsail Creek,Creek,rises in S Pender County and flows S into Topsail Sound.,
NCG11187,,Old Topsail Inlet,REFERENCE,See Beaufort Inlet.,
NCG11188,Population zone,Old Town,Community,"community in central Forsyth County. Settled 1753 by first Moravians to arrive at the Wachovia tract from Pennsylvania. First named Bethabara, or House of Passage, since it was intended to be a temporary settlement. After 1766, when Salem was begun, Bethabara declined. The post office, est. 1832, ceased to be called Bethabara in 1835 and was changed to Old Town.",
NCG11189,,Old Town Creek,REFERENCE,See Town Creek.,
NCG11190,Population zone,Old Town Township,Township,W central Forsyth County.,
NCG11191,Population zone,Old Trap,Community,"community in S Camden County, was probably settled as early as the 1650s. In the eighteenth century, it was the center of much maritime activity, and a grog shop there supplied the local trade with West India rum. Tradition says that men carrying grain to a local windmill tarried long at the grog shop—it ""trapped"" them. By the end of the Revolution, the name The Trap was being used, and after 1800 Old Trap came into use.",
NCG11192,,Old Tree Swamp,Swamp,rises in W Hertford County and flows SE into Potecasi Creek.,
NCG11193,,Old Weeksville,REFERENCE,See Weeksville.,
NCG11194,,Old Woman's Swamp,REFERENCE,See Gilletts Creek.,
NCG11195,,Oldfield Creek,REFERENCE,See Redbank Creek.,
NCG11196,Mountain,Oldfield Gap,Gap,on the Madison-Yancey county line near Indian Creek.,
NCG11197,,Oldfield Swamp,Swamp,rises in S Robeson County and flows SE into Hog Swamp.,
NCG11198,Population zone,Oldfields Township,Township,SW Ashe County. Named for muster ground and drill field used by Benjamin Cleveland during the Revolution.,
NCG11199,Population zone,Oldham,Community,"community in N Forsyth County served by post office, 1883-1901.",
NCG11200,Population zone,Olds,Community,community in S Currituck County. Known locally as Olds Hill for a sand hill nearby.,
NCG11201,Population zone,Olds Township,Township,E central Greene County. Named for the Olds family whose members moved there after 1779.,
NCG11202,Fresh running water,Oldwoman Branch,Branch,rises in W Pitt County and flows SE into Little Contentnea Creek.,
NCG11203,Population zone,Olga,Community,"community in W Pender County served by post office, 1900-1908.",
NCG11204,Population zone,Olin,Town,"town in N central Iredell County. Est. and inc. 1855 as New Institute when Brantley York and Baxter Clegg opened an academy there. Reincorporated 1857 as Olin in honor of Stephen Olin, Methodist educator. Inc. again in 1905, but long inactive in municipal affairs.",
NCG11205,Fresh running water,Olin Creek,Creek,rises in NW Iredell County and flows SE into Patterson Creek. Formerly known as Little Rocky Creek.,
NCG11206,Population zone,Olin Township,Township,N central Iredell County.,
NCG11207,Population zone,Olive Branch,Community,community in NE Union County E of Gourdvine Creek.,
NCG11208,Population zone,Olive Grove,Community,community in N Cleveland County.,
NCG11209,Population zone,Olive Hill,Community,community in W Person County.,
NCG11210,Population zone,Olive Hill Township,Township,W central Person County.,
NCG11211,,Olive Hollow,Hollow,"W Watauga County, extends northward W of Laurel Creek.",
NCG11212,Population zone,Oliver,Community,community in E Johnston County.,
NCG11213,,Oliver Reef,,S Dare and E Hyde Counties in the waters of Pamlico Sound N of Hatteras Inlet. Presented by the state to the U.S. government in 1874 for use in naval target practice. Returned to the state in 1965.,
NCG11214,Population zone,Oliver's Crossroads,Community,community in central Jones County.,
NCG11215,Population zone,Olivers,Community,community in central Jones County.,
NCG11216,Population zone,Olivers Crossroads,Community,community in S Catawba County.,
NCG11217,Population zone,Olivet,Community,"community in NW Caldwell County on Mulberry Creek. Named for Olivet Methodist Church, in turn named for biblical Mount Olivet or Mount of Olives.",
NCG11218,Population zone,Olivette,Community,community in central Buncombe County.,
NCG11219,Population zone,Olivia,Community,"community in W Harnett County. Settled about 1865. Known as Rock Branch until 1913, when it was renamed to honor W. J. Olive, who in 1912 introduced cultivation of flue-cured tobacco there.",
NCG11220,Fresh running water,Ollie Branch,Branch,rises in central Graham County and flows SW into East Buffalo Creek.,
NCG11221,Population zone,Olmmetta,Community,community in E Wilkes County.,
NCG11222,Population zone,Olne,Community,"community in NW Warren County served by post office, 1886-1904.",
NCG11223,Population zone,Olympia,Community,"community in W Pamlico County. In 1891 named for Mount Olympus when a post office, discontinued in 1908, was est. there.",
NCG11224,Population zone,Omega,Community,"community in N Rowan County served by post office, 1886-1904.",
NCG11225,Population zone,Oneida,Community,"community in N Alamance County served by post office, 1900-1908.",
NCG11226,,Onetree Point,Point,"shown on Moseley map, 1733, extending from the mainland of what is now SE Brunswick County into Cape Fear River between Elizabeth River and Walden Creek. Located N of and adjacent to Deep Water Point. Not shown on modern maps.",
NCG11227,Fresh running water,Onion Falls,Falls,in West Fork Tuckasegee River at the N end of Thorpe Reservoir in W Jackson County.,
NCG11228,Mountain,Onion Knob,Knob,Alexander-Wilkes county line.,
NCG11229,Mountain,Onion Mountain,Mountain,"E Macon County between the head of Cat Creek and Laurel Creek. Alt. 3,500.",
NCG11230,,Onitalooga Lake,REFERENCE,See Ela Lake.,
NCG11231,,Onslow Bay,Bay,in the Atlantic Ocean off the SE coast from Cape Fear on the S to Cape Lookout on the n.,
NCG11232,,Onslow Beach,Beach,SE Onslow County between New River Inlet and Browns Inlet. Known earlier as Hurst Beach. Now a part of the Camp Lejeune Marine Corps Air Station and used for training for amphibious landings.,
