File,ID,Label,Feature type,Description,Secondary Feature Type,Related War
3-populated.csv,NCG11336,Owens,Community,community in central Cumberland County.,,
3-populated.csv,NCG11349,Owltown,Community,community in SW Buncombe County N of Hooker Gap.,,
3-populated.csv,NCG11353,Oxford,Town,"town and county seat, central Granville County. Authorized to be laid off in 1811 and inc. 1816. The land on which the town was est. had been a part of Samuel Benton's plantation, ""Oxford,"" hence the name. Produces tobacco and textiles. Appears on the Price map, 1808. Alt. 476. See also Harris Burgh.",,
3-populated.csv,NCG11356,Oxford Township,Township,central Granville County.,,
3-populated.csv,NCG11357,Oxfords Ford,Community,"community in W Catawba County served by post office, 1873-1903.",Post office town,
3-populated.csv,NCG11361,Oyster Creek Landing,Community,community in S Hyde County on Swanquarter Bay.,,
3-populated.csv,NCG11362,Ozark,Community,"community in NE Wilkes County served by post office, 1882-1908.",Post office town,
3-populated.csv,NCG11371,Pactolus,Town,town in E Pitt County. Inc. 1887. Named for the ancient river in Asia Minor. Alt. 22.,,
3-populated.csv,NCG11372,Pactolus Township,Township,E Pitt County.,,
3-populated.csv,NCG11376,Padgett,Community,community in W Onslow County on Sandy Run Swamp.,,
3-populated.csv,NCG11379,Page,Community,"community in NW Pender County served by post office, 1887-1903.",Post office town,
3-populated.csv,NCG11381,Page's Mill,Community,"community on East Prong Moon Creek, W Caswell County. Earlier known as Jones Mill for Richard Jones, who est. a water mill there about 1840.",,
3-populated.csv,NCG11392,Paint Fork,Community,community in E Madison County on Paint Fork.,,
3-populated.csv,NCG11394,Paint Gap,Community,"community in W Yancey County on Indian Creek at the mouth of Horton Creek. Alt. 2,676.",,
3-populated.csv,NCG11397,Paint Rock,Community,"community in W Madison County on French Broad River. Inc. 1891; charter repealed 1895. Early landmark, site of a blockhouse to protect settlers from Indians, 1793. Figures on a rock cliff there appeared to early settlers to be paintings. Appears as Painted Rock on the Price map, 1808. Alt. 1,265.",,
3-populated.csv,NCG11404,Palestine,Community,community in N Stanly County. Alt. 582.,,
3-populated.csv,NCG11405,Palm,Community,"community in NE Haywood County served by post office, 1886-1905.",Post office town,
3-populated.csv,NCG11410,Palmerville,Community,community in NE Stanly County.,,
3-populated.csv,NCG11413,Palmyra,Town,town in SE Halifax County. Inc. 1883. A post office was est. there in 1811. Alt. 96.,,
3-populated.csv,NCG11414,Palmyra Township,Township,SE Halifax County.,,
3-populated.csv,NCG11415,Palo Alto,Community,"community in E Onslow County served by post office, 1850-1902. Birthplace and burial site of Governor Daniel Russell (1897-1901).",Post office town,
3-populated.csv,NCG11416,Pamlico,Town,"town in E Pamlico County on Broad Creek near Neuse River. Post office est. 1878. Founded by Joshua Dean, first postmaster, who was a native of Fall River, Mass., and engaged in the lumber business there as well as in his native town. Known earlier as Broad Creek. Inc. 1913, but long inactive in municipal affairs.",,
3-populated.csv,NCG11418,Pamlico County,County,"was formed in 1872 from Craven and Beaufort Counties. Located in the E section of the state, it is bounded by Pamlico Sound, Neuse River, and by Craven and Beaufort Counties. It was named for Pamlico Sound. Area: 576 sq. mi. (341, land; 235, water). County seat: Bayboro, with an elevation of 8.5 ft. Townships are nos. 1-5. Produces corn, soybeans, Irish potatoes, turkeys, hogs, and processed seafood.",,
3-populated.csv,NCG11424,Panacea,Community,"community in E Warren and NW Halifax Counties on Bens Creek. Named for Panacea Springs, a popular resort there in early 1900s with a large hotel and a lake near mineral springs (supposedly curative). Water formerly bottled and sold; the hotel, lake, and cottages are gone.",,
3-populated.csv,NCG11426,Panauuaioc,Village,"Indian village site shown on the De Bry map, 1590, in what is now Beaufort County near the head of Pamlico River on its S bank.",,
3-populated.csv,NCG11429,Pant,Community,"community in NE Haywood County served by post office, 1884-1905.",Post office town,
3-populated.csv,NCG11430,Pantego,Town,town in NE Beaufort County on Pantego Creek. Alt. 7. A post office since 1825. Inc. 1881.,,
3-populated.csv,NCG11433,Pantego Township,Township,NE Beaufort County.,,
3-populated.csv,NCG11435,Panther Branch Township,Township,SE Wake County.,,
3-populated.csv,NCG11455,Paradise,Community,"community in W Richmond County served by post office, 1893-95.",Post office town,
3-populated.csv,NCG11459,Paris,Community,"community in SE Anson County served by post office, 1870-1901.",Post office town,
3-populated.csv,NCG11463,Park Yarn,Community,community in SE Cleveland County S of the town of Kings Mountain. Park Yarn mills operated there.,,
3-populated.csv,NCG11464,Parker,Community,"community in W Ashe County. Alt. 3,950.",,
3-populated.csv,NCG11475,Parkers Fork,Community,community in NE Gates County.,,
3-populated.csv,NCG11477,Parkersburg,Town,"town in W Sampson County. Settled about 1888; inc. 1891, but long inactive in municipal affairs. Named for William J. Parker, an early subscriber of stock in the railroad on which the town was located. Alt. 118.",,
3-populated.csv,NCG11478,Parks,Community,"community in NE Wilkes County served by post office, 1884-1906.",Post office town,
3-populated.csv,NCG11481,Parkstown,Community,"community in E Wayne County near the coincident boundaries of Greene, Lenoir, and Wayne Counties.",,
3-populated.csv,NCG11482,Parkton,Town,"town in NE Robeson County. Settled about 1884. Inc. 1901. Known first as Gillis Station for Mrs. John Gillis, who sold land for a railroad station. When the railroad was completed, the name was changed to Parkton, probably from the fact that farmers of the surrounding area ""parked"" teams at the station to take the train to Fayetteville.",,
3-populated.csv,NCG11483,Parkton Township,Township,N Robeson County.,,
3-populated.csv,NCG11484,Parktown,Community,community in S Warren County between Fishing Creek and Shocco Creek.,,
3-populated.csv,NCG11485,Parkville,Community,community in E Perquimans County.,,
3-populated.csv,NCG11486,Parkville Township,Township,E central Perquimans County.,,
3-populated.csv,NCG11487,Parkwood,Community,"formerly an industrial community in N Moore County. Est. before the Civil War when William Donnelly, stonemason, began making millstones there. A sawmill, brick kiln, flour mill, and other businesses developed. Bankruptcy in the 1880s forced the closing of the businesses, and the community began to decline. During World War II, the remaining buildings were dismantled and removed. In 1953 the community of Hallison, about 1¼ mi. n, changed its name to Parkwood. Hallison had been named by Maj. W. C. Petty, a railroad man, for his deceased son, Hall Jefferson. Alt. 450.",,World War II
3-populated.csv,NCG11488,Parmele,Town,"town in W Martin County. Settled about 1885; inc. 1893. Named for a partner in the Parmele-Eccleston Lumber Company, which operated at the site. Alt. 76.",,
3-populated.csv,NCG11491,Parrotts,Community,"community in N Lenoir County. Named for the Parrott family, which settled in the vicinity in the 1760s. Alt. 54.",,
3-populated.csv,NCG11497,Parsonville,Community,community in W Wilkes County on North Prong Lewis Fork Creek.,,
3-populated.csv,NCG11503,Paschall,Community,"community in N Warren County. Alt. 311. Formerly known as Merry Mount, its post office name from 1847 to 1929.",,
3-populated.csv,NCG11505,Pasley,Community,community in S Duplin County.,,
3-populated.csv,NCG11509,Pasquotank,Community,community in W Pasquotank County.,,
3-populated.csv,NCG11510,Pasquotank County,County,"was formed by 1681 as a precinct of Albemarle County. Located in the NE section of the state, it is bounded by Albemarle Sound and by Perquimans, Gates, and Camden Counties. The name of the county is from the Indian word pāsk-e'tan-ki (where the current [of the stream] divides or forks). Area: 290 sq. mi. (229, land; 61, water). County seat: Elizabeth City, with an elevation of 12 ft. Townships are Elizabeth City, Mount Hermon, Newland, Nixonton, Providence, and Salem. Produces corn, soybeans, potatoes, cabbage, miscellaneous vegetables, cotton, hogs, livestock, textiles, ships, lumber, hosiery, apparel, paper boxes, and industrial machinery.",,
3-populated.csv,NCG11514,Pastook,Community,"community in S Davidson County served by post office, 1886-1901.",Post office town,
3-populated.csv,NCG11522,Pate Store,Community,community in E Wayne County S of the community of Cherry and N of The Slough.,,
3-populated.csv,NCG11523,Pates,Community,"community in W Robeson County. Inc. 1883, but long inactive in municipal affairs. Named for Ed Pate, a railroad employee.",,
3-populated.csv,NCG11524,Patetown,Town,"town in E Wayne County near The Slough. Inc. 1907, but no longer active in municipal affairs. Named for the Pate family living in the area.",,
3-populated.csv,NCG11525,Patrick,Community,community in W Cherokee County near Camp Creek.,,
3-populated.csv,NCG11527,Patterson,Town,"town in central Caldwell County. Founded in 1851 as the site of a textile mill. Inc. 1905, but long inactive in municipal affairs. Named for Samuel Finley Patterson (1799-1874), local resident and state official. Alt. 1,253. Patterson School operated there since 1909.",,
3-populated.csv,NCG11530,Patterson Springs,Community,"community in S Cleveland County. Alt. 904. Settled in the 1880s. Named for Arthur Patterson Sr., who lived near Kings Mountain at the time of the 1780 battle.",,
3-populated.csv,NCG11532,Patterson Township,Former community,"former township in SW Durham County, now combined with Cedar Fork Township to form Triangle Township.",,
3-populated.csv,NCG11533,Pattersons Bridge,Community,"community in SW Moore County served by post office, 1876-98.",Post office town,
3-populated.csv,NCG11540,Patton Ridge,Community,community in W Wilkes County near the head of South Prong Lewis Fork Creek.,,
3-populated.csv,NCG11541,Pattonsville,Former community,"former community in Granville County W of the mouth of Tabb Creek on Tar River. Appears on the McRae map, 1833.",,
3-populated.csv,NCG11545,Paw Creek,Community,community in W Mecklenburg County. Name of the railroad depot is Thrift.,,
3-populated.csv,NCG11546,Paw Creek Township,Former community,"former township in W central Mecklenburg County, now township no. 12.",,
3-populated.csv,NCG11554,Paynes Store,Community,community in SE Alexander County.,,
3-populated.csv,NCG11555,Paynes Tavern,Community,community in S Person County near North Flat River. Cornwallis spent a night there in 1781 during the Revolutionary War. The tavern has long since ceased to exist.,,
3-populated.csv,NCG11563,Peace,Community,community in SW Wake County.,,
3-populated.csv,NCG11564,Peach,Community,community in N Perquimans County.,,
3-populated.csv,NCG11569,Peachland,Town,town in W Anson County. Originally known as Mulcahy; renamed in 1888 for a large peach orchard nearby. Inc. 1895. Alt. 446.,,
3-populated.csv,NCG11570,Peachtree,Community,community in E Cherokee County.,,
3-populated.csv,NCG11576,Peacocks,Community,community in N Columbus County. Earlier known as Peacocks Store.,,
3-populated.csv,NCG11577,Peacocks Crossroads,Community,community in SW Johnston County.,,
3-populated.csv,NCG11579,Peak Creek Township,Township,E Ashe County.,,
3-populated.csv,NCG11586,Pearce Crossroads,Community,community in S Franklin County.,,
3-populated.csv,NCG11588,Pearces Mill Township,Township,central Cumberland County.,,
3-populated.csv,NCG11589,Pearceville,Community,"community in NW Camden County. Named for Pearce family from New England, who settled there following the Revolution. Often appears on maps as Pierceville.",,
3-populated.csv,NCG11590,Pearsall,Community,community in N Duplin County.,,
3-populated.csv,NCG11599,Pee Dee,Community,community in W Montgomery County. Produces hosiery and lumber.,,
3-populated.csv,NCG11602,Peedee Township,Township,W Montgomery County.,,
3-populated.csv,NCG11603,Peek,Community,community in E Madison County.,,
3-populated.csv,NCG11606,Peeler,Community,"community in E Rowan County served by post office, 1894-1904.",Post office town,
3-populated.csv,NCG11613,Pegries,Community,"community in SW Richmond County served by post office, 1885-1904.",Post office town,
3-populated.csv,NCG11614,Pekin,Community,"community in S Montgomery County. A post office, Chisholm's Store, est. there 1824, was renamed Pekin in 1853.",,
3-populated.csv,NCG11615,Peletier,Community,community in W Carteret County. Named for family of same name.,,
3-populated.csv,NCG11617,Pelham,Community,"community in NW Caswell County. Est. during the Civil War as a station on the Piedmont Railroad; named for Maj. John Pelham, Alabamian killed in action during the war. Alt. 740.",,Civil War
3-populated.csv,NCG11619,Pelham Township,Township,NW Caswell County.,,
3-populated.csv,NCG11621,Pembroke,Town,"town in W central Robeson County. Alt. 172. Inc. 1895. Originally called Campbell's Mill on Waterhole Swamp; later, Scuffletown, after Scoville Town in England or because it was a good place to get into a fight. Today, it is center of Lumbee Indian business and social life. Named for Pembroke Jones (1825-1910), an official of the Wilmington and Weldon Railroad, which intersected the Wilmington, Charlotte, and Rutherford Railroad there. Home of the University of North Carolina at Pembroke, founded in 1887.",,
3-populated.csv,NCG11623,Pembroke Township,Township,central Robeson County.,,
3-populated.csv,NCG11624,Pender,Community,"community immediately S of the town of Halifax, E Halifax County.",,
3-populated.csv,NCG11625,Pender County,County,"was formed in 1875 from New Hanover County. Located in the SE section of the state, it is bounded by the Atlantic Ocean and by New Hanover, Brunswick, Columbus, Bladen, Sampson, Duplin, and Onslow Counties. It was named for Gen. William D. Pender (1834-63), a Confederate officer killed at Gettysburg. Area: 869 sq. mi. (857, land; 12, water). County seat: Burgaw, with an elevation of 49 ft. Townships are Burgaw, Canetuck, Caswell, Columbia, Grady, Holly, Long Creek, Rocky Point, Topsail, and Union. Produces corn, oats, soybeans, miscellaneous fruits and vegetables, peanuts, poultry, eggs, hogs, dairy products, livestock, turkeys, seafood, metal products, and lumber. See also Pelham Precinct; Lillington County.",,
3-populated.csv,NCG11626,Pender's Crossroads,Community,"community in E Wilson County near White Swamp and Town Creek. Maj. Gen. William Dorsey Pender (1834-63), a Confederate officer killed at Gettysburg, was born nearby.",,
3-populated.csv,NCG11628,Penderlea,Community,"community in NW Pender County. Land in the area had been purchased after the Civil War by E. R. Brink, a northern investor. He subdivided it, prepared a map, and sold about 50 farms to people in New York City. His mortgage with a Wilmington bank was foreclosed, and the New Yorkers lost their farms and money. Beginning in 1934, the U.S. government purchased a total of 10,500 acres, which was subdivided into tracts of about 30 acres each. Houses and other buildings were erected, and farmers who had been removed from submarginal land taken out of cultivation by the government were moved into the area. A total of 142 farm units were est., and a school, community center, and lake were built. The farms later were sold to those who lived on them.",,Civil War
3-populated.csv,NCG11629,Pendleton,Town,town in NE Northampton County. Est. about 1887; inc. 1893. Known as Woodward's Crossroads until renamed to honor an employee of the railroad on the first train to pass through. Alt. 84.,,
3-populated.csv,NCG11630,Penelo,Community,community in central Edgecombe County.,,
3-populated.csv,NCG11632,Penland,Community,"community in S Mitchell County on North Toe River. Alt. 2,462. Named for Milton P. Penland, pioneer settler and businessman. Penland School of Crafts grew out of a school est. there in 1910.",,
3-populated.csv,NCG11637,Penley,Community,community in SE Watauga County.,,
3-populated.csv,NCG11641,Pennington,Community,"community in N Stanly County served by post office, 1886-1909.",Post office town,
3-populated.csv,NCG11643,Penny,Community,"community in N Johnston County served by post office, 1884-1901.",Post office town,
3-populated.csv,NCG11644,Penny Hill,Town,"town on the Edgecombe-Pitt county line on Tar River. Inc. 1875, but no longer active in municipal affairs.",,
3-populated.csv,NCG11646,Penrose,Community,"community in E Transylvania County between Lydia Creek and French Broad River. Alt. 2,087.",,
3-populated.csv,NCG11647,Pensacola,Community,"community in S Yancey County on Cane River. Alt. 2,858. Name derived from an Indian word probably meaning ""hair people"" (those who wore their hair long).",,
3-populated.csv,NCG11648,Pensacola Township,Township,S central Yancey County.,,
3-populated.csv,NCG11651,Peoria,Community,community in NW Watauga County on the head of Stone Mountain Branch.,,
3-populated.csv,NCG11653,Peppers,Community,community in W Mitchell County on Bee Creek.,,
3-populated.csv,NCG11654,Perch,Community,"community in SE Surry County served by post office, 1894-1904.",Post office town,
3-populated.csv,NCG11655,Perfection,Community,community in W Craven County.,,
3-populated.csv,NCG11657,Perkinsville,Community,community in central Watauga County on Perkins Branch and Hardin Creek.,,
3-populated.csv,NCG11660,Pernell,Community,"community in N Wake County served by post office, 1885-1904.",Post office town,
3-populated.csv,NCG11661,Perquimans County,County,"was formed by 1679 as Berkeley Precinct in Albemarle County. Located in the NE section of the state, it is bounded by Albemarle Sound and by Chowan, Gates, and Pasquotank Counties. It was named for Indians in the vicinity. The legislature met there, 1707-16. Area: 324 sq. mi. (261, land; 63, water). County seat: Hertford, with an elevation of 15 ft. Townships are Belvidere, Bethel, Hertford, New Hope, and Parkville. Produces corn, soybeans, peanuts, cotton, hogs, livestock, apparel, sorghum, truck bodies, and sand.",,
3-populated.csv,NCG11664,Perry,Community,community in NW Gaston County.,,
3-populated.csv,NCG11669,Perry Store,Community,community in N Wake County.,,
3-populated.csv,NCG11672,Perrytown,Community,community in NE Bertie County.,,
3-populated.csv,NCG11675,Persimmon Creek,Community,community in W Cherokee County.,,
3-populated.csv,NCG11679,Person County,County,"was formed in 1791 from Caswell County. Located in the N central section of the state, it is bounded by the state of Virginia and by Granville, Durham, Orange, and Caswell Counties. It was named for Gen. Thomas Person (1733-1800), Revolutionary patriot, member of the Council of Safety, and benefactor of the University of North Carolina. Area: 400 sq. mi. County seat: Roxboro, with an elevation of 671 ft. Townships are Allensville, Busby Fork, Cunningham, Flat River, Holloway, Mount Tirzah, Olive Hill, Roxboro, and Woodsdale. Produces tobacco, corn, wheat, oats, poultry, eggs, dairy products, livestock, hogs, textiles, hay, auto parts, wood products, lumber, and fabricated metals. Copper formerly was mined in the county.",,
3-populated.csv,NCG11681,Perth,Community,community in NW Bladen County.,,
3-populated.csv,NCG11682,Peru,Community,community in S Onslow County on New River.,,
3-populated.csv,NCG11693,Peters Creek,Community,"community in N central Stokes County on the Virginia line. Post office was there from 1850 until 1882, when name was changed to Elko, which see.",,
3-populated.csv,NCG11694,Peters Creek Township,Township,N central Stokes County.,,
3-populated.csv,NCG11697,Petersburg,Community,"community in S Madison County on Bull Creek. Alt. 1,972.",,
3-populated.csv,NCG11698,Petersburg,Community,community on Jenkins Swamp in N Onslow County.,,
3-populated.csv,NCG11699,Petersburg Crossing,Community,a crossroads community in E Duplin County.,,
3-populated.csv,NCG11700,Peterson,Community,community in W Mitchell County on Nolichucky River. Also known as Warrick.,,
3-populated.csv,NCG11705,Petra Mills,Community,a small farming community in SE Caldwell County. Also known as Petra.,,
3-populated.csv,NCG11706,Pett,Community,community in E central Wake County.,,
3-populated.csv,NCG11713,Pettys Shore,Community,community in E Hertford County on Chowan River at the site of an earlier Indian village. A large fishery once was operated there.,,
3-populated.csv,NCG11714,Pfafftown,Community,"community in W Forsyth County. Named for Peter Pfaff, who arrived in the Wachovia settlement in 1771.",,
3-populated.csv,NCG11718,Pheney,Community,community in N McDowell County.,,
3-populated.csv,NCG11719,Phenoy,Community,"community in N McDowell County near present site of Little Switzerland, which see.",,
3-populated.csv,NCG11720,Phi,Community,"community in N Rowan County served by post office, 1884-1904.",Post office town,
3-populated.csv,NCG11721,Philadelphus,Community,community in N Robeson County on Richland Swamp. Settled 1796-99; site of an early private academy.,,
3-populated.csv,NCG11722,Philadelphus Township,Township,W central Robeson County.,,
3-populated.csv,NCG11726,Phillips Crossroads,Community,community in N Jones County.,,
3-populated.csv,NCG11730,Phillipsville,Community,community in E Haywood County on the W outskirts of Canton.,,
3-populated.csv,NCG11738,Phoenix,Community,"community in NE Brunswick County. A post office operated there, 1883-1938. Named for the mythical bird that, after death, rises from its ashes. Alt. 40.",,
3-populated.csv,NCG11740,Phoenix Mine Village,Former community,"former community in E Cabarrus County at site of Phoenix Mine. Period of greatest activity was from 1870 to 1907, when the chlorination process for treatment of gold ores was perfected there by Capt. Adolph Thies. At the time, the discovery was a notable step forward in metallurgy. The mine shafts were dewatered in 1955 for further ore-deposit appraisals.",,
3-populated.csv,NCG11752,Piedmont,Community,community in central Mecklenburg County E of Charlotte.,,
3-populated.csv,NCG11755,Piedmont Springs,Community,"community in central Stokes County on Dan River. A popular resort from about 1900 to 1930, when the hotel burned.",,
3-populated.csv,NCG11758,Pierces Crossroads,Community,"community in N Halifax County. Named for the Pierce family, which settled there in 1812.",,
3-populated.csv,NCG11769,Pigeon Township,Township,S central Haywood County.,,
3-populated.csv,NCG11770,Pigeonroost,Community,"community in W Mitchell County on Pigeonroost Creek. Named when carrier pigeons, now extinct, were common in the area.",,
3-populated.csv,NCG11778,Pigtail,Community,community in central Caldwell County near Hulme Hill.,,
3-populated.csv,NCG11779,Pike,Community,community in N Scotland County served by post office from 1901 to 1908.,,
3-populated.csv,NCG11781,Pike Crossroads,Community,community in W Wayne County between Little River and Nahunta Swamp. Named for Quaker family that settled in the area prior to 1758.,,
3-populated.csv,NCG11782,Pike Road,Community,community in N Beaufort County.,,
3-populated.csv,NCG11783,Pikeville,Town,"town in N Wayne County in a region first settled by Quakers and on land originally granted to Samuel Pike in 1763. Land transferred in 1785 to Nathan Pike, for whom the town was named. Inc. in 1891. Alt. 142.",,
3-populated.csv,NCG11784,Pikeville Township,Township,N central Wayne County.,,
3-populated.csv,NCG11785,Pilands Crossroads,Community,community in SE Hertford County.,,
3-populated.csv,NCG11787,Pilgrim,Community,"community in central Davidson County served by post office, 1892-95.",Post office town,
3-populated.csv,NCG11789,Pilot,Community,community in S Franklin County.,,
3-populated.csv,NCG11794,Pilot Mountain,Town,"town in E Surry County. Alt. 1,100. Inc. 1889. Named for the nearby mountain.",,
3-populated.csv,NCG11798,Pilot Township,Township,E Surry County.,,
3-populated.csv,NCG11799,Pilot View,Community,community in central Yadkin County between North Deep and Forbush Creeks. Formerly known as Sugartown.,,
3-populated.csv,NCG11801,Pin Hook,Community,community in central Northampton County.,,
3-populated.csv,NCG11809,Pinckton,Community,"community in NW Ashe County. Alt. approx. 3,498.",,
3-populated.csv,NCG11817,Pine Grove,Community,community in SE Craven County on Tucker Creek. Alt. 23.,,
3-populated.csv,NCG11818,Pine Hall,Community,community in SE Stokes County. Named for the pine trees growing there.,,
3-populated.csv,NCG11824,Pine Level,Town,town in E Johnston County. Settled about 1868; inc. 1874. Named for pine forest and level land of the area. Alt. 155. Produces cottonseed oil.,,
3-populated.csv,NCG11825,Pine Level Township,Township,E central Johnston County.,,
3-populated.csv,NCG11834,Pine Ridge,Community,"community in N Surry County between Little Fisher River and Stewart Creek. Alt. 1,347.",,
3-populated.csv,NCG11838,Pine Station,Community,community in S Wake County.,,
3-populated.csv,NCG11842,Pine Swamp Township,Township,SE Ashe County.,,
3-populated.csv,NCG11848,Pine Tree Store,Community,community in SE Hertford County.,,
3-populated.csv,NCG11850,Pinebluff,Town,town in S Moore County. Settled approx. 1890. Inc. 1899. Named for the longleaf pine in the vicinity. Alt. 307.,,
3-populated.csv,NCG11851,Pinedene,Community,community in S Moore County S of town of Southern Pines.,,
3-populated.csv,NCG11852,Pinehurst,Town,town in S Moore County. Settled 1895. Inc. 1949. Named for its location in a pine forest. A popular resort founded by Tufts family and renowned for its golf courses. Alt. 536.,,
3-populated.csv,NCG11853,Pinelog,Community,community in central Columbus County.,,
3-populated.csv,NCG11857,Pineola,Community,"community in S Avery County on Linville River. Alt. 3,538. Post office est. there in 1911 as Saginaw. Name changed to Pineola in 1914 for the pine trees growing in the vicinity and for Ola Penland, daughter of a local hotel keeper.",,
3-populated.csv,NCG11859,Pinetops,Town,"town in S Edgecombe County. Inc. 1903. Named by Henry Clark Bridgers (1876-1951), founder of the East Carolina Railway, which was completed between Tarboro and Hookerton in 1900. On the first run of the new railroad, Bridgers noticed that he could see only the tops of pine trees from the train there. Produces furniture. Alt. 100.",,
3-populated.csv,NCG11860,Pinetown,Town,town in N central Beaufort County. Alt. 43. Inc. 1907.,,
3-populated.csv,NCG11862,Pineview,Community,community in W Harnett County. Formerly the center of a large area devoted to dewberry culture. Alt. 320.,,
3-populated.csv,NCG11863,Pineville,Town,"town in S Mecklenburg County. Inc. 1873. James K. Polk, eleventh president of the United States, was born 1 mi. e, 1795. Formerly Morrow's Turnout, which see. Alt. 575.",,
3-populated.csv,NCG11864,Pineville Township,Former community,"former township in central Mecklenburg County, now township no. 14.",,
3-populated.csv,NCG11865,Piney,Community,"community in SW Caldwell County, formerly known as Hobart. Alt. 1,309.",,
3-populated.csv,NCG11869,Piney Creek,Community,community in NW Alleghany County.,,
3-populated.csv,NCG11870,Piney Creek Township,Township,N central Ashe County.,,
3-populated.csv,NCG11872,Piney Fork,Community,community in central Rockingham County. Historically African American; named for local church.,,
3-populated.csv,NCG11874,Piney Green,Community,community in N Sampson County.,,
3-populated.csv,NCG11878,Piney Grove Township,Township,NE Sampson County.,,
3-populated.csv,NCG11896,Pink Hill,Town,"town in SE Lenoir County. A post office est. there, 1849. Inc. 1907. Named for a nearby plantation.",,
3-populated.csv,NCG11897,Pink Hill Township,Township,S Lenoir County.,,
3-populated.csv,NCG11900,Pinkston,Community,"community in central Anson County. Named about 1911, when railroad construction reached this point on the land of John Pinkston.",,
3-populated.csv,NCG11901,Pinnacle,Community,"community in SW Stokes County. Alt. 1,085. Inc. 1901; charter repealed 1903. Originally known as Culler for Emanuel W. Culler, who owned part of the land on which a railroad station was built. The railroad began operation in 1888, and the post office there, 1880-1900, was known as Culler. The present name was adopted in 1900.",,
3-populated.csv,NCG11914,Pinnix,Community,"community in central Davidson County served by post office, 1894-1904.",Post office town,
3-populated.csv,NCG11915,Pino,Community,"community in NW Davie County. First known as Piney Grove, but changed to Pino in 1890 when a post office was est. (closed 1906).",,
3-populated.csv,NCG11916,Pinoka,Community,community in S Montgomery County; named in 1922 by local teacher who looked out the front window and saw pine trees and looked out the back window and saw oak trees.,,
3-populated.csv,NCG11919,Pioneer Mills,Community,community in S Cabarrus County. Gold and copper mines operated there from the 1850s until 1931.,,
3-populated.csv,NCG11925,Pireway,Town,"town in S Columbus County near Wacca maw River. Inc. 1883, but long in active in municipal affairs. Post office operated, 1855-1933, was known as Pireway Ferry after 1882.",,
3-populated.csv,NCG11926,Pisgah,Community,"community in S Randolph County. Named for nearby Pisgah Church. A post office est. there 1896, closed 1953.",,
3-populated.csv,NCG11928,Pisgah Forest,Community,community in E central Transylvania County near the confluence of Davidson and French Broad Rivers. Includes the old communities of Davidson River and Ecusta. Produces lumber.,,
3-populated.csv,NCG11935,Pitt County,County,"was formed in 1760 from Beaufort County. Located in the E section of the state, it is bounded by Beaufort, Craven, Lenoir, Greene, Wilson, Edgecombe, and Martin Counties. It was named for William Pitt, Earl of Chatham (1708-78), secretary of state in England and virtual prime minister, whose vigorous war policies resulted in the defeat of the French in America by the British. Area: 656 sq. mi. County seat: Greenville, with an elevation of 64 ft. Townships are Arthur, Ayden, Belvoir, Bethel, Carolina, Chicod, Falkland, Farmville, Fountain, Greenville, Grifton, Grimesland, Pactolus, Swift Creek, and Winterville. Produces tobacco, corn, soybeans, oats, hay, apples, peanuts, cotton, poultry, hogs, livestock, lumber, textiles, batteries, baked goods, boats, canned foods, and apparel. See also Chatham County.",,
3-populated.csv,NCG11936,Pitt Crossroads,Community,community in S Edgecombe County.,,
3-populated.csv,NCG11943,Pittsboro,Town,"town and county seat, central Chatham County. Est. 1778 as Chatham, site of the courthouse. Pittsboro authorized to be laid out on land adjacent to the courthouse in 1785, but owners would not sell the desired land. In 1787 land on another site was acquired. Named for William Pitt, Earl of Chatham (1708-78), defender of American rights in the British Parliament. Alt. 409. Produces textiles, hosiery, poultry.",,
3-populated.csv,NCG11946,Plain,Community,"community in SE Guilford County served by post office, 1879-1903. Name derived from Quaker principles.",Post office town,
3-populated.csv,NCG11947,Plain View,Community,community in N Richmond County.,,
3-populated.csv,NCG11948,Plain View Township,Township,NW Sampson County.,,
3-populated.csv,NCG11949,Plainfield,Community,"community in W Alleghany County served by post office, 1898-1908.",Post office town,
3-populated.csv,NCG11950,Plainview,Community,"community in W Robeson County on the NW outskirts of Rowland, which see. McQueen's Store, a post office est. 1811 was in the vicinity. Name changed to Queensdale, which see, 1820, and operation continued until 1904.",,
3-populated.csv,NCG11954,Plateau,Town,"town in SW Catawba County. Inc. 1885 as Keeversville. Name changed, 1893. Long inactive in municipal affairs.",,
3-populated.csv,NCG11956,Player,Community,community in E Pender County between Shaken Creek and Northeast Cape Fear River.,,
3-populated.csv,NCG11960,Pleasant Garden,Community,community in S Guilford County. Alt. 805. Known first as Fentress for local family; renamed Pleasant Garden about 1879.,,
3-populated.csv,NCG11961,Pleasant Gardens,Community,"community in central McDowell County. Named for the home of Joseph McDowell, Patriot leader at the Battle of Kings Mountain (1780). Post office named Garden City operated nearby, 1886-1929.",,
3-populated.csv,NCG11962,Pleasant Grove,Community,community in E central Caswell County.,,
3-populated.csv,NCG11963,Pleasant Grove,Community,community in N Washington County E of Kendricks Creek.,,
3-populated.csv,NCG11964,Pleasant Grove Township,Township,SE Randolph County.,,
3-populated.csv,NCG11965,Pleasant Hill,Community,community in W Jones County on Trent River.,,
3-populated.csv,NCG11967,Pleasant Hill Township,Township,N central Northampton County.,,
3-populated.csv,NCG11969,Pleasant Lodge,Community,community in NE Randolph County.,,
