ID,Label,Feature type,ADL Feature Types,OpenStreetMap Feature Types,County,Location Issue,Description
NCG09141,Lizzy Mountain,Mountain,Mountatins,natural - peak,Jackson,No,central Jackson County between Dickson Creek and Trout Creek.
NCG09161,Locust Cove Gap,Gap,Gaps,natural - valley,Graham,No,E Graham County on the headwaters of Stecoah Creek.
NCG09163,Locust Gap,Gap,Gaps,natural - valley,Buncombe,No,NE Buncombe County between Rough Hew Ridge and Forney Creek.
NCG09164,Locust Gap,Gap,Gaps,natural - valley,Watauga,No,"on the Watauga County, N.C.-Johnson County, Tenn., line in the Stone Mountains."
NCG09168,Locust Knob,Knob,Mountain Summits,natural - peak,Avery,No,S central Avery County.
NCG09169,Locust Knob,Knob,Mountain Summits,natural - peak,Swain,No,"NE Swain County on Heintooga Ridge in Great Smoky Mountains National Park, lat. 35°33'27"" N., long. 83°12'08"" W. Alt. 4,034."
NCG09171,Locust Licklog Gap,Gap,Gaps,natural - valley,Graham,No,central Graham County in Cheoah Mountains between Hazanet Knob and Wauchecha Bald.
NCG09175,Locust Rough Mountain,Mountain,Mountatins,natural - peak,Yancey,No,N Yancey County at the SE end of Bailey Hill.
NCG09178,Locust Tree Gap,Gap,Gaps,natural - valley,Macon,No,W Macon County at the head of Locust Tree Branch.
NCG09189,Loggy Gap,Gap,Gaps,natural - valley,Avery,No,mountain gap in central Avery County.
NCG09190,Loggy Knob,Knob,Mountain Summits,natural - peak,Mitchell,No,N Mitchell County between Bear-wallow Creek and Waterfall Branch.
NCG09195,London Bald,Bald,Mountain Summits,natural - peak,Macon,No,on the Cherokee-Macon county line.
NCG09196,Lone Bald Mountain,Mountain,Mountatins,natural - peak,Jackson,Yes,"on the Haywood-Jackson county line. Originally Lone Balsam Mountain from the fact that a single large balsam tree stood on its crest. With the disappearance of the tree, the name was shortened to Lone Bald. Alt. 5,880."
NCG09200,Lone Knob,Knob,Mountain Summits,natural - peak,Madison,No,N Madison County between Duckmill Branch and West Prong [Hickory Fork].
NCG09201,Lone Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,"NE Rutherford County between the heads of First Broad River and Cane Creek. Alt. approx. 1,650."
NCG09204,Lonesome Mountain,Mountain,Mountatins,natural - peak,Madison,No,N Madison County on Big Laurel Creek.
NCG09208,Long Arm Mountain,Mountain,Mountatins,natural - peak,Burke,No,"NW Burke County. Alt. 4,350. Highest point in county."
NCG09230,Long Gap,Gap,Gaps,natural - valley,Buncombe,Yes,on the Buncombe-McDowell county line between Pot Cove Gap and Sourwood Gap.
NCG09237,Long John Mountain,Mountain,Mountatins,natural - peak,Henderson,No,"central Henderson County, extends from the NW limits of Hendersonville almost to French Broad River. Named for an early whiskey distiller."
NCG09239,Long Level Mountain,Mountain,Mountatins,natural - peak,Mitchell,No,E Mitchell County between Rube Green Top and Dellinger Hollow.
NCG09242,Long Mountain,Mountain,Mountatins,natural - peak,Madison,No,W Madison County between John Taylor Branch and Turkey Cove Branch.
NCG09243,Long Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,NE Rutherford County between Molly Fork and the head of First Broad River.
NCG09262,Longarm Mountain,Mountain,Mountatins,natural - peak,Haywood,No,"N Haywood County, extends NE from the head of Dogwood Flats Creek to the head of Stinking Camp Creek."
NCG09274,Lookadoo Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,N Rutherford County between Carson Mountain and the head of Duncans Creek.
NCG09278,Lookoff Gap,Gap,Gaps,natural - valley,Buncombe,No,SE Buncombe County near Flat Top in the Swannanoa Mountains.
NCG09281,Lookout Knob,Knob,Mountain Summits,natural - peak,Yancey,No,SE Yancey County near the head of Roaring Fork.
NCG09282,Lookout Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,NE Buncombe County SE of Montreat.
NCG09285,Loose Mountain,Mountain,Mountatins,natural - peak,Caldwell,No,W Caldwell County.
NCG09297,Lost Knob,Knob,Mountain Summits,natural - peak,Jackson,No,E Jackson County between Lynn Gap and Deep Gap.
NCG09303,Louis Ray Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,NE Buncombe County.
NCG09313,Love Knob,Knob,Mountain Summits,natural - peak,Watauga,No,W Watauga County at the N end of Ward Hollow.
NCG09314,Love Mountain,Mountain,Mountatins,natural - peak,Henderson,No,N Henderson County between Belmont Mountain and Clear Creek.
NCG09319,Lovelace Gap,Gap,Gaps,natural - valley,Buncombe,No,N Buncombe County between Lovelace Knob and Jess Knob.
NCG09320,Lovelace Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,"N Buncombe County NW of Lovelace Gap. Alt. 4,315."
NCG09334,Loviade Mountain,Mountain,Mountatins,natural - peak,Madison,No,N Madison County between Wolf Branch and the head of Spillcorn Creek.
NCG09338,Low Gap,Gap,Gaps,natural - valley,Macon,No,S Macon County between High Top and McDowell Mountain.
NCG09345,Lowe Mountain,Mountain,Mountatins,natural - peak,Randolph,No,W Randolph County between Taylors Creek and Caraway Creek. Named for Dan Lowe.
NCG09366,Lower Sassafras Gap,Gap,Gaps,natural - valley,Swain,No,"N Swain County in Great Smoky Mountains National Park on Noland Divide near the head of Bridge Creek, lat. 35°31'09"" N., long. 83°27'15"" W."
NCG09374,Lowery Knob,Knob,Mountain Summits,natural - peak,Macon,No,central Macon County between Dobson Branch and Salser Branch.
NCG09379,Lowing Bald,Bald,Mountain Summits,natural - peak,Swain,No,SW Swain County near the head of Big Creek.
NCG09394,Luftee Gap,Gap,Gaps,natural - valley,Swain,No,"N Swain County in Great Smoky Mountains on Thomas Ridge, lat. 35°36'30"" N., long. 83°26'23"" W. Alt. approx. 5,200."
NCG09395,Luftee Knob,Knob,Mountain Summits,natural - peak,Haywood,Yes,"on Haywood-Swain county line in Great Smoky Mountains National Park near lat. 35°41'34"" N., long. 83°10'30"" W., between Balsam Corner and Mount Sterling Ridge. Alt. 6,216."
NCG09406,Lump Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,N Rutherford County near the head of Chalk Creek.
NCG09414,Luther Gap,Gap,Gaps,natural - valley,Buncombe,No,SW Buncombe County between Luther Knob and Stony Knob.
NCG09415,Luther Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,SW Buncombe County between Luther Gap and Dix Creek Gap.
NCG09423,Lydie Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,N Buncombe County in the Elk Mountains.
NCG09425,Lyle Knob,Knob,Mountain Summits,natural - peak,Macon,No,"E Macon County between Mason Mountain and the head of Thompson Branch. Alt. approx. 3,600."
NCG09440,Lynn Gap,Gap,Gaps,natural - valley,Mitchell,Yes,on the McDowell-Mitchell county line.
NCG09441,Lynn Mountain,Mountain,Mountatins,natural - peak,Catawba,No,"SW Catawba County. Alt. approx. 1,300. Believed to have been named for a pioneer settler. Sometimes also spelled Linn."
NCG09468,Mack Gap,Gap,Gaps,natural - valley,Jackson,No,W Jackson County on the head of Sutton Branch.
NCG09469,Mack Hill Gap,Gap,Gaps,natural - valley,Yancey,No,N Yancey County on McKinney Branch.
NCG09473,Mackerel Mountain,Mountain,Mountatins,natural - peak,Henderson,No,"on the Henderson County, N.C.-Greenville County, S.C., line. Alt. 3,031."
NCG09474,Mackey Mountain,Mountain,Mountatins,natural - peak,McDowell,No,"W McDowell County. Alt. 3,994."
NCG09491,Maggot Spring Gap,Gap,Gaps,natural - valley,Haywood,No,"W Haywood County in Great Smoky Mountains National Park near lat. 35°33'08"" N., long. 83°07'55"" W. Named for a nearby spring used by cattle rangers that had in it the larvae of an insect that resembled a maggot."
NCG09513,Major Hills,Mountain,Mountatins,natural - peak,Alamance,No,mountain in S Alamance County.
NCG09533,Maney Gap,Gap,Gaps,natural - valley,Yancey,Yes,"on the Madison-Yancey county line near the head of Indian Creek. Alt. 3,848."
NCG09555,Maple Camp Bald,Bald,Mountain Summits,natural - peak,Yancey,No,"S Yancey County on the head of Maple Bald Creek. Alt. 5,275."
NCG09560,Maple Gap,Gap,Gaps,natural - valley,Transylvania,No,S Transylvania County in Blue Ridge Mountains near the head of Abrams Branch.
NCG09566,Maple Spring Gap,Gap,Gaps,natural - valley,Haywood,Yes,"on the Haywood-Madison county line. Alt. 4,050."
NCG09584,Marg Mountain,Mountain,Mountatins,natural - peak,Haywood,No,S Haywood County between Camp Branch and Browning Branch.
NCG09603,Marks Knob,Knob,Mountain Summits,natural - peak,Swain,No,"NE Swain County in Great Smoky Mountains National Park on Dashoga Ridge. Lat. 35°40'47"" N., long. 83°14'30"" W. Alt. 6,140."
NCG09616,Marr Gap,Gap,Gaps,natural - valley,Cherokee,No,central Cherokee County between Bates Creek and Hiwassee River.
NCG09650,Martin Knob,Knob,Mountain Summits,natural - peak,Watauga,No,S Watauga County between Green Mountain Branch and Cannon Branch.
NCG09656,Martins Gap,Gap,Gaps,natural - valley,Swain,No,"N Swain County in Great Smoky Mountains National Park on Sunkota Ridge, lat. 35°31'10"" N., long. 83°24'30"" W."
NCG09665,Mary Gap,Gap,Gaps,natural - valley,Madison,No,E Madison County at the head of Gabriels Creek.
NCG09666,Mary Gray Knob,Knob,Mountain Summits,natural - peak,Haywood,No,between Rock Hollow Branch and Rogers Cove Creek in E Haywood County.
NCG09667,Mary Knob,Knob,Mountain Summits,natural - peak,Haywood,Yes,on the Haywood-Madison county line.
NCG09672,Marys Gap,Gap,Gaps,natural - valley,Haywood,No,E Haywood County between Rice Cove and Sassafras Knob.
NCG09673,Masa Knob,Knob,Mountain Summits,natural - peak,Swain,No,"peak on Swain County, N.C.-Sevier County, Tenn., line in Great Smoky Mountains National Park about halfway between Mount Kephart and Charlies Bunion, lat. 35°38'10"" N., long. 83°22'40"" W. Alt. over 6,000. Named for George Masa (d. 1933), Japanese photographer whose extensive knowledge of the area, acquired through 18 years’ association with it, was recognized by his appointment as a member of the Nomenclature Committee for the first map of the park."
NCG09683,Mason Knob,Knob,Mountain Summits,natural - peak,Cherokee,No,N Cherokee County.
NCG09684,Mason Mountain,Mountain,Mountatins,natural - peak,Macon,No,N Macon County between Mason Branch and Cowee Creek.
NCG09694,Massie Gap,Gap,Gaps,natural - valley,Swain,No,W central Swain County between Horse Cove and the head of Hickory Flat Branch.
NCG09697,Mast Knob,Knob,Mountain Summits,natural - peak,Watauga,No,SE Watauga County NW of Dugger Mountain.
NCG09705,Matlock Bald,Bald,Mountain Summits,natural - peak,Clay,No,"N Clay County on the N end of Johnson Ridge. Alt. 5,230."
NCG09712,Matt Mountain,Mountain,Mountatins,natural - peak,Swain,No,NW Swain County between Cable Branch and Fontana Lake.
NCG09729,Mauney Gap,Gap,Gaps,natural - valley,Graham,No,central Graham County between Snowbird Creek and Long Creek.
NCG09732,Max Patch Mountain,Mountain,Mountatins,natural - peak,Madison,No,"W Madison County at the SW end of Buckeye Ridge. Alt. 4,629."
NCG09742,Mayapple Gap,Gap,Gaps,natural - valley,Jackson,No,between Doubletop Mountain and Thunder Struck Mountain in N Jackson County. Named for the herb (Podophyllum peltatum).
NCG09750,Mayo Mountain,Mountain,Mountatins,natural - peak,,No,"on W side of Mayodan, extends 2 mi. from Beaver Island Creek toward Dan River. Rises about 300 ft."
NCG09769,McAlpine Mountain,Mountain,Mountatins,natural - peak,Henderson,No,S Henderson County at the head of King Creek.
NCG09776,McCall Gap,Gap,Gaps,natural - valley,Mitchell,No,S Mitchell County between South Fork [Carvers Branch] and Middle Fork Grassy Creek.
NCG09777,McCall Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,in N Transylvania County at the W end of Forge Mountain.
NCG09779,McCampbell Knob,Knob,Mountain Summits,natural - peak,Swain,No,"Great Smoky Mountains National Park on the Swain County, N.C.-Blount County, Tenn., line. Lat. 35°33'53"" N., long. 83°45'18"" W."
NCG09808,McDaniel Bald,Bald,Mountain Summits,natural - peak,Graham,No,"on the Cherokee-Graham county line in the Unicoi Mountains. Alt. 4,662."
NCG09818,McDowell Mountain,Mountain,Mountatins,natural - peak,Macon,No,S Macon County between Middle Creek and Little Tennessee River.
NCG09841,McHan Knob,Knob,Mountain Summits,natural - peak,Swain,No,S Swain County between Pole Bridge Branch and Yalaka Creek.
NCG09842,McHargue Mountain,Mountain,Mountatins,natural - peak,Iredell,No,NW Iredell County.
NCG09843,McInnis Mountain,Mountain,Mountatins,natural - peak,Wilkes,No,SW Wilkes County between Warrior Creek and Beaver Creek. Named for McGinnis family.
NCG09855,McKinney Gap,Gap,Gaps,natural - valley,Mitchell,Yes,on the McDowell-Mitchell county line near the SE corner of Mitchell County.
NCG09856,McKinney Gap,Gap,Gaps,natural - valley,Yancey,No,W Yancey County near the head of Elk Wallow Creek.
NCG09889,Meadlock Mountain,Mountain,Mountatins,natural - peak,Mitchell,No,N Mitchell County between the head of Honeycutt Branch and Young Cove Creek. Originally spelled Medlock.
NCG09895,Meadow Fork Gap,Gap,Gaps,natural - valley,Haywood,Yes,on the Haywood-Madison county line.
NCG09896,Meadow Fork Mountain,Mountain,Mountatins,natural - peak,Madison,No,W Madison County parallel to Meadow Fork.
NCG09898,Meadow Gap,Gap,Gaps,natural - valley,Swain,No,"NW Swain County in Great Smoky Mountains National Park on Forrester Ridge, lat. 35°33'43"" N., long. 83°42'10"" W."
NCG09925,Medoc Mountain,Mountain,Mountatins,natural - peak,Halifax,No,"a comparatively high hill on the E bank of Little Fishing Creek, W Halifax County; center of a state park. Named for a vineyard est. there in the late nineteenth century and named for Médoc, France, which contains some of that country's most famous vineyards. ""Rocky Hill,"" the summer home of Governor Hutchins G. Burton (1774-1832), was nearby."
NCG09932,Meetinghouse Mountain,Mountain,Mountatins,natural - peak,Graham,No,extends NE from Stecoah Creek to Little Tennessee River in NE Graham County.
NCG09943,Melton Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,N Rutherford County between Little and Carson Mountains.
NCG09968,Merrill Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,S Buncombe County between Robinson Creek and Merrill Cove.
NCG09992,Miami Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,SE Buncombe County near the town of Black Mountain.
NCG09994,Mica Knob,Knob,Mountain Summits,natural - peak,Swain,No,S Swain County between Whiteoak Branch and Grape Cove.
NCG10032,Middle Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,NE Buncombe County between Flat Creek and North Fork [Swannanoa River].
NCG10033,Middle Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,S Transylvania County between South Prong and the head of East Fork French Broad River.
NCG10045,Middle Top,Top,Mountain Summits,natural - peak,Haywood,No,"W Haywood County between Walker Bald and Germany Cove. Alt. 5,165."
NCG10062,Mikes Knob,Knob,Mountain Summits,natural - peak,Madison,No,S Madison County between Friezeland Creek and Little Pine Creek.
NCG10063,Mikes Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,N Rutherford County between the head of Catheys Creek and Second Broad River.
NCG10068,Miles Gap,Gap,Gaps,natural - valley,Madison,No,N Madison County between Cutshalltown and Shelton Laurel Creek.
NCG10073,Milksick Knob,Knob,Mountain Summits,natural - peak,Macon,No,S Macon County between Tommy Branch and Wayah Creek.
NCG10089,Mill Gap,Gap,Gaps,natural - valley,Macon,No,N Macon County between Matlock Creek and Shepherd Creek.
NCG10092,Mill Knob,Knob,Mountain Summits,natural - peak,Yancey,No,S Yancey County between Sodom Branch and Indian Creek.
NCG10094,Mill Mountain,Mountain,Mountatins,natural - peak,Stanly,No,E Stanly County on the W bank of Pee Dee River in Morrow Mountain State Park.
NCG10121,Miller Gap,Gap,Gaps,natural - valley,Haywood,No,central Haywood County on the head of Rabbitskin Branch.
NCG10123,Miller Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,central Buncombe County SW of Spivey Gap.
NCG10124,Miller Mountain,Mountain,Mountatins,natural - peak,Polk,No,"W Polk County between Howard Gap and Tryon Mountain. Alt. 2,500."
NCG10137,Mills Gap,Gap,Gaps,natural - valley,Henderson,No,"on Point Lookout Mountain, E Henderson County. Named because it was used by William Mills, first-known white settler of Henderson County, when he crossed the mountains after being wounded at the Battle of Kings Mountain."
NCG10138,Mills Mountain,Mountain,Mountatins,natural - peak,Henderson,No,"between McDowell Creek and Foster Creek in N Henderson County. Alt. 2,761."
NCG10147,Millstone Mountain,Mountain,Mountatins,natural - peak,Montgomery,No,N Montgomery County on Barnes Creek.
NCG10151,Milray Knob,Knob,Mountain Summits,natural - peak,Watauga,No,S Watauga County E of Boone Fork and NW of Cannon Branch.
NCG10163,Mine Gap,Gap,Gaps,natural - valley,Henderson,No,S Henderson County between King Mountain and Butt Mountain.
NCG10165,Mine Knob,Knob,Mountain Summits,natural - peak,Yancey,No,E Yancey County near the head of Shoal Creek.
NCG10166,Mine Mountain,Mountain,Mountatins,natural - peak,Henderson,No,SE Henderson County on Pacolet River.
NCG10167,Mine Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,"N Transylvania County, extends S beside North Prong Turkey Creek."
NCG10169,Minehole Gap,Gap,Gaps,natural - valley,Buncombe,No,"S Buncombe County between Chestnut Mountain and Cedar Cliff. Alt. 2,555. Named because in the first quarter of the nineteenth century, very crude iron ore was mined nearby."
NCG10172,Mineral Gap,Gap,Gaps,natural - valley,Swain,No,"in Great Smoky Mountains National Park on the Swain County, N.C.-Blount County, Tenn., line near the head of Roaring Creek, lat. 35°34'08"" N., long. 83°40'55"" W. Alt. approx. 5,280."
NCG10213,Mission Mountain,Mountain,Mountatins,natural - peak,Cherokee,No,"E Cherokee County, extends NE from the headwaters of Suddereth Branch to the mouth of Moody Branch."
NCG10223,Mitchell Mountain,Mountain,Mountatins,natural - peak,Henderson,No,NE Henderson County.
NCG10242,Moccasin Gap,Gap,Gaps,natural - valley,Madison,No,W Madison County between Partridge Gap Ridge and Hopis Branch.
NCG10243,Moccasin Mountain,Mountain,Mountatins,natural - peak,Cherokee,No,"S Cherokee County, extends SE from Sheep Knob to the Clay County line."
NCG10251,Moffitt Mountain,Mountain,Mountatins,natural - peak,Jackson,No,E Jackson County between Chastine Creek and Coward Mountain.
NCG10276,Monroe Mountain,Mountain,Mountatins,natural - peak,Cherokee,No,"N Cherokee County between Allen Branch and Davis Creek. Alt. 3,171."
NCG10304,Moody Gap,Gap,Gaps,natural - valley,Buncombe,Yes,on the Buncombe-Madison county line E of Moody Knob.
NCG10305,Moody Knob,Knob,Mountain Summits,natural - peak,Jackson,No,NW Jackson County between Camp Creek and Hyatt Cove.
NCG10306,Moody Mountain,Mountain,Mountatins,natural - peak,Yancey,No,S Yancey County between Bowlens and Cattail Creeks.
NCG10308,Moody Top,Top,Mountain Summits,natural - peak,Haywood,No,"W Haywood County between Fie Top and Hemphill Creek. Alt. 5,320."
NCG10312,Mooney Gap,Gap,Gaps,natural - valley,Macon,No,at the head of Mooney Branch in S Macon County.
NCG10319,Moore Gap,Gap,Gaps,natural - valley,Yancey,No,"on the Madison-Yancey county line near the head of Possumtrot Creek. Alt. approx. 3,100."
NCG10321,Moore Knob,Knob,Mountain Summits,natural - peak,Macon,No,E Macon County between Ellijay Creek and North Prong Ellijay Creek.
NCG10322,Moore Mountain,Mountain,Mountatins,natural - peak,Avery,No,central Avery County.
NCG10330,Moores Knob,Knob,Mountain Summits,natural - peak,Stokes,No,"in the Sauratown Mountain range, W Stokes County in Hanging Rock State Park. See also Tories Den."
NCG10366,Morlin Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,"N Rutherford County between Cane Creek and the head of South Creek. Alt. approx. 2,100."
NCG10371,Morris Knob,Knob,Mountain Summits,natural - peak,Wilkes,No,S Wilkes County at the SW end of Gill Mountain.
NCG10373,Morris Mountain,Mountain,Mountatins,natural - peak,Montgomery,No,N Montgomery County between Bundle Mountain and Barnes Creek.
NCG10384,Morrow Gap,Gap,Gaps,natural - valley,Cherokee,No,W Cherokee County between Shuler and Sular Creeks.
NCG10406,Moses Knob,Knob,Mountain Summits,natural - peak,Macon,No,on the Jackson-Macon county line.
NCG10410,Moss Gap,Gap,Gaps,natural - valley,Macon,No,on the Jackson-Macon county line.
NCG10411,Moss Knob,Knob,Mountain Summits,natural - peak,Macon,No,"on the Jackson-Macon county line. Alt. 4,500."
NCG10414,Mossy Back Gap,Gap,Gaps,natural - valley,Macon,No,SW Macon County on Clear Branch.
NCG10426,Mount Bolus,Mountain,Mountatins,natural - peak,Orange,No,"hill in SE Orange County near Bolin Creek ½ mi. N of Chapel Hill. An extinct volcano. Said to have been named by university students after ""Old Diabolus"" (devil), their nickname for Joseph Caldwell, president of the university, 1796-1835. Appears as Gander Mountain in local records as late as 1792."
NCG10427,Mount Buckley,Mountain,Mountatins,natural - peak,Swain,No,"the southernmost of three knobs, the central one of which is Clingmans Dome and the northernmost Mount Love, in Great Smoky Mountains National Park on the border of Swain County, N.C., and Sevier County, Tenn., lat. 35°33'15"" N., long. 83°30' W. Named by Arnold H. Guyot prior to 1860 in honor of naturalist S. B. Buckley (1809-84), Guyot's friend and sometime coworker. Alt. 6,500."
NCG10429,Mount Cammerer,Mountain,Mountatins,natural - peak,Haywood,No,"on the Haywood County, N.C.-Cocke County, Tenn., line in Great Smoky Mountains National Park on Cammerer Ridge about lat. 35°45'50"" N., long. 83°09'40"" W. Named in honor of A. B. Cammerer, formerly of the U.S. Department of the Interior, who was active in promoting the park. Alt. approx. 4,928."
NCG10431,Mount Chapman,Mountain,Mountatins,natural - peak,Swain,No,"in Great Smoky Mountains National Park on Swain County, N.C.-Sevier County, Tenn., line, lat. 35°41' N., long. 83°17' W. Named for David Carpenter Chapman (1876-1938?) of Knoxville, Tenn., whose initiative and persistent activity over many years was largely responsible for the establishment of the Great Smoky Mountains National Park by the act of Congress approved on May 22, 1926. Alt. 6,425. Formerly known as Black, Old Black, and The Black."
NCG10432,Mount Collier,Mountain,Mountatins,natural - peak,Orange,No,S Orange County at NE end of Grampian Hills.
NCG10433,Mount Collins,Mountain,Mountatins,natural - peak,Swain,No,"in Great Smoky Mountains National Park on the Swain County, N.C.-Sevier County, Tenn., line, lat. 35°35' N., long. 83°28' W. Named for Robert Collins (1806-63), one of the first settlers in the area and a guide for Arnold Guyot and other explorers. Mount Collins was renamed Mount Kephart in 1928, but that name was later given to another peak. Alt. 6,255."
NCG10434,Mount Craig,Mountain,Mountatins,natural - peak,Yancey,No,"peak in Mount Mitchell State Park, S Yancey County near lat. 35°46'40"" N., long. 82°15'40"" W. Alt. 6,663. Second-highest peak in the state. One of two peaks known as Black Brothers until 1947, when renamed in honor of Governor Locke Craig (1860-1924), who was largely responsible for the establishment of Mount Mitchell State Park. Known earlier as Balsam Cone."
NCG10435,Mount Davis,Mountain,Mountatins,natural - peak,Swain,No,"in Great Smoky Mountains National Park on the Swain County, N.C.-Sevier County, Tenn., line. Alt. approx. 5,000. Formerly named Greenbrier Knob; renamed about 1950 for Willis P. Davis of Knoxville, Tenn., who started the movement for the establishment of the park. Located at lat. 35°34'15"" N., long. 83°38'03"" W."
NCG10437,Mount Gallant,Mountain,Mountatins,natural - peak,Northampton,No,"elevation in NW Northampton County. Alt. 250. Plantation there was owned by William Maule and called by the name in 1723. Governor William Tryon visited Mount Gallant in 1765 and remarked upon the fine view from its summit. Appears on the Collet map, 1770, and on the MacRae map, 1833."
NCG10438,Mount Gibbes,Mountain,Mountatins,natural - peak,Yancey,No,"S Yancey County in Black Mountains between Clingmans Dome and Stepps Gap. Alt. 6,600. Named about 1852 for Dr. Robert Wilson Gibbes (1809-66) of Columbia, S.C., the first to measure its altitude."
NCG10441,Mount Glory,Mountain,Mountatins,natural - peak,Swain,No,"N Swain County in Great Smoky Mountains National Park on Welch Ridge near the head of White Mans Glory Creek, lat. 35°31'22"" N., long. 83°36'08"" W. Alt. 4,965."
NCG10444,Mount Guyot,Mountain,Mountatins,natural - peak,Haywood,No,"in Great Smoky Mountains National Park on the Haywood County, N.C.-Sevier County, Tenn., line near lat. 35°42'20"" N., long. 83°15'30"" W. Alt. 6,621. Named by Prof. S. B. Buckley prior to 1859 in honor of Arnold Guyot, geographer, who made the first comprehensive survey of the region and did much to stimulate public interest in the mountains. Known by the Cherokee Indians as Sornook"
NCG10445,Mount Hardison,Mountain,Mountatins,natural - peak,Swain,No,"NE Swain County in Great Smoky Mountains National Park at the N end of Dashoga Ridge. Alt. 6,148. Named for James Archibald Hardison (1867-1930) of Anson County, an original member of the N.C. State Park Commission."
NCG10446,Mount Hardy,Mountain,Mountatins,natural - peak,Haywood,No,"S Haywood County near lat. 35°18'15"" N., long. 82°55'38"" W. Named 1957-58 for Dr. James F. E. Hardy of Asheville, who, in cooperation with Arnold Guyot, explored and named many of the mountains of W North Carolina in the 1850s. Formerly known as Black Mountain. Alt. 6,110."
NCG10447,Mount Hardy Gap,Gap,Gaps,natural - valley,Haywood,No,"S Haywood County near lat. 35°17'55"" N., long. 82°55'30"" W. Formerly known as Black Mountain Gap."
NCG10448,Mount Heckler,Mountain,Mountatins,natural - peak,Gaston,Yes,"former mountain in NE Gaston County. Following the construction of the dam on the Catawba River at the site, it was almost covered by water. Its peak now forms an island in Mountain Island Lake. Named for Mount Hecla Mill in Greensboro. In 1848 a cotton mill was transplanted near there from Greensboro by the son-in-law of the owner of Mount Hecla Mill. See also Mountain Island Lake."
NCG10452,Mount Holly Ferry,Mountain,Mountatins,natural - peak,Gaston,Yes,crossed the Catawba River in NW Mecklenburg into Gaston County.
NCG10453,Mount Ida,Mountain,Mountatins,natural - peak,McDowell,No,"central McDowell County at the S limits of the town of Marion. Alt. approx. 2,000. Named for Ida Neal."
NCG10454,Mount Jefferson,Mountain,Mountatins,natural - peak,Ashe,No,"SE of and named for town of Jefferson in central Ashe County. State park of 474 acres is maintained there for sightseeing and picnicking; created 1956. Appears in local records as Nigger Mountain as early as 1810; name changed at the creation of the park. Original name given because of the black appearance of the weathered granite of which much of the mountain is composed. A cave near the top is said to have been used by slaves fleeing to Ohio before the Civil War. Alt. 4,683."
NCG10456,Mount Kephart,Mountain,Mountatins,natural - peak,Swain,No,"in Great Smoky Mountains National Park on the Swain County, N.C.-Sevier County, Tenn., line, lat. 35°38' N., long 83°24' W. Named in 1928 for Horace Kephart (1862-1931), explorer, naturalist, and authority on campcraft who lived in the area for many years. Alt. 6,400. Mount Collins, nearby, bore the name Mount Kephart for a short while. The Jump Off, on the Tennessee side of Mount Kephart, was formerly believed to be in North Carolina. A cliff there drops vertically for almost 500 ft. and then nearly vertically for an additional 1,000 ft."
NCG10458,Mount Love,Mountain,Mountatins,natural - peak,Swain,No,"in Great Smoky Mountains National Park on the Swain County, N.C.-Sevier County, Tenn., line, lat. 35°33'30"" N., long. 83°30' W. Named by Arnold Guyot before 1860 for Dr. S. L. Love (1828-87), who accompanied T. L. Clingman and S. O. Buckley in 1858 when Clingmans Dome was first measured. Alt. approx. 6,500."
NCG10459,Mount Misery,Mountain,Mountatins,natural - peak,New Hanover,No,"appears on the Collet map, 1770, as a large sand hill N of Eagle Island in W New Hanover County. A ferry across the Cape Fear River was operated there from as early as 1754 and possibly through the Revolution."
NCG10465,Mount Noble,Mountain,Mountatins,natural - peak,Swain,No,"E Swain County in Great Smoky Mountains National Park, lat. 35°30'20"" N., long. 83°20'15"" W."
NCG10475,Mount Sequoyah,Mountain,Mountatins,natural - peak,Swain,No,"in Great Smoky Mountains National Park on the Swain County, N.C.-Sevier County, Tenn., line, lat. 35°40' N., long. 83°18'15"" W. Alt. approx. 6,000. Named for Sequoyah (1770?-1843), Indian who devised a Cherokee alphabet used in teaching thousands to read and write."
NCG10476,Mount Squires,Mountain,Mountatins,natural - peak,Swain,No,"in Great Smoky Mountains National Park on the Swain County, N.C.-Blount County, Tenn., line between McCampbell Knob and Rocky Top near lat. 35°33'47"" N., long. 83°44'30"" W. Alt. 5,042. Named for state senator Mark Squires (1878-1938), a leader in the movement to establish the park. Formerly known as Little Bald."
