id,label,pronunciation,description,County,feature_type
NCG10050,Middleburg-Nutbush Township,,E Vance County. Two separate townships were merged in 1965.,Vance,Township
NCG10051,Middlesex,,"town in SW Nash County, settled about 1907. Inc. 1908. Named for the English city. Produces apparel. Alt. 255.",Nash,Town
NCG10052,Middleton Creek,,rises in SE Chowan County and flows NE into Yeopim River.,Chowan,Creek
NCG10053,Middletown,,"town in E Hyde County between Lake Mattamuskeet and Pamlico Sound. Est. 1787, but long inactive in municipal affairs.",Hyde,Town
NCG10054,Midgett Island,,"in the waters of Pamlico Sound off the W coast of Hatteras Island, E Dare County.",Dare,Island
NCG10055,Midland,,community in S Cabarrus County. Name derived from the fact that it lies halfway between Charlotte and Norwood on the railroad. Inc. 2000.,Cabarrus,Community
NCG10056,Midstate Mill,,"community adjoining the W limits of Red Springs in N Robeson County. A textile mill est. there in the nineteenth century; now location of Amerotron textile mills. Known briefly as Dora or Dora Mills after that name ceased to be applied to what is now Red Springs, which see. Dora post office operated, 1880-84.",Robeson,Community
NCG10057,Midville,,community in central Onslow County adjoining Jacksonville on the se.,Onslow,Community
NCG10058,Midway,,See Jessama.,,Reference
NCG10059,Midway Park,,community in central Onslow County on the outskirts of Camp Lejeune Marine Base.,Onslow,Community
NCG10060,Midway Township,,N central Davidson County.,Davidson,Township
NCG10061,Mike Branch,,rises in NE Cherokee County and flows SE into Morris Creek.,Cherokee,Branch
NCG10062,Mikes Knob,,S Madison County between Friezeland Creek and Little Pine Creek.,Madison,Knob
NCG10063,Mikes Mountain,,N Rutherford County between the head of Catheys Creek and Second Broad River.,Rutherford,Mountain
NCG10064,Milam,,community in SW Ashe County.,Ashe,Community
NCG10065,Milburnie,,"pond in E central Wake County on Beaverdam Creek. Covers 50 acres and has max. depth of 20 ft. Used for recreation. Named for the former community of Milburnie there. A post office, 1891-92, served the community, and a printing establishment operated there.",Wake,BodyOfWater
NCG10066,Mildred,,"town in E Edgecombe County. Inc. 1887, but not now active in municipal affairs. Alt. 46.",Edgecombe,Town
NCG10067,Miles,,community in W Orange County.,Orange,Community
NCG10068,Miles Gap,,N Madison County between Cutshalltown and Shelton Laurel Creek.,Madison,Gap
NCG10069,Miles Point,,"S Camden County in the mouth of Pasquotank River. Named for Miles Jones, who lived nearby approx. 1840-60.",Camden,Point
NCG10070,Milesville,,"community in S Caswell County. A post office operated there, 1882-1907.",Caswell,Community
NCG10071,Milk House Branch,,See Tanyard Branch.,,Reference
NCG10072,Milksick Cove,,"central Swain County, extends S from Tuckasegee River.",Swain,Cove
NCG10073,Milksick Knob,,S Macon County between Tommy Branch and Wayah Creek.,Macon,Knob
NCG10074,Milksick Ridge,,W Jackson County between Pressley and Tilley Creeks.,Jackson,Ridge
NCG10075,Mill Branch,,"rises in NW Bertie County and flows N into Hertford County, where it enters Ahoskie Creek.",Bertie,Branch
NCG10076,Mill Branch,,rises in N Franklin County and flows S into Sandy Creek.,Franklin,Branch
NCG10077,Mill Branch,,rises in NW Wilson County and flows S into Contentnea Creek.,Wilson,Branch
NCG10078,Mill Branch,,community in SW Brunswick County.,Brunswick,Community
NCG10079,Mill Brook,,rises in N central Wake County and flows SE into Marsh Creek.,Wake,Brook
NCG10080,Mill Cove,,"NE Currituck County, is formed by the waters of Knotts Island Channel, which cuts into the E shore of Knotts Island.",Currituck,Cove
NCG10081,Mill Creek,,rises in S Ashe County and flows S into South Fork New River.,Ashe,Creek
NCG10082,Mill Creek,,rises in NE Henderson County and flows SE into Hickory Nut Creek.,Henderson,Creek
NCG10083,Mill Creek,,rises in W Lincoln County and flows SE into Indian Creek.,Lincoln,Creek
NCG10084,Mill Creek,,rises in S Onslow County and flows S into Alligator Bay.,Onslow,Creek
NCG10085,Mill Creek,,rises in S Stokes County and flows SE into Town Fork Creek.,Stokes,Creek
NCG10086,Mill Creek,,rises in N Warren County and flows NE into Hawtree Creek.,Warren,Creek
NCG10087,Mill Creek,,See Mill Tail Creek.,,Reference
NCG10088,Mill Fork,,"rises in SW Franklin County and flows SW into Wake County, where it enters Horse Creek.",Franklin,Fork
NCG10089,Mill Gap,,N Macon County between Matlock Creek and Shepherd Creek.,Macon,Gap
NCG10090,Mill Grove,,community about 2 mi. N of city of Durham in central Durham County.,Durham,Community
NCG10091,Mill Hill,,home built by Jacob Stirewalt in 1821 on Mill Creek in N Cabarrus County. Restored in 1938. Nearby creek dammed to provide power for a gristmill and tannery.,Cabarrus,HistoricalSite
NCG10092,Mill Knob,,S Yancey County between Sodom Branch and Indian Creek.,Yancey,Knob
NCG10093,Mill Landing,,E Bertie County on Salmon Creek. Site of a gristmill built in 1771 by George Ryan and operated for many years; ruins still exist. Ships loaded cargo from the mill at the landing.,Bertie,Transportation
NCG10094,Mill Mountain,,E Stanly County on the W bank of Pee Dee River in Morrow Mountain State Park.,Stanly,Mountain
NCG10095,Mill Neck,,community in N Hertford County on Buckhorn Creek.,Hertford,Community
NCG10096,Mill Point,,"N Tyrrell County, extends from River Neck into the mouth of Scuppernong River.",Tyrrell,Point
NCG10097,Mill Point,,See Elon.,,Reference
NCG10098,Mill Pond Branch,,rises in N Nash County and flows NE into Flat Rock Branch.,Nash,Branch
NCG10099,Mill Pond Creek,,rises in N Pasquotank County and flows NW into Newland Drainage Canal.,Pasquotank,Creek
NCG10100,Mill Ridge,,"N Madison County between Little Hurricane Creek and Big Laurel Creek. Alt. 2,763.",Madison,Ridge
NCG10101,Mill Run,,rises in central Onslow County and flows NE into Southwest Creek. See also Troublesome Creek.,Onslow,Run
NCG10102,Mill Shoal Ridge,,W Avery County.,Avery,Ridge
NCG10103,Mill Spring,,"town in central Polk County. Inc. 1885 as Mills Spring, but long inactive in municipal affairs. Named for a son of William Mills, pioneer settler. Alt. 1,017.",Polk,Town
NCG10104,Mill Station Creek,,rises in NW Transylvania County and flows SE into Court House Creek.,Transylvania,Creek
NCG10105,Mill Stone Creek,,rises in N Richmond County and flows SW into Rocky Fork Creek.,Richmond,Creek
NCG10106,Mill Swamp,,rises in W Sampson County and flows SW into Little Coharie Creek.,Sampson,Swamp
NCG10107,Mill Swamp Branch,,rises in SW Johnston County and flows SE into Mill Creek.,Johnston,Branch
NCG10108,Mill Swamp Creek,,rises in E Robeson County and flows SE into Lumber River.,Robeson,Creek
NCG10109,Mill Tail Creek,,"rises in W Dare County and flows N and W into Alligator River. Appears on the Collet map, 1770, as Mill Creek.",Dare,Creek
NCG10110,Mill Timber Creek,,rises in central Avery County and flows SW into Linville River.,Avery,Creek
NCG10111,Mill Town,,See Shiloh.,,Reference
NCG10112,Millboro,,community in N Randolph County.,Randolph,Community
NCG10113,Millbridge,,community in W Rowan County. Named for the mill built in 1822 by Samuel Kerr and the nearby bridge over Kerr Creek.,Rowan,Community
NCG10114,Millbrook,,community in N central Wake County approx. 3 mi. N of the city of Raleigh. Settled prior to 1860 and named for the brook on which a gristmill operated. Alt. 318.,Wake,Community
NCG10115,Milledgeville,,See Tuckertown.,,Reference
NCG10116,Miller,,community in E central Wayne County. Formerly known as Millers Station.,Wayne,Community
NCG10117,Miller Branch,,rises in E central Bertie County and flows N into Cricket Swamp.,Bertie,Branch
NCG10118,Miller Branch,,rises in W Yancey County and flows S into Fox Creek.,Yancey,Branch
NCG10119,Miller Cove,,SW Swain County on the N side of Nantahala Gorge.,Swain,Cove
NCG10120,Miller Creek,,rises in S Buncombe County and flows SE into Tweed Creek.,Buncombe,Creek
NCG10121,Miller Gap,,central Haywood County on the head of Rabbitskin Branch.,Haywood,Gap
NCG10122,Miller Hollow,,W Macon County between Tom Bryan Cove and Deweese Creek.,Macon,Valley
NCG10123,Miller Mountain,,central Buncombe County SW of Spivey Gap.,Buncombe,Mountain
NCG10124,Miller Mountain,,"W Polk County between Howard Gap and Tryon Mountain. Alt. 2,500.",Polk,Mountain
NCG10125,Miller's Point,,"a point of land extending into Pasquotank River in S Camden County. Named for Thomas Miller, who was granted land there on January 1, 1694.",Camden,Point
NCG10126,Millers Branch,,rises in N central Avery County and flows NW into Cranberry Creek.,Avery,Branch
NCG10127,Millers Creek,,"community in central Wilkes County near the head of Millers Creek. Alt. 1,423.",Wilkes,Community
NCG10128,Millers Landing,,N Tyrrell County on Alligator Creek.,Tyrrell,Transportation
NCG10129,Millers Station,,See Miller.,,Reference
NCG10130,Millers Township,,S Alexander County.,Alexander,Township
NCG10131,Millersville,,"community in S central Alexander County. Named for one Miller, owner of an antebellum cotton mill there.",Alexander,Community
NCG10132,Millford,,"former community in E Vance County at Southerland Millpond. Appears on the MacRae map, 1833, but the name was out of use by 1913.",Vance,FormerCommunity
NCG10133,Milligan,,"community in S Cleveland County served by post office, 1889-1902.",Cleveland,Community
NCG10134,Millingport,,community in W Stanly County.,Stanly,Community
NCG10135,Mills Bay,,a bay in the N end of Church Island in Currituck Sound in central Currituck County.,Currituck,Bay
NCG10136,Mills Creek,,rises in W Transylvania County and flows E into Toxaway River.,Transylvania,Creek
NCG10137,Mills Gap,,"on Point Lookout Mountain, E Henderson County. Named because it was used by William Mills, first-known white settler of Henderson County, when he crossed the mountains after being wounded at the Battle of Kings Mountain.",Henderson,Gap
NCG10138,Mills Mountain,,"between McDowell Creek and Foster Creek in N Henderson County. Alt. 2,761.",Henderson,Mountain
NCG10139,Mills Pond,,lake in SW Wake County on Basal Creek. Originally named Norris Pond. Renamed in 1925 for the owner. Covers 58 acres and has a max. depth of 20 ft.,Wake,Pond
NCG10140,Mills Ridge,,a strip of high ground in N Tyrrell County S of Big Savanna from near the community of Levels and supporting a road on its surface. Extends E to W.,Tyrrell,Ridge
NCG10141,Mills River,,"community on Mills River in W Henderson County; inc. 2003. Alt. 2,077. A post office operated there since 1838.",Henderson,Community
NCG10142,Mills River Township,,NW Henderson County.,Henderson,Township
NCG10143,Millsaps,,See Santeetlah.,,Reference
NCG10144,Millseat Branch,,rises in NE Cherokee County and flows SW into Valley River.,Cherokee,Branch
NCG10145,Millshoal Township,,NE Macon County.,Macon,Township
NCG10146,Millstone Creek,,See Big Governors Creek.,,Reference
NCG10147,Millstone Mountain,,N Montgomery County on Barnes Creek.,Montgomery,Mountain
NCG10148,Milltown,,community in central Graham County on Long Creek.,Graham,Community
NCG10149,Millville,,See Rockwell.,,Reference
NCG10150,Millwood,,See Gilkey.,,Reference
NCG10151,Milray Knob,,S Watauga County E of Boone Fork and NW of Cannon Branch.,Watauga,Knob
NCG10152,Milton,,See Hamilton.,,Reference
NCG10153,Milton Township,,NE Caswell County.,Caswell,Township
NCG10154,Milwaukee,,"town in E Northampton County. Inc. 1915. Settled about 1889 and known first as Bethany. Said to have been named by Hezekiah Lasker, railroad conductor, for the city in Wisconsin. Alt. 85.",Northampton,Town
NCG10155,Mimosa,,See Melrose.,,Reference
NCG10156,Mimosa Shores,,community in W Beaufort County on Pamlico River.,Beaufort,Community
NCG10157,Mince Branch,,rises in W Jackson County and flows SW into Long Branch.,Jackson,Branch
NCG10158,Mine Branch,,rises in E Yancey County and flows SW into South Toe River.,Yancey,Branch
NCG10159,Mine Creek,,rises in N Wake County and flows S into Crabtree Creek.,Wake,Creek
NCG10160,Mine Fork,,rises in N central Yancey County and flows NE into Jacks Creek.,Yancey,Fork
NCG10161,Mine Fork Branch,,rises in E Mitchell County and flows NW into Right Fork [Cane Creek].,Mitchell,Branch
NCG10162,Mine Fork Ridge,,E Mitchell County between Bee Branch and Mine Fork Branch.,Mitchell,Ridge
NCG10163,Mine Gap,,S Henderson County between King Mountain and Butt Mountain.,Henderson,Gap
NCG10164,Mine Hill,,E Mitchell County between Buchanan Hollow and Cane Creek.,Mitchell,Hill
NCG10165,Mine Knob,,E Yancey County near the head of Shoal Creek.,Yancey,Knob
NCG10166,Mine Mountain,,SE Henderson County on Pacolet River.,Henderson,Mountain
NCG10167,Mine Mountain,,"N Transylvania County, extends S beside North Prong Turkey Creek.",Transylvania,Mountain
NCG10168,Mine Ridge,,"NE Swain County in Great Smoky Mountains National Park, a spur extending SW from Hughes Ridge, lat. 35°36'20"" N., long. 83°18'38"" W.",Swain,Ridge
NCG10169,Minehole Gap,,"S Buncombe County between Chestnut Mountain and Cedar Cliff. Alt. 2,555. Named because in the first quarter of the nineteenth century, very crude iron ore was mined nearby.",Buncombe,Gap
NCG10170,Mineola,,"community in NW Beaufort County; formerly known as Old Ford. Served by post office, 1898-1903.",Beaufort,Community
NCG10171,Mineral Creek,,rises in NE Buncombe County and flows NW to join Carter Creek in forming Stony Creek.,Buncombe,Creek
NCG10172,Mineral Gap,,"in Great Smoky Mountains National Park on the Swain County, N.C.-Blount County, Tenn., line near the head of Roaring Creek, lat. 35°34'08"" N., long. 83°40'55"" W. Alt. approx. 5,280.",Swain,Gap
NCG10173,Mineral Springs,,"located approx. 4 mi. E of Hookerton on Contentnea Creek in E Greene County on the Jim Smith plantation. A high ridge rises on the S side of the creek. The springs, on the slope of the hill, formerly were quite popular as a source of supposedly healthful waters. Several acres of adjacent lowlands are covered with laurel.",Greene,Spring
NCG10174,Mineral Springs,,"town in W Union County. Inc. 1905. Post office est. as Potters, 1891. Name changed to Mineral Springs in 1900. Reincorporated 1999. Site of Queen's Cup steeple-chase event. Alt. 631.",Union,Town
NCG10175,Mineral Springs Township,,N Richmond County.,Richmond,Township
NCG10176,Minersville,,mining community in SE McDowell County near Dysartsville.,McDowell,Community
NCG10177,Mines Creek,,rises in NW Bladen County and flows E into Cape Fear River.,Bladen,Creek
NCG10178,Mingo,,"community in NW Sampson County. A post office operated there, 1875-1903. Takes its name from East Mingo Branch (or Mingo Swamp). Mingo was an Indian word for a treacherous person.",Sampson,Community
NCG10179,Mingo Creek,,rises in NE Swain County and flows NW into Raven Fork.,Swain,Creek
NCG10180,Mingo Mill,,See Burnt Mill Creek.,,Reference
NCG10181,Mingo Swamp,,See East Mingo Branch.,,Reference
NCG10182,Mingo Township,,NW Sampson County.,Sampson,Township
NCG10183,Mingus Creek,,"in Great Smoky Mountains National Park, rises in NE Swain County and flows S and E into Oconaluftee River.",Swain,Creek
NCG10184,Mingus Ridge,,"W Haywood County, extends SE between Winchester Creek and Little Branch.",Haywood,Ridge
NCG10185,Mining Branch,,rises in N central Transylvania County and flows SE into King Creek.,Transylvania,Branch
NCG10186,Mining Ridge,,"NW Henderson County, extends SE from Big Knob to Queen Creek.",Henderson,Ridge
NCG10187,Mink Neck,,community in SE Hertford County.,Hertford,Community
NCG10188,Minneapolis,,community in central Avery County. Post office est. 1911 and named for the city in Minnesota. Inc. 1911; charter repealed 1915. An extensive deposit of asbestos was mined there at one time.,Avery,Community
NCG10189,Minneapolis Ridge,,central Avery County.,Avery,Ridge
NCG10190,Minnesott Beach,,"resort area in S Pamlico County on Neuse River. Developed by Hardison family, largely under the direction of Naaman Hardison, after World War I. Named for an Indian word said to mean ""land of sky blue water.""",Pamlico,Beach
NCG10191,Minnie,,"community in N Mecklenburg County served by post office for about 10 years beginning in 1898. Named for Minnie Barnhardt, first postmaster.",Mecklenburg,Community
NCG10192,Minor,,"community in W Cabarrus County served by post office, 1898-1906.",Cabarrus,Community
NCG10193,Minpro,,community in S Mitchell County on North Toe River.,Mitchell,Community
NCG10194,Mint Branch,,rises in central Macon County and flows SW into Mill Creek.,Macon,Branch
NCG10195,Mint Hill,,"town in SE Mecklenburg County. Site of Philadelphia Presbyterian Church, organized 1770. Inc. 1899, but long inactive in municipal affairs.",Mecklenburg,Town
NCG10196,Minton,,"former community in S Wilkes County near Smithies Creek. Named for Meridy Minton, eighteenth-century settler. The Smitheys Creek Public Use Area on W. Kerr Scott Reservoir is there.",Wilkes,FormerCommunity
NCG10197,Mintons,,See Mintonsville.,,Reference
NCG10198,Mintons Store,,community in SW Hertford County.,Hertford,Community
NCG10199,Mintonsville,,"community in S Gates County. Post office in 1828 was Minton's, but by 1830 known as Mintonsville.",Gates,Community
NCG10200,Mintonsville Township,,S Gates County.,Gates,Township
NCG10201,Mintz,,"community in W Sampson County. Named for Wm. Ashe Mintz, whose daughter Mittie was first postmaster, 1900.",Sampson,Community
NCG10202,Miranda,,"community in W Rowan County served by post office, 1830-1903.",Rowan,Community
NCG10203,Mirey Branch,,rises in SE Onslow County and flows NE into Turpentine Creek.,Onslow,Branch
NCG10204,Mirror Lake,,SE Macon County on Cullasaja River. Area approx. 50 acres; max. depth 40 ft.,Macon,Lake
NCG10205,Miry Branch,,rises in W Nash County and flows E into Tar River.,Nash,Branch
NCG10206,Miry Gut,,"N central Carteret County, flows E into South River.",Carteret,Gut
NCG10207,Misenheimer,,"community in NW Stanly County. Alt. 675. Former resort in the 1880s and 1890s known as Misenheimer Springs, which is still the name of the railroad station. Home of Pfeiffer University. Inc. 1903 as Gladstone, but the charter was repealed in 1909, and the name later changed to Misenheimer. Rein-corporated 2003.",Stanly,Community
NCG10208,Misenheimer Springs,,See Misenheimer.,,Reference
NCG10209,Miser Creek,,rises in W Transylvania County and flows SE into Parker Creek.,Transylvania,Creek
NCG10210,Miss Creek,,rises in SE Polk County and flows NE into Whiteoak Creek.,Polk,Creek
NCG10211,Mission,,community in W Stanly County. Named for a local church.,Stanly,Community
NCG10212,Mission Branch,,rises in E Cherokee County and flows SW into Hiwassee River.,Cherokee,Branch
NCG10213,Mission Mountain,,"E Cherokee County, extends NE from the headwaters of Suddereth Branch to the mouth of Moody Branch.",Cherokee,Mountain
NCG10214,Mistletoe Creek,,rises in N Cherokee County and flows SW into Tellicoe River.,Cherokee,Creek
NCG10215,Mitchell,,community in S Carteret County on Bogue Sound near the mouth of Spooners Creek.,Carteret,Community
NCG10216,Mitchell Branch,,rises in central Yancey County and flows SE into Little Crabtree Creek.,Yancey,Branch
NCG10217,Mitchell County,,"was formed in 1861 from Yancey, Watauga, Caldwell, Burke, and McDowell Counties. Located in the W section of the state, it is bounded by the state of Tennessee and by Avery, McDowell, and Yancey Counties. It was named for Elisha Mitchell (1793-1857), professor at the University of North Carolina who was killed while exploring the peak that now bears his name—the highest point E of the Mississippi. Area: 220 sq. mi. County seat: Bakersville, with an elevation of 2,550 ft. Townships are Bakersville, Bradshaw, Cane Creek, Fork Mountain, Grassy Creek, Harrell, Little Rock Creek, Poplar, Red Hill, and Snow Creek. Produces tobacco, Christmas trees, apples, corn, hay, dairy products, livestock, textiles, apparel, hosiery, lumber, mica, gypsum, feldspar, kaolin, and quartz.",,County
NCG10218,Mitchell Cove,,W Haywood County on the head of Mitchell Cove Branch.,Haywood,Cove
NCG10219,Mitchell Cove Branch,,rises in W Haywood County and flows SE into Jonathans Creek.,Haywood,Branch
NCG10220,Mitchell Creek,,rises in S Yancey County and flows NE into Timber Creek. See also Mitchell Falls.,Yancey,Creek
NCG10221,Mitchell Falls,,S Yancey County on Mitchell Creek. It was there that Elisha Mitchell fell to his death in June 1857.,Yancey,Falls
NCG10222,Mitchell Lick,,on Cherokee-Graham county line approx. ½ mi. from the North Carolina-Tennessee state line on the headwaters of Snowbird Creek. It is a site at which early settlers salted stock and to which wild animals also came for salt.,Cherokee|Graham,GeologicalFormation
NCG10223,Mitchell Mountain,,NE Henderson County.,Henderson,Mountain
NCG10224,Mitchell Ridge,,S Yancey County between Mitchell and Timber Creeks.,Yancey,Ridge
NCG10225,Mitchell River,,"rises in SE Alleghany County and flows E into Surry County, where it enters Yadkin River. Appears on the Collet map, 1770.",Alleghany,River
NCG10226,Mitchell Swamp,,rises in W Robeson County and flows S into South Carolina.,Robeson,Swamp
NCG10227,Mitchell's Island,,"W Craven County in Trent River. Size: 361 acres, partly cultivated; the remainder is swamp.",Craven,Island
NCG10228,Mitchells Fork,,community in S Gates County.,Gates,Community
NCG10229,Mitchells Township,,N central Bertie County.,Bertie,Township
NCG10230,Mitcheners Pond,,"W Franklin County on Buffalo Creek. Formed in 1907. Covers 50 acres, with a max. depth of 12 ft.",Franklin,Pond
NCG10231,Mitchenor's Station,,See Selma.,,Reference
NCG10232,Mitchiners Crossroads,,community in NW Franklin County.,Franklin,Community
NCG10233,Mitford,,"community in SW Rowan County served by post office, 1891-1903.",Rowan,Community
NCG10234,Mix,,"community in NW Sampson County served by post office, 1886-1906.",Sampson,Community
NCG10235,Mixon Bay,,E Beaufort County E of Bayview and opening into Pamlico River.,Beaufort,Bay
NCG10236,Mizell,,community in NW Washington County.,Washington,Community
NCG10237,Mizpah,,"community in S Stokes County served by post office, 1884-1932.",Stokes,Community
NCG10238,Moadam's Creek,,rises in E Alamance County and flows W into Back Creek.,Alamance,Creek
NCG10239,Mobley Point,,extends from W Carteret County into White Oak River.,Carteret,Point
NCG10240,Moccasin Canal,,"E Washington County, drains from the N shore of Lake Phelps NE to Scuppernong River. Approx. 4.2 mi. long.",Washington,Canal
NCG10241,Moccasin Creek,,rises in W Wilson County and flows S and SE into Contentnea Creek.,Wilson,Creek
NCG10242,Moccasin Gap,,W Madison County between Partridge Gap Ridge and Hopis Branch.,Madison,Gap
NCG10243,Moccasin Mountain,,"S Cherokee County, extends SE from Sheep Knob to the Clay County line.",Cherokee,Mountain
NCG10244,Moccasin River,,a name sometimes applied to the lower part of Contentnea Creek after it has been joined by Little Contentnea Creek. The section of the creek lies on the Lenoir-Pitt county line.,Lenoir|Pitt,River
NCG10245,Moccasin Swamp,,rises in E Johnston County and W Wayne County and flows S on the Johnston-Wayne county line into Neuse River.,Wayne,Swamp
NCG10246,Mocksville,,"town and county seat, central Davie County. Named for the Mock family, owners of the land on which the town was founded. Inc. 1839. Post office est. there, 1826. Produces apparel, furniture, chemicals. Alt. 866.",Davie,Town
NCG10247,Mocksville Township,,central Davie County.,Davie,Township
NCG10248,Moffet Branch,,rises in S Clay County and flows N into Shooting Creek.,Clay,Branch
NCG10249,Moffitt,,"community in SE Randolph County on Richland Creek. Named for Hugh Moffitt, who operated the first flour and feed mill there. A post office est. 1823 and discontinued 1935 was known as Moffitt's Mills.",Randolph,Community
NCG10250,Moffitt Hill,,community in SW McDowell County.,McDowell,Community
NCG10251,Moffitt Mountain,,E Jackson County between Chastine Creek and Coward Mountain.,Jackson,Mountain
NCG10252,Moffitt's Mills,,See Moffitt.,,Reference
NCG10253,Mohawk,,"community in W Harnett County served by post office, 1891-1908.",Harnett,Community
NCG10254,Mojoson,,community in NW Guilford County.,Guilford,Community
NCG10255,Molasses Creek,,"a tidal creek in SE Brunswick County, rises in the swampy NE part of Oak Island and flows E into Elizabeth River.",Brunswick,Creek
NCG10256,Mollie,,community in S Columbus County.,Columbus,Community
NCG10257,Mollie Branch,,rises in W Avery County and flow E into Roaring Creek.,Avery,Branch
NCG10258,Mollie Ridge,,W Avery County.,Avery,Ridge
NCG10259,Molly Fork,,rises in NE Rutherford County and flows SE and NE into First Broad River.,Rutherford,Fork
NCG10260,Moltonville,,community in E Sampson County.,Sampson,Community
NCG10261,Momeyer,,"community in W central Nash County. Est. about 1910 and named for Thomas Momeyer, local resident who est. a sawmill there. Previously the community had been known as Bass's Crossroads. Alt. 190.",Nash,Community
NCG10262,Mon Swamp,,in SE Tyrrell County.,Tyrrell,Swamp
NCG10263,Monbo,,"community in E Catawba County on Catawba River. Named Mont Beau by the owner of a local cotton mill, but residents of the area soon corrupted the name into its present form. See also East Monbo.",Catawba,Community
NCG10264,Moncure,,"community in SE Chatham County on Deep River. A post office est. there in 1877. Inc. 1905; charter repealed1935. Named for Thomas Jefferson Moncure, civil engineer, who built the railroad station. The former town of Haywood is immediately SE of Moncure.",Chatham,FormerCommunity
NCG10265,Mondine Branch,,"rises in S Jones County and flows S into White Oak River. Probably named for the Mundine family, early settlers.",Jones,Branch
NCG10266,Money,,See Etowah.,,Reference
NCG10267,Money Island,,"E New Hanover County in Greenville Sound W of Wrightsville Beach. Several acres in area, it is the traditional hiding place of pirate treasure.",New Hanover,Island
NCG10268,Money Island Bay,,"in Bogue Sound, S Carteret County between Atlantic Beach and Tar Landing Bay and opposite Morehead City.",Carteret,Bay
NCG10269,Money Island Swamp,,rises in central Carteret County and flows SW into Black Creek.,Carteret,Swamp
NCG10270,Monger Creek,,rises in SE Macon County and flows NE into Lake Sequoyah.,Macon,Creek
NCG10271,Monie Swamp,,is formed in S Columbus County by Gum Swamp and Beaverdam Swamp. It flows S to join Big Cypress Swamp in forming Seven Creeks.,Columbus,Swamp
NCG10272,Monkey Island,,"in Currituck Sound, N Currituck County 4 mi. E of Church Island. Approx. Â½ mi. square. Site of an old hunting lodge. Appears on the Collet map, 1770.",Currituck,Island
NCG10273,Monkey Junction,,See Fort Fisher Junction.,,Reference
NCG10274,Monks Crossroads,,community in N Sampson County between Mill and Craddock Swamps.,Sampson,Community
NCG10275,Monroe,,"former community in NE Warren County on Roanoke River. Grew up around Robinson's Ferry after Clack Robinson laid out a town on his lands near the ferry in 1818, named it for President James Monroe, and sold lots to prospective citizens; a post office, tavern, racetrack, tobacco warehouse, and stores soon sprang up. It was shown on the MacRae map, 1833, as a well-established community. In 1840, when the Raleigh and Gaston Railroad was completed, it began a rapid decline.",Warren,FormerCommunity
NCG10276,Monroe Mountain,,"N Cherokee County between Allen Branch and Davis Creek. Alt. 3,171.",Cherokee,Mountain
NCG10277,Monroe Township,,central Union County.,Union,Township
NCG10278,Monroes Millpond,,N Scotland County on Jordans Creek. Formed about 1825; known in the 1850s as McWilliams Pond. Covers 70 acres; max. depth 14 ft. Owned by Fayetteville Presbytery and used as a recreation area.,Scotland,Millpond
NCG10279,Monroeton,,"community in S Rockingham County between Troublesome Creek and Haw River. Est. prior to 1832; probably named for James Monroe (1758-1831), president of the United States. Cunningham Mill, built by James Patrick Sr. in 1818, still stands nearby. Patrick cemetery has graves dating from 1771. Cotton gin est. 1835.",Rockingham,Community
NCG10280,Monroetown,,"an African American community in S Moore County approx. 4 mi. N of Pinehurst. Named for John Monroe, who est. the settlement about 1915.",Moore,Community
NCG10281,Mont Beau,,See Monbo; East Monbo.,,Reference
NCG10282,Montague,,community in SW Pender County. Alt. 39. Named for a local resident.,Pender,Community
NCG10283,Monteith,,"community in E Mecklenburg County served by post office, 1880-1903.",Mecklenburg,Community
NCG10284,Monteith Branch,,rises in N Jackson County and flows SE into Scott Creek.,Jackson,Branch
NCG10285,Montezuma,,"community in central Avery County. Known first as Bull Scrape (see Bullscrape Gap). Inc. 1891. Post office est. there in 1883 as Aaron; name changed to Montezuma in 1911. Named for Aztec chief of ancient Mexico (1479-1520). Long inactive in municipal affairs. Alt. 3,797.",Avery,Community
NCG10286,Montford,,former town in central Buncombe County. Inc. 1893; became a part of Asheville in 1905.,Buncombe,FormerCommunity
NCG10287,Montford Cove Church,,See Whitehouse.,,Reference
NCG10288,Montford Cove Township,,S central McDowell County.,McDowell,Township
NCG10289,Montford Point,,See Mount Pleasant Point.,,Reference
NCG10290,Montgomery,,See Graham.,,Reference
NCG10291,Montgomery Corner,,"a point on the North  Carolina-Georgia state line at the SE end of Sharptop Ridge, SE Clay County due S of 30 Mile Post, which see. From the point, the state line runs W to the junction of the North Carolina-Georgia-Tennessee state lines.",Clay,PointOfInterest
NCG10292,Montgomery County,,"was formed in 1779 from Anson County. Located in the S central section of the state, it is bounded by Moore, Richmond, Stanly, Davidson, and Randolph Counties. It was named for Gen. Richard Montgomery (1736-75), Revolutionary War leader who was killed in the Battle of Quebec. Area: 499 sq. mi. County seat: Troy, with an elevation of 664 ft. Townships are Biscoe, Cheek Creek, Eldorado, Little River, Mount Gilead, Ophir, Peedee, Rocky Springs, Troy, and Uwharrie. Produces peaches, oats, wheat, corn, tobacco, cotton, poultry, hogs, livestock, cantaloupes, watermelons, textiles, furniture, packaging, carpets, mobile homes, lumber, apparel, clay, slate, pyrophyllite, and sand.",,County
NCG10293,Montgomery Slough,,a tidal waterway in SE Brunswick County located just inside Long Beach and extending 2½ mi. W to Eastern Channel.,Brunswick,Waterway
NCG10294,Monticello,,community in W Harnett County.,Harnett,Community
