gazetteer_id,object_id,ein,wikidata_id,name,street,city,state,zip,affiliation,ruling,loc_name,geocoded_status,match_addr,addr_type,addnum,side,stpredir,stpretype,stname,sttype,staddr,city_2,county,postal,x,y,arc_address,arc_city,arc_postal,winter_address,religion,desc,website,phone
,102937,561222498,,LUTHERAN CAMPUS MINISTRY COUNCIL OF DURHAM NORTH CAROLINA,PO BOX 90974,DURHAM,NC,27708,9,198804,POSTAL,M,"27708, DURHAM, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,DURHAM,NOT AVAILABLE,27708,-78.941618,35.999008,PO BOX 90974,DURHAM,27708,,,,,
,106219,566049465,,LUTHERAN CHAPEL,PO BOX 152,CHINA GROVE,NC,28023,9,198804,STREETNAME,M,"NC-152, CHINA GROVE, NORTH CAROLINA, 28023",STREETNAME,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NC,152,NOT AVAILABLE,NC-152,CHINA GROVE,ROWAN,28023,-80.640323,35.570969,PO BOX 152,CHINA GROVE,28023,,,,,
,102610,560941074,,LUTHERAN CHAPEL EVANGELICAL LUTHERAN CHURCH,702 N NEW HOPE RD,GASTONIA,NC,28054,9,198804,POINTADDRESS,M,"702 N NEW HOPE RD, GASTONIA, NORTH CAROLINA, 28054",POINTADDRESS,702,R,N,NOT AVAILABLE,NEW HOPE,RD,702 N NEW HOPE RD,GASTONIA,GASTON,28054,-81.148927,35.275831,702 N NEW HOPE RD,GASTONIA,28054,,,,,
,102631,560956395,,LUTHERAN CHURCH IN AMERICA NORTH CAROLINA LUTHERAN HOMES INC,RT 1,ALBEMARLE,NC,28001,9,196308,POSTAL,M,"28001, ALBEMARLE, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ALBEMARLE,NOT AVAILABLE,28001,-80.195057,35.350336,RT 1,ALBEMARLE,28001,,,,,
,102918,561216775,,LUTHERAN CHURCH OF OUR FATHER,3304 GROOMETOWN RD,GREENSBORO,NC,27407,9,198804,POINTADDRESS,M,"3304 GROOMETOWN RD, GREENSBORO, NORTH CAROLINA, 27407",POINTADDRESS,3304,L,NOT AVAILABLE,NOT AVAILABLE,GROOMETOWN,RD,3304 GROOMETOWN RD,GREENSBORO,GUILFORD,27407,-79.865805,36.021657,3304 GROOMETOWN RD,GREENSBORO,27407,,,,,
,102538,560812820,,LUTHERAN CHURCH OF OUR SAVIOR,1115 LEJEUNE BLVD,JACKSONVILLE,NC,28540,9,198804,POINTADDRESS,M,"1115 LEJEUNE BLVD, JACKSONVILLE, NORTH CAROLINA, 28540",POINTADDRESS,1115,R,NOT AVAILABLE,NOT AVAILABLE,LEJEUNE,BLVD,1115 LEJEUNE BLVD,JACKSONVILLE,ONSLOW,28540,-77.405057,34.746908,1115 LEJEUNE BLVD,JACKSONVILLE,28540,,,,,
,104643,561891135,,LUTHERAN CHURCH OF THE GOOD SHEPHERD INC,22 FISHER RD,BREVARD,NC,28712,9,198804,POINTADDRESS,M,"22 FISHER RD, BREVARD, NORTH CAROLINA, 28712",POINTADDRESS,22,R,NOT AVAILABLE,NOT AVAILABLE,FISHER,RD,22 FISHER RD,BREVARD,TRANSYLVANIA,28712,-82.727409,35.242133,22 FISHER RD,BREVARD,28712,,,,,
,104521,561847316,,LUTHERAN CHURCH OF THE HOLY FAMILY,PO BOX 1564,HIGHLANDS,NC,28741,9,198804,POSTAL,M,"28741, HIGHLANDS, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,HIGHLANDS,NOT AVAILABLE,28741,-83.211485,35.055976,PO BOX 1564,HIGHLANDS,28741,,,,,
,102433,560642876,,LUTHERAN CHURCH OF THE HOLY TRINITY,PO BOX 595,MT PLEASANT,NC,28124,9,198804,POSTAL,M,"28124, MOUNT PLEASANT, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,MOUNT PLEASANT,NOT AVAILABLE,28124,-80.431085,35.397634,PO BOX 595,MT PLEASANT,28124,,,,,
,106231,566054203,,LUTHERAN CHURCH OF THE NATIVITY,PO BOX 208,ARDEN,NC,28704,9,198804,POSTAL,M,"28704, ARDEN, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ARDEN,NOT AVAILABLE,28704,-82.51342,35.465962,PO BOX 208,ARDEN,28704,,,,,
,102689,561050238,,LUTHERAN CHURCH OF THE REDEEMER,1915 S NEW HOPE RD,GASTONIA,NC,28054,9,198804,POINTADDRESS,M,"1915 S NEW HOPE RD, GASTONIA, NORTH CAROLINA, 28054",POINTADDRESS,1915,L,S,NOT AVAILABLE,NEW HOPE,RD,1915 S NEW HOPE RD,GASTONIA,GASTON,28054,-81.131583,35.242543,1915 S NEW HOPE RD,GASTONIA,28054,,,,,
,102823,561161128,,LUTHERAN CONGREGATIONS IN MISSION FOR CHRIST,5202 MOORESVILLE RD,SALISBURY,NC,28147,9,200102,POINTADDRESS,M,"5202 MOORESVILLE RD, SALISBURY, NORTH CAROLINA, 28147",POINTADDRESS,5202,R,NOT AVAILABLE,NOT AVAILABLE,MOORESVILLE,RD,5202 MOORESVILLE RD,SALISBURY,ROWAN,28147,-80.582269,35.653448,5202 MOORESVILLE RD,SALISBURY,28147,,,,,
,104672,561899184,,LUTHERAN CONGREGATIONS IN MISSION FOR CHRIST,205 SAINT PAUL CHURCH RD,SALISBURY,NC,28146,9,200102,POINTADDRESS,M,"205 SAINT PAUL CHURCH RD, SALISBURY, NORTH CAROLINA, 28146",POINTADDRESS,205,R,NOT AVAILABLE,NOT AVAILABLE,SAINT PAUL CHURCH,RD,205 SAINT PAUL CHURCH RD,SALISBURY,ROWAN,28146,-80.492031,35.607303,205 SAINT PAUL CHURCH RD,SALISBURY,28146,,,,,
,102606,560937876,,LUTHERAN COUNCIL IN THE USA LUTHERAN CAMPUS MINISTRY IN CENTRA,PO BOX 568,CHAPEL HILL,NC,27514,9,197201,POSTAL,M,"27514, CHAPEL HILL, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CHAPEL HILL,NOT AVAILABLE,27514,-79.045852,35.90822,PO BOX 568,CHAPEL HILL,27514,,,,,
,103060,561286323,,LUTHERAN FAMILY SERVICES IN THE CAROLINAS INC,PO BOX 947,SALISBURY,NC,28145,9,196308,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,47415,263328029,,LUTHERAN HOME - FORSYTH COUNTY INC,PO BOX 947,SALISBURY,NC,28145,9,198804,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,46086,260158686,,LUTHERAN HOME - WILMINGTON INC,PO BOX 947,SALISBURY,NC,28145,9,198804,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,34324,201457273,,LUTHERAN HOME ALBEMARLE PROPERTY,PO BOX 947,SALISBURY,NC,28145,9,198804,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,34331,201457824,,LUTHERAN HOME AT TRINITY OAKS INC,PO BOX 947,SALISBURY,NC,28145,9,198804,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,34330,201457796,,LUTHERAN HOME AT TRINITY OAKS PROPERTY INC,PO BOX 947,SALISBURY,NC,28145,9,198804,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,87456,461188488,,LUTHERAN HOME FORSYTH COUNTY PROPERTY INC,PO BOX 947,SALISBURY,NC,28145,9,198804,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,34326,201457319,,LUTHERAN HOME HICKORY PROPERTY INC,PO BOX 947,SALISBURY,NC,28145,9,198804,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,36140,205304712,,LUTHERAN HOME HICKORY WEST PROPERTY INC,PO BOX 947,SALISBURY,NC,28145,9,198804,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,46085,260158745,,LUTHERAN HOME WILMINGTON PROPERTY INC,PO BOX 947,SALISBURY,NC,28145,9,198804,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,36141,205304794,,LUTHERAN HOME WINSTON-SALEM PROPERTY INC,PO BOX 947,SALISBURY,NC,28145,9,198804,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,34327,201457298,,LUTHERAN HOME-ALBEMARLE INC,PO BOX 947,SALISBURY,NC,28145,9,198804,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,34329,201457341,,LUTHERAN HOME-HICKORY INC,PO BOX 947,SALISBURY,NC,28145,9,198804,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,34328,201457410,,LUTHERAN HOME-HICKORY WEST INC,PO BOX 947,SALISBURY,NC,28145,9,198804,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,103799,561500212,,LUTHERAN HOME-WINSTON-SALEM INC,PO BOX 947,SALISBURY,NC,28145,9,196308,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,110829,581823983,,LUTHERAN RETIREMENT CENTER AT LUTHERIDGE INC,PO BOX 947,SALISBURY,NC,28145,9,196308,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,103800,561500308,,LUTHERAN RETIREMENT CENTER WILMINGTON INC,PO BOX 947,SALISBURY,NC,28145,9,196308,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,104127,561681723,,LUTHERAN SERVICES FOR THE AGING FOUNDATION INC,PO BOX 947,SALISBURY,NC,28145,9,198804,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,35560,203895886,,LUTHERAN SERVICES PROPERTY INC,PO BOX 947,SALISBURY,NC,28145,9,198804,POSTAL,M,"28145, SALISBURY, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NOT AVAILABLE,28145,-80.464641,35.662051,PO BOX 947,SALISBURY,28145,,,,,
,103639,561429427,,LUTHERAN SUPPORT GROUP OF GASTON INC,746 NARROW GAUGE RD,DALLAS,NC,28034,3,199206,POINTADDRESS,M,"746 NARROW GAUGE RD, DALLAS, NORTH CAROLINA, 28034",POINTADDRESS,746,R,NOT AVAILABLE,NOT AVAILABLE,NARROW GAUGE,RD,746 NARROW GAUGE RD,DALLAS,GASTON,28034,-81.156848,35.396764,746 NARROW GAUGE RD,DALLAS,28034,,,,,
,43537,237540641,,LUTHERAN WOMENS MISSIONARY LEAGUE,106 LAVENDER CT,CARY,NC,27513,9,197211,POINTADDRESS,M,"106 LAVENDER CT, CARY, NORTH CAROLINA, 27513",POINTADDRESS,106,R,NOT AVAILABLE,NOT AVAILABLE,LAVENDER,CT,106 LAVENDER CT,CARY,WAKE,27513,-78.77702,35.808531,106 LAVENDER CT,CARY,27513,,,,,
,,,,Lutheridge Conference Center & Camp,,Arden,NC,,,,,,,,,,,,,,,,,,36.0205285,-115.2345527,,,,Arden,LUTHERAN,"Providing Christian community and programs for 1st through 12th graders in traditional camps as well as high adventure, arts, music, and family camps. ",,
,113623,640955323,,LUTHERS LUTHERAN CHURCH,4955 RICHFIELD RD,RICHFIELD,NC,28137,9,198804,POINTADDRESS,M,"4955 RICHFIELD RD, RICHFIELD, NORTH CAROLINA, 28137",POINTADDRESS,4955,R,NOT AVAILABLE,NOT AVAILABLE,RICHFIELD,RD,4955 RICHFIELD RD,RICHFIELD,ROWAN,28137,-80.247699,35.516383,4955 RICHFIELD RD,RICHFIELD,28137,,,,,
,115473,800458882,,LWM INTERNATIONAL,PO BOX 628,ERWIN,NC,28339,3,201007,POSTAL,M,"28339, ERWIN, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ERWIN,NOT AVAILABLE,28339,-78.676166,35.327066,PO BOX 628,ERWIN,28339,,,,,
,117464,814773792,,M2 MENS MINISTRY,4309 ROUNDWOOD CT,INDIAN TRAIL,NC,28079,9,199112,POINTADDRESS,M,"4309 ROUNDWOOD CT, INDIAN TRAIL, NORTH CAROLINA, 28079",POINTADDRESS,4309,L,NOT AVAILABLE,NOT AVAILABLE,ROUNDWOOD,CT,4309 ROUNDWOOD CT,INDIAN TRAIL,UNION,28079,-80.575591,35.075238,4309 ROUNDWOOD CT,INDIAN TRAIL,28079,,,,,
,35602,203998306,,MACEDONIA APOSTLES & PROPHETSCHURCH OF THE LORD JESUS CHRIST,401 WHITEHORNE DRVE,GASTONIA,NC,28054,3,201706,STREETADDRESS,M,"401 WHITETHORN DR, GASTONIA, NORTH CAROLINA, 28054",STREETADDRESS,401,L,NOT AVAILABLE,NOT AVAILABLE,WHITETHORN,DR,401 WHITETHORN DR,GASTONIA,GASTON,28054,-81.115243,35.25509,401 WHITEHORNE DRVE,GASTONIA,28054,,,,,
,103970,561596531,,MACEDONIA BAPTIST CHURCH,1300 HATERAS AVE,CHARLOTTE,NC,28216,3,199712,POINTADDRESS,M,"1300 HATERAS AVE, CHARLOTTE, NORTH CAROLINA, 28216",POINTADDRESS,1300,R,NOT AVAILABLE,NOT AVAILABLE,HATERAS,AVE,1300 HATERAS AVE,CHARLOTTE,MECKLENBURG,28216,-80.843368,35.259468,1300 HATERAS AVE,CHARLOTTE,28216,,,,,
,105849,562280151,,MACEDONIA BAPTIST COLLEGE,9722 HIGHWAY 601,MIDLAND,NC,28107,3,200207,POINTADDRESS,M,"9722 HIGHWAY 601, MIDLAND, NORTH CAROLINA, 28107",POINTADDRESS,9722,L,NOT AVAILABLE,HIGHWAY,601,NOT AVAILABLE,9722 HIGHWAY 601,MIDLAND,CABARRUS,28107,-80.506132,35.282999,9722 HIGHWAY 601,MIDLAND,28107,,,,,
,110596,581783883,,MACEDONIA CHURCH,4352 MACEDONIA CHURCH RD,VALE,NC,28168,9,196402,POINTADDRESS,M,"4352 MACEDONIA CHURCH RD, VALE, NORTH CAROLINA, 28168",POINTADDRESS,4352,L,NOT AVAILABLE,NOT AVAILABLE,MACEDONIA CHURCH,RD,4352 MACEDONIA CHURCH RD,VALE,CATAWBA,28168,-81.333328,35.578378,4352 MACEDONIA CHURCH RD,VALE,28168,,,,,
,102400,560594586,,MACEDONIA EVANGELICAL LUTHERAN CHURCH,421 W FRONT ST,BURLINGTON,NC,27215,9,198804,STREETADDRESS,M,"421 W FRONT ST, BURLINGTON, NORTH CAROLINA, 27215",STREETADDRESS,421,R,W,NOT AVAILABLE,FRONT,ST,421 W FRONT ST,BURLINGTON,ALAMANCE,27215,-79.439623,36.09694,421 W FRONT ST,BURLINGTON,27215,,,,,
,103465,561395144,,MACEDONIA MISSIONARY BAPTIST CHURCH,PO BOX 280,WACO,NC,28169,3,199808,POSTAL,M,"28169, WACO, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WACO,NOT AVAILABLE,28169,-81.429649,35.363807,PO BOX 280,WACO,28169,,,,,
,104065,561650283,,MACEDONIA NEW LIFE CHURCH,2004 ROCK QUARRY RD,RALEIGH,NC,27610,3,200211,POINTADDRESS,M,"2004 ROCK QUARRY RD, RALEIGH, NORTH CAROLINA, 27610",POINTADDRESS,2004,L,NOT AVAILABLE,NOT AVAILABLE,ROCK QUARRY,RD,2004 ROCK QUARRY RD,RALEIGH,WAKE,27610,-78.612695,35.752145,2004 ROCK QUARRY RD,RALEIGH,27610,,,,,
,110904,581912373,,MACKS CHAPEL UNITED HOLY CHURCH,3334C OSSIPEE CHURCH RD,ELON COLLEGE,NC,27244,9,199007,POSTAL,M,"27244, ELON, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ELON,NOT AVAILABLE,27244,-79.50774,36.096684,3334C OSSIPEE CHURCH RD,ELON COLLEGE,27244,,,,,
,102282,556036141,,MAE MASON TEASS TESTAMENTARY TR,PO BOX 2907,WILSON,NC,27894,3,197011,POSTAL,M,"27894, WILSON, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WILSON,NOT AVAILABLE,27894,-77.916611,35.7214,PO BOX 2907,WILSON,27894,,,,,
,34172,201162404,,MAHANAIM CHURCH OF GOD,3414 DAVIS DR,MORRISVILLE,NC,27519,9,197210,STREETADDRESS,M,"3414 DAVIS DR, MORRISVILLE, NORTH CAROLINA, 27519",STREETADDRESS,3414,R,NOT AVAILABLE,NOT AVAILABLE,DAVIS,DR,3414 DAVIS DR,MORRISVILLE,WAKE,27519,-78.84765,35.81457,3414 DAVIS DR,MORRISVILLE,27519,,,,,
,104464,561821137,,MAIN STREET BAPTIST CHURCH,PO BOX 62,CHINA GROVE,NC,28023,9,197001,POSTAL,M,"28023, CHINA GROVE, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CHINA GROVE,NOT AVAILABLE,28023,-80.582994,35.56583,PO BOX 62,CHINA GROVE,28023,,,,,
,104609,561872981,,MAKE A JOYFUL NOISE YOUTH MINISTRY,6821 VALLEY DR,RALEIGH,NC,27612,3,199502,POINTADDRESS,M,"6821 VALLEY DR, RALEIGH, NORTH CAROLINA, 27612",POINTADDRESS,6821,L,NOT AVAILABLE,NOT AVAILABLE,VALLEY,DR,6821 VALLEY DR,RALEIGH,WAKE,27612,-78.674285,35.876294,6821 VALLEY DR,RALEIGH,27612,,,,,
,31612,20556655,,MALAWI PIONEER MISSION INC,PO BOX 1909,WEAVERVILLE,NC,28787,3,200308,POSTAL,M,"28787, WEAVERVILLE, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WEAVERVILLE,NOT AVAILABLE,28787,-82.565532,35.697111,PO BOX 1909,WEAVERVILLE,28787,,,,,
,104703,561911248,,MALLARD CREEK BAPTIST CHURCH INC,2118 BREEZEWOOD DR,CHARLOTTE,NC,28262,3,199706,POINTADDRESS,M,"2118 BREEZEWOOD DR, CHARLOTTE, NORTH CAROLINA, 28262",POINTADDRESS,2118,R,NOT AVAILABLE,NOT AVAILABLE,BREEZEWOOD,DR,2118 BREEZEWOOD DR,CHARLOTTE,MECKLENBURG,28262,-80.753261,35.357622,2118 BREEZEWOOD DR,CHARLOTTE,28262,,,,,
,102636,560963624,,MALVERN HILLS PRESBYTERIAN CHURCH,2 BEAR CREEK RD,ASHEVILLE,NC,28806,9,197404,POINTADDRESS,M,"2 BEAR CREEK RD, ASHEVILLE, NORTH CAROLINA, 28806",POINTADDRESS,2,L,NOT AVAILABLE,NOT AVAILABLE,BEAR CREEK,RD,2 BEAR CREEK RD,ASHEVILLE,BUNCOMBE,28806,-82.612743,35.575142,2 BEAR CREEK RD,ASHEVILLE,28806,,,,,
,118185,822225300,,MAN 2 MAN MINISTRY OF NORTH CAROLINA,5002 WINDING RIDGE CT,GREENSBORO,NC,27406,3,201803,POINTADDRESS,M,"5002 WINDING RIDGE CT, GREENSBORO, NORTH CAROLINA, 27406",POINTADDRESS,5002,R,NOT AVAILABLE,NOT AVAILABLE,WINDING RIDGE,CT,5002 WINDING RIDGE CT,GREENSBORO,GUILFORD,27406,-79.684709,35.977835,5002 WINDING RIDGE CT,GREENSBORO,27406,,,,,
,116457,811696215,,MAN CAVE MINISTRY INC,206 OLD HOME RD,ASHEVILLE,NC,28804,3,201603,POINTADDRESS,M,"206 OLD HOME RD, ASHEVILLE, NORTH CAROLINA, 28804",POINTADDRESS,206,L,NOT AVAILABLE,OLD,HOME,RD,206 OLD HOME RD,ASHEVILLE,BUNCOMBE,28804,-82.580638,35.663867,206 OLD HOME RD,ASHEVILLE,28804,,,,,
,113167,611562045,,MANANTIAL DE ESPERANZA CENTRO INTERNACIONAL CRISTIANO,325 LIBERTY DR,JACKSONVILLE,NC,28546,9,196402,POINTADDRESS,M,"325 LIBERTY DR, JACKSONVILLE, NORTH CAROLINA, 28546",POINTADDRESS,325,R,NOT AVAILABLE,NOT AVAILABLE,LIBERTY,DR,325 LIBERTY DR,JACKSONVILLE,ONSLOW,28546,-77.367478,34.742578,325 LIBERTY DR,JACKSONVILLE,28546,,,,,
,104592,561866208,,MANASSEH BAPTIST CHURCH,PO BOX 21861,GREENSBORO,NC,27420,3,201002,POSTAL,M,"27420, GREENSBORO, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,GREENSBORO,NOT AVAILABLE,27420,-79.784111,36.074271,PO BOX 21861,GREENSBORO,27420,,,,,
,50928,300233516,,MANIFEST MINISTRIES,1317 UJAMAA DR,RALEIGH,NC,27610,3,200407,POINTADDRESS,M,"1317 UJAMAA DR, RALEIGH, NORTH CAROLINA, 27610",POINTADDRESS,1317,R,NOT AVAILABLE,NOT AVAILABLE,UJAMAA,DR,1317 UJAMAA DR,RALEIGH,WAKE,27610,-78.616781,35.734188,1317 UJAMAA DR,RALEIGH,27610,,,,,
,110639,581784035,,MANLEY GROVE PH CHURCH,619 MANLEY GROVE CH RD,MT OLIVE,NC,28365,9,196402,POSTAL,M,"28365, MOUNT OLIVE, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,MOUNT OLIVE,NOT AVAILABLE,28365,-78.067262,35.195761,619 MANLEY GROVE CH RD,MT OLIVE,28365,,,,,
