id,label,description,type,counties,geonameid,latitude,longitude
NCG21088,Haywood Gap,in Newfound Mountain on the Buncombe-Haywood county line between Rocky Knob and Dry Mountain.,gap,Buncombe|Haywood,4470402,35.66038,-82.87514
NCG21089,Hazel,former town in central Buncombe County at or near West Asheville. Inc. 1891 but soon became inactive in municipal affairs. Now within the city limits of Asheville.,formerCommunity,Buncombe,,,
NCG21090,Hebron,community in NW Granville County.,community,Granville,4470474,36.3607,-78.70167
NCG21091,Hector Creek,"rises in S Harnett County and flows S on the Moore-Cumberland county line into Little River. Named for Hector McNeill, an early settler.",creek,Harnett|Moore|Cumberland,4470498,35.44766,-78.86391
NCG21092,Hell Swamp,E Beaufort County N of Pungo Creek.,swamp,Beaufort,4470532,35.5285,-76.70105
NCG21093,Hemphill Creek,rises in central Haywood County and flows E into Jonathans Creek. Named for an early settler in area.,creek,Haywood,4470558,35.56538,-83.02375
NCG21094,Henderson,"former town in W Montgomery County at the junction of Yadkin and Uwharrie Rivers. Inc. 1794; ""re-surveyed"" in 1813. Was the site of the courthouse from soon after the establishment of the town until about 1816. By the 1850s Henderson no longer appeared on maps of the state. See also Tindallsville.",formerCommunity,Montgomery,,,
NCG21095,Henrietta,former community in S Edgecombe County. Now only a railroad crossing.,formerCommunity,Edgecombe,4470616,35.85793,-77.58275
NCG21096,Hensley Branch,rises in N Madison County near Big Knob and flows SE on the W side of Ephraim Hensley Mountain into Shelton Laurel Creek.,branch,Madison,4470646,36.00483,-82.64431
NCG21097,Hensley Ridge,"N McDowell County, extends E from Betsy Ridge. Alt. approx. 2,300.",ridge,McDowell,4470650,35.76346,-82.07095
NCG21098,Henson Creek,rises in W Avery County and flows SE into North Toe River.,creek,Avery,4470658,36.02374,-82.02262
NCG21099,Hickory,"city in NW Catawba County. Alt. 1,163. Inc. 1863 as Hickory Tavern. Named for a log tavern built at the site in the 1850s. Name changed to Hickory, 1873. West Hickory, inc. as Berryville in 1895, is now within the limits of Hickory. Highland, inc. 1905, whose charter was repealed in 1931, is also now a part of Hickory. Highland was named for Highland Academy, located within its limits. Lenoir-Rhyne University now occupies site of former Highland Academy. Produces hosiery, textiles, furniture, electronics, fabricated metals, primary metals, and lumber.",city,Catawba,4470778,35.73319,-81.3412
NCG21100,Hickory Branch,rises in N central Avery County and flows S to join Whitehead Creek before flowing into Elk River.,branch,Avery,,,
NCG21101,Hickory Branch,rises in SW Cherokee County and flows SE into Persimmon Creek.,branch,Cherokee,,,
NCG21102,Hickory Cove,"S Swain County, extends NE between Marr Branch and Brush Creek.",cove,Swain,4470797,35.35584,-83.57797
NCG21103,Hickory Cove,W Swain County between Sandy Gap Branch and Gunlock Ridge.,cove,Swain,4470797,35.35584,-83.57797
NCG21104,Hickory Creek,rises in SE Caldwell County and flows S into Upper Little River.,creek,Caldwell,,,
NCG21105,Hickory Creek,"rises in S Guilford County and flows S into Deep River. Appears on the Collet map, 1770.",creek,Guilford,4470800,35.92764,-79.86892
NCG21106,Hickory Flat Branch,rises in N Swain County and flows S into Oconaluftee River.,branch,Swain,4470811,35.44259,-83.51933
NCG21107,Hickory Gap,"near the junction of the Buncombe-Madison-Yancey county lines. Alt. approx. 3,550.",gap,Buncombe|Madison|Yancey,4470816,35.81095,-82.4143
NCG21108,Hickory Gap,S Graham County between Little Snowbird Creek and Teeseteska Ridge.,gap,Graham,4470817,35.28481,-83.8674
NCG21109,Hickory Grove,community in SW Chatham County.,community,Chatham,,,
NCG21110,Hickory Grove,community in E Mecklenburg County. A post office was est. there as early as 1828.,community,Mecklenburg,4470820,35.22875,-80.72062
NCG21111,Hickory Grove,community in E Wake County.,community,Wake,,,
NCG21112,Hickory Knob,"at the junction of the Alexander, Caldwell, and Wilkes county lines.",knob,Alexander|Caldwell|Wilkes,4470857,35.99652,-81.32898
NCG21113,Hickory Knob,SW Burke County.,knob,Burke,4470856,35.61679,-81.73788
NCG21114,Hickory Knob,on the Cherokee-Macon county line.,knob,Cherokee|Macon,4470859,35.21981,-83.70684
NCG21115,Hickory Knob,E Macon County between Laurel Creek and North Prong Ellijay Creek.,knob,Macon,4470858,35.2076,-83.27543
NCG21116,Hickory Mountain,W Chatham County approx. 5 mi. E of Siler City.,mountain,Chatham,4470864,35.72403,-79.34835
NCG21117,Hickory Nut Gap,central Avery County.,gap,Avery,4470909,36.12846,-81.90734
NCG21118,Hickory Nut Gap,"on the Buncombe-Henderson county line between Tater Knob and Ferguson Peak. Alt. 2,878. Originally known as Sherrill's Gap. One of two gaps (the other being Swannanoa Gap) through which early settlers and travelers from the E reached the Asheville plateau.",gap,Henderson,4470900,35.48901,-82.35817
NCG21119,Hickory Point,SE Beaufort County on the S side of Pamlico River at the mouth of South Creek.,point,Beaufort,4470879,35.36239,-76.6941
NCG21120,Hicks Branch,rises in NE Cherokee County and flows SE into Junaluska Creek.,branch,Cherokee,4470908,35.17731,-83.74212
NCG21121,Hicks Branch,rises in N Haywood County and flows NE into Pigeon River.,branch,Haywood,4470910,35.73816,-83.02987
NCG21122,High Falls,in Horsepasture River in SW Transylvania County between Drift Falls and Stairway Falls. Height is 150 ft.,falls,Transylvania,4470972,35.19289,-82.61429
NCG21123,High Falls,N Transylvania County in South Fork Mills River. Height of the falls is 30 ft.,falls,Transylvania,4470972,35.19289,-82.61429
NCG21124,High Falls,SE Transylvania County in Little River near Cedar Mountain. Height of the falls is 75 ft.,falls,Transylvania,4470972,35.19289,-82.61429
NCG21125,High Knob,N Buncombe County between High Swan and Rich Knob.,knob,Buncombe,4488694,35.67178,-82.4479
NCG21126,High Knob,NE Buncombe County W of Pigpen Knob.,knob,Buncombe,4488694,35.67178,-82.4479
NCG21127,High Knob,NW Buncombe County between Robinson Mountain and Grassy Knob.,knob,Buncombe,4488694,35.67178,-82.4479
NCG21128,High Knob,"mountain in Wilson Ridge, NW Caldwell County. Alt. 2,686.",knob,Caldwell,4470991,35.96652,-81.68538
NCG21129,High Knob,S Macon County between Deer Gap and Beasley Gap.,knob,Macon,4470994,35.01648,-83.42127
NCG21130,High Knob,N Madison County at the head of Duckmill Branch.,knob,Madison,4470995,35.89011,-82.68069
NCG21131,High Knob,E Mitchell County between Ivy Knob and Lightwood Mountain.,knob,Mitchell,4470997,36.02873,-82.10401
NCG21132,High Knob,N central Transylvania County at the E end of Shutin Ridge.,knob,Transylvania,4470998,35.27317,-82.71818
NCG21133,High Knob,S Yancey County near the head of Banks Creek.,knob,Yancey,4471001,35.80928,-82.3329
NCG21134,High Peak,"central Burke County. Alt. 2,184.",mountainFeature,Burke,4471015,35.72346,-81.60843
NCG21135,High Peak,"on the Burke-Rutherford county line in the South Mountains. Alt. approx. 2,720.",mountainFeature,Burke|Rutherford,4471015,35.72346,-81.60843
NCG21136,High Peak,"NE Cherokee County on the head of Tom Thumb Creek in the Snowbird Mountains. Alt. approx. 3,800.",mountainFeature,Cherokee,4471073,35.20258,-83.97241
NCG21137,High Peak,on the Buncombe-Henderson county line.,mountainFeature,Henderson,,,
NCG21138,High Peak,SE Watauga County between Joes Creek and Triplett Creek.,mountainFeature,Watauga,4471017,36.12874,-81.5501
NCG21139,High Peak,"N Yancey County between the heads of Seng Branch and Bailey Branch. Alt. approx. 4,400.",mountainFeature,Yancey,4471019,35.97539,-82.36291
NCG21140,High Peak,W Yancey County near the head of Wolf Branch.,mountainFeature,Yancey,4471019,35.97539,-82.36291
NCG21141,High Point,S peak of Deaver View Mountain in central Buncombe County.,mountainFeature,Buncombe,4471024,35.58678,-82.64791
NCG21142,High Point,peak in W Jackson County between Nation Creek and Rocky Branch.,mountainFeature,Jackson,4471026,35.38307,-83.33045
NCG21143,High Rock,community in S Davidson County on Yadkin River. Alt. 584.,community,Davidson,4471039,35.59681,-80.22116
NCG21144,High Rock,"mountain in central Madison County between Hunter Creek and Brush Creek at the N end of High Rock Ridge. Alt. 3,555.",mountain,Madison,4471040,35.86761,-82.6893
NCG21145,High Rock Lake,"on Yadkin River in Davidson and Rowan Counties. Formed in 1927 by a dam in the river constructed for the Carolina Aluminum Company. Covers approx. 18,000 acres; max. depth 60 to 70 ft. Named because the dam is built from one high rock to another above the bed of the river.",lake,Davidson|Rowan,4471047,35.60069,-80.23505
NCG21146,High Rock Ridge,central Madison County between Brush Creek and Walnut Creek.,ridge,Madison,4471132,35.84872,-82.69236
NCG21147,High Rocks,"peak in N Swain County in Great Smoky Mountains National Park on Welch Ridge. Alt. 5,188.",mountainFeature,Swain,4471055,35.49973,-83.62115
NCG21148,High Shoals,"community on South Fork Catawba River in N Gaston County. Settled about 1750. Named for high, rocky shoal in the river. Alt. 724.",community,Gaston,4471064,35.40264,-81.2023
NCG21149,High Top,SE Buncombe County in the Blue Ridge Mountains between High Windy and Lakey Knob.,top,Buncombe,4471072,35.59011,-82.67402
NCG21150,High Top,N Graham County on the E end of Yellow Creek Mountains.,top,Graham,4471074,35.42045,-83.77517
NCG21151,High Top,central Haywood County between Messer Branch and Sugar Cove.,top,Haywood,4471077,35.58949,-83.04477
NCG21152,High Top,S Haywood County at the head of Big Branch.,top,Haywood,4471077,35.58949,-83.04477
NCG21153,High Top,W Jackson County at the head of Brook Branch.,top,Jackson,4471079,35.35343,-83.28793
NCG21154,High Top,S Macon County between Low Gap and Pine Knob.,top,Macon,4471080,35.02565,-83.3621
NCG21155,Highfall Branch,rises in central Cherokee County and flows N into Valley River.,branch,Cherokee,4471086,35.17675,-83.95824
NCG21156,Hills Creek,rises in SW Beaufort County and flows N into Pamlico River.,creek,Beaufort,4471229,35.47544,-77.00412
NCG21157,Hills Creek,rises in E Rutherford County and flows SW into Second Broad River.,creek,Rutherford,4471231,35.24734,-81.77705
NCG21158,Hillsdale,community in NE Davie County. Alt. 807.,community,Davie,4471244,36.00514,-80.4395
NCG21159,Hodges Creek,"rises in SE Buncombe County and flows NE into McDowell County, where it enters Crooked Creek.",creek,Buncombe|McDowell,4471355,35.56623,-82.20928
NCG21160,Hodges Creek,rises in SE Hertford County and flows SE into Chowan River.,creek,Hertford,4471357,36.35377,-76.7719
NCG21161,Hodges Gap,S central Watauga County between Laurel Creek and Hodges Creek.,gap,Watauga,4471361,36.20707,-81.70066
NCG21162,Hog Branch,rises in NW Ashe County and flows S into Big Laurel Creek.,branch,Ashe,,,
NCG21163,Hog Branch,rises in W Orange County and flows S into Cane Creek.,branch,Orange,4471387,35.99181,-79.20335
NCG21164,Hog Island,"a group of islands between Back Bay and Pamlico Sound, NE Carteret County. Site of early settlement. Appears as Hog Island on Moseley map, 1733. See also Camp Point.",islands,Carteret,4471418,35.00211,-76.27991
NCG21165,Hog Island,"swampy island in central Craven County formed by Neuse River on the E and Bachelor Creek and The Gut on the w. Formerly known as Leaches Island for George M. Leach, who owned the island in 1804, and appears with that name on the Price map, 1808, the MacRae map, 1833, and the U.S. Coast Survey map, 1865. Approx. 3½ mi. long and 1 mi. wide at its widest point.",island,Craven,4471394,35.17294,-77.09412
NCG21166,Hog Island,in Pamlico Sound near Hog Island Point on the E mainland of Hyde County.,island,Hyde,4471399,35.36795,-76.06241
NCG21167,Hog Island Point,S point of Hog Island in NE Carteret County.,point,Carteret,4471402,34.97489,-76.26324
NCG21168,Hogan Branch,rises in NE Cherokee County and flows S into Junaluska Creek.,branch,Cherokee,4471416,35.18898,-83.72489
NCG21169,Hogans Creek,rises in NW Caswell County and flows NE into Dan River.,creek,Caswell,4471424,36.53208,-79.33446
NCG21170,Hogans Creek,rises in N Guilford County and flows N into SW Rockingham County and into Dan River.,creek,Rockingham|Guilford,4471427,36.39153,-79.90754
NCG21171,Hogback Mountain,"N Graham County between Stecoah Creek and Sawyer Creek, extends NE from Big Garland Gap to Wildcat Gap. Alt. 5,200.",mountain,Graham,4471434,35.38483,-83.69587
NCG21172,Hogback Mountain,NW Henderson County at the head of Foster Mill Creek.,mountain,Henderson,4471435,35.16595,-82.50429
NCG21173,Hogback Mountain,"on the Jackson-Macon county line. Alt. 4,950.",mountain,Jackson|Macon,4471436,35.13898,-83.01486
NCG21174,Hogback Mountain,E Macon County between Walnut and Buck Creeks.,mountain,Macon,4471437,35.15732,-83.22376
NCG21175,Hogpen Branch,rises in SW Buncombe County near Hogpen Gap and flows NW into Glady Fork.,branch,Buncombe,4471456,35.47705,-82.71596
NCG21176,Hogpen Branch,rises in NE Cherokee County and flows NW into Taylor Creek.,branch,Cherokee,4471458,35.16759,-83.87407
NCG21177,Hogpen Gap,SW Buncombe County S of Young Pisgah Mountain.,gap,Buncombe,4471470,35.46261,-82.70096
NCG21178,Hogpen Gap,central Cherokee County between West Prong Grape Creek and Grape Creek.,gap,Cherokee,4471467,35.15259,-83.8699
NCG21179,Holden Cove,valley in central Clay County through which Downing Creek flows.,cove,Clay,4471496,35.05267,-83.77199
NCG21180,Holland Branch,rises in E Madison County and flows SE into Middle Fork.,branch,Madison,4471531,35.88483,-82.47597
NCG21181,Hollands Creek,rises in W Chatham County and flows SE into Rocky River.,creek,Chatham,4469960,35.65959,-79.25418
NCG21182,Holly Grove,community in central Davidson County. See also Conrad Hill.,community,Davidson,4471591,35.81736,-80.19144
NCG21183,Holly Grove,community in NE Gates County.,community,Gates,4471592,36.50543,-76.56884
NCG21184,Holly Ridge,"a raised strip of ground in Dismal Swamp, SE Gates County.",ridge,Gates,,,
NCG21185,Holly Springs,community in E Carteret County on Newport River.,community,Carteret,4471638,34.79933,-76.90939
NCG21186,Holly Springs,community in W Henderson County between Boylston and Brock Creeks.,community,Henderson,4471639,35.34567,-82.60235
NCG21187,Holly Springs,community in S Rutherford County; former resort with a hotel.,community,Rutherford,4471640,35.25234,-81.90594
NCG21188,Holly Springs,town in S Wake County. Settled 1826; inc. 1877. Named for holly trees growing near a spring in the vicinity. Alt. 350.,town,Wake,4471641,35.65127,-78.83362
NCG21189,Honeycutt,"community in W Johnston County served by post office, 1899-1903.",community,Johnston,,,
NCG21190,Hooper Branch,rises in S Graham County and flows NW into Snowbird Creek.,branch,Graham,4471813,35.31009,-83.85462
NCG21191,Hopewell,"community in NW Mecklenburg County. It developed around Hopewell Presbyterian Church, organized 1762.",community,Mecklenburg,4471869,35.46708,-80.81424
NCG21192,Hopkins,community in N Ashe County.,community,Ashe,,,
NCG21193,Horse Branch,rises in SW Beaufort County and flows NE into Chocowinity Creek.,branch,Beaufort,4471945,35.47127,-77.0869
NCG21194,Horse Branch,rises in W Lenoir County and flows SE into Southwest Creek. The name appears in local records dating from before the Revolution.,branch,Lenoir,4471951,35.09683,-77.62719
NCG21195,Horse Cove,W Graham County between Little Santeetlah Creek and Rock Creek Knob.,cove,Graham,4471961,35.36519,-83.91974
NCG21196,Horse Cove,NW Henderson County between Beetree Ridge and Big Ridge.,cove,Henderson,4471962,35.42536,-82.71073
NCG21197,Horse Cove,"SE Macon County, through which Edwards and Blackrock Creeks flow. A post office by the name served the area in the late nineteenth century. Woodrow Wilson, in a letter written from Horse Cove on July 30, 1879, reported that he spent a part of the summer there with his mother and other relatives. John R. Thompson rented summer homes and furnished meals for visitors from New Orleans, Charleston, and other coastal cities. Highlands, which see, was being developed nearby at about the same time.",cove,Macon,4471963,35.04453,-83.16182
NCG21198,Horse Cove,"W central Swain County, extends E from Noland Creek between Andreas Branch and Massie Gap.",cove,Swain,4471964,35.47854,-83.50914
NCG21199,Horse Creek,"rises in SW Grayson County, Va., and flows SE into N central Ashe County, where it enters North Fork New River.",creek,Ashe,,,
NCG21200,Horse Creek,"rises in Cherokee County, S.C., and flows NE into Rutherford County, where it enters Broad River.",creek,Cherokee|Rutherford,4455745,35.20651,-81.82788
NCG21201,Horse Creek,rises in NW Durham County and flows S into North Fork Little River.,creek,Durham,,,
NCG21202,Horse Creek,"rises in W Franklin County and flows SW into N Wake County, where it enters Neuse River. Appears on the Collet map, 1770.",creek,Franklin|Wake,4471979,35.96209,-78.60389
NCG21203,Horse Creek,"W Haywood County in Great Smoky Mountains National Park, rises near lat. 35°35'17"" N., long. 83°10'40"" W., and flows NE to join Bear Branch in forming Rough Creek.",creek,Haywood,4471974,35.60204,-83.16265
NCG21204,Horse Creek,rises on Fort Bragg Military Reservation in N Hoke County and flows NE into Little River.,creek,Hoke,4471975,35.1921,-79.19836
NCG21205,Horse Creek,rises in S Moore County near town of Pinehurst and flows S into Deep Creek.,creek,Moore,4471977,35.39709,-79.62559
NCG21206,Horse Creek,rises in W central Polk County and flows S into Pacolet River.,creek,Polk,4471978,35.219,-82.19595
NCG21207,Horse Gap,on the Ashe-Wilkes county line.,gap,Ashe|Wilkes,4471985,36.31346,-81.36315
NCG21208,Horse Gap,N Buncombe County between Sheep Knob and Ray Knob.,gap,Buncombe,,,
NCG21209,Horse Gap,on the McDowell-Yancey county line near the head of Left Prong Three Forks Creek.,gap,McDowell|Yancey,,,
NCG21210,Horse Island,"in Core Sound, NE Carteret County. Ruins of a clubhouse exist on the island, and two persons are said to have been murdered there, giving rise to ghost tales.",island,Carteret,4471991,34.70433,-76.64354
NCG21211,Horse Ridge,"S Burke County in the South Mountains. Alt. 2,800.",ridge,Burke,4472015,35.61846,-81.66926
NCG21212,Horse Ridge,NE Cherokee County in the Valley River Mountains.,ridge,Cherokee,4472016,35.14092,-83.91074
NCG21213,Horse Ridge,SW Macon County between Siler Bald Branch and Factory Branch.,ridge,Macon,4049724,35.1237,-83.58988
NCG21214,Horse Ridge,"NE Swain County in Great Smoky Mountains National Park, extends SW from Balsam Mountain between Stillwell Creek and Left Fork [Deep Creek].",ridge,Swain,4472018,35.58317,-83.18578
NCG21215,Horse Ridge,"NW Watauga County, extends N between Rube Creek and Little Beaverdam Creek.",ridge,Watauga,4472020,36.31401,-81.84095
NCG21216,Horse Ridge,N Yancey County between Seng Branch and Cynthia Branch.,ridge,Yancey,4472021,35.974,-82.37319
NCG21217,Horse Swamp,rises in S Hertford County and flows SE and NE to join Flat Swamp in forming Bear Swamp.,swamp,Hertford,4472029,36.31266,-76.93496
NCG21218,Horse Swamp,rises in E Onslow County and flows NW into Little Northeast Creek.,swamp,Onslow,4472030,34.76678,-77.29831
NCG21219,Horse's Creek,rises in S Moore County and flows SW into Deep Creek.,creek,Moore,,,
NCG21220,Horsepen Branch,rises in S Greene County and flows SE into Rainbow Creek. The name appears in local records prior to the Revolution.,branch,Greene,4472050,35.40211,-77.6822
NCG21221,Horsepen Creek,rises in NW Columbus County on the Columbus-Robeson-Bladen county lines and flows W into Big Swamp.,creek,Columbus|Robeson|Bladen,,,
NCG21222,Horsepen Swamp,rises in NW Beaufort County and flows SW into Tranters Creek.,swamp,Beaufort,4472069,35.67099,-77.16829
NCG21223,Horseshoe,community in NW Camden County. Settled shortly after 1700 and formerly known as Newfoundland.,community,Camden,4472089,36.46015,-76.39328
NCG21224,Horseshoe Bend,"a bend in Eagle Creek at the SW end of Big Fork Ridge, NW Swain County.",bend,Swain,4472076,35.48898,-83.76962
NCG21225,Horseshoe Bend,W Swain County in Little Tennessee River.,bend,Swain,4472076,35.48898,-83.76962
NCG21226,"Horseshoe, The","bend in Nantahala River, W Macon County.",bend,Macon,,,
NCG21227,Horton Branch,rises in N Cherokee County and flows SW into Beaverdam Creek.,branch,Cherokee,4472098,35.20175,-84.08852
NCG21228,Hothouse Branch,"rises in SW Cherokee County and flows SE into Hot House Creek. Named for the fact that the Indians had ""hot houses"" in which heated stones were placed for ""sweat baths"" to refresh fatigued warriors and hunters.",branch,Cherokee,,,
NCG21229,Houston Knob,E Macon County between Moss Branch and Walnut Creek.,knob,Macon,4472160,35.13315,-83.26265
NCG21230,Howard Gap,S Macon County between Middle Creek and Norton Branch.,gap,Macon,4472193,35.00926,-83.35404
NCG21231,Howes Point,SE Brunswick County on Cape Fear River. Now within the bounds of Sunny Point ammunition depot. Birthplace of Gen. Robert Howe (1732-86).,point,Brunswick,,,
NCG21232,Huckleberry Knob,W Haywood County between Deep Gap and Murray Gap.,knob,Haywood,,,
NCG21233,Huckleberry Mountain,"N Henderson County between Rattlesnake Knob and Kyles Creek. Alt. 2,959.",mountain,Henderson,4472233,35.40039,-82.4154
NCG21234,Huckleberry Ridge,S Henderson County between Cabin Creek and Rush Mountain. Cited in early county records as Whortleberry Mountain. Formerly a Girl Scout camp and later an artists’ and writers’ summer retreat known as Huckleberry Mountain Artists’ Colony.,ridge,Henderson,4472239,35.22706,-82.47512
NCG21235,Huckleberry Ridge,NE Macon County between Blazed Creek and Huckleberry Creek.,ridge,Macon,4472240,35.3151,-83.36265
NCG21236,Huckleberry Ridge,N Madison County parallel to Rock Branch.,ridge,Madison,,,
NCG21237,Huckleberry Ridge,"a sandy area on the SW side of Angola Bay, N Pender County.",ridge,Pender,,,
NCG21238,Huff Island,SE Bertie County between Middle River and Roanoke River. Approx. 4½ mi. long and 1 mi. wide. See also Purchace Islands.,island,Bertie,4472260,35.89294,-76.73939
NCG21239,Huggins Creek,"rises in SW Columbus County and flows S into South Carolina, where it enters Jordan Swamp.",creek,Columbus,4472272,34.13934,-78.91642
NCG21240,Hughes Branch,rises in E Macon County and flows SW into Watauga Creek.,branch,Macon,4472279,35.24232,-83.31598
NCG21241,Hughes Branch,rises in N Mitchell County and flows SE into Bean Creek.,branch,Mitchell,4472281,36.07261,-82.22013
NCG21242,Hughes Creek,rises in N Lee County and flows E into Lick Creek.,creek,Lee,4472289,35.56043,-79.06168
NCG21243,Hughes Creek,rises in NW Mitchell County and flows SW into Hollow Poplar Creek.,creek,Mitchell,4472290,36.08733,-82.33152
NCG21244,Hughes Creek,"rises in S Polk County and flows SE into South Carolina, where it enters Pacolet River.",creek,Polk,4472292,35.18956,-82.07567
NCG21245,Hughes Gap,"on the Mitchell County, N.C.-Carter County, Tenn., line.",gap,Mitchell,4472293,36.05094,-82.31708
NCG21246,Hughes Ridge,E Avery County.,ridge,Avery,4472299,36.03568,-81.79316
NCG21247,Hughes Ridge,"NE Swain County in Great Smoky Mountains National Park, extends approx. 11 mi. S from Pecks Corner.",ridge,Swain,4472300,35.65363,-83.3096
NCG21248,Huntersville,"town in N Mecklenburg County. Inc. 1873. Known previously as Hunter's Depot. Named for Robert Hunter, local resident about 1860. Alt. 814.",town,Mecklenburg,4472370,35.41069,-80.84285
NCG21249,Huntersville,See Mount Holly.,reference,,,,
NCG21250,Hunting Branch,rises in Cane Creek Mountains in S Alamance County and flows S into Cane Creek.,branch,Alamance,,,
NCG21251,Hunting Creek,rises in central Burke County and flows N through Morganton into Catawba River.,creek,Burke,4472376,35.77763,-81.66593
NCG21252,Hunting Creek,"rises in North River Pocosin, S Camden County, and flows E into North River.",creek,Camden,4472377,36.24766,-75.95853
NCG21253,Hunting Creek,rises in N Rutherford County and flows S into Robinson Creek.,creek,Rutherford,4472380,35.40985,-81.83899
NCG21254,Hunting Creek,rises in S Wilkes County in the Brushy Mountains and flows SE through NE Iredell and W Davie Counties into South Yadkin River. See also Flat Rock Creek; Frohock Sawmill.,creek,Wilkes|Iredell|Davie,4472378,35.82486,-80.59978
NCG21255,Hurricane Branch,rises in NW Ashe County and flows NE into Horse Creek.,branch,Ashe,,,
NCG21256,Hurricane Branch,rises in NE Cherokee County and flows S into Welch Mill Creek.,branch,Cherokee,4472425,35.21786,-83.91129
NCG21257,Hurricane Creek,rises in central Clay County and flows NW into Tusquitee Creek.,creek,Clay,4472433,35.08926,-83.70545
NCG21258,Hurricane Creek,rises in N Haywood County and flows SW into Pigeon River.,creek,Haywood,4472435,35.60288,-83.13015
NCG21259,Hurricane Creek,rises in SW Jackson County and flows NE into Lake Thorpe.,creek,Jackson,4472436,35.16371,-83.13181
NCG21260,Hurricane Creek,rises in S Macon County and flows W into Nantahala River.,creek,Macon,4472438,35.1562,-83.62544
NCG21261,Hurricane Creek,rises in W Macon County and flows W into Jarrett Creek.,creek,Macon,4472438,35.1562,-83.62544
NCG21262,Hurricane Gap,central Cherokee County between Hiwassee River and West Prong Grape Creek.,gap,Cherokee,4472444,35.14536,-84.11714
NCG21263,Hurricane Gap,"on the Madison County, N.C.-Greene County, Tenn., line.",gap,Madison|Greene County (Tennessee),,,
NCG21264,Hurricane Mountain,"N Haywood County, extends NE from the head of Toms Branch to the head of Morgan Creek.",mountain,Haywood,4472445,35.71038,-82.97514
NCG21265,Hurricane Ridge,"N Haywood County, extends NE between Hurricane Creek and Cold Springs Creek.",ridge,Haywood,4472447,35.73316,-82.99737
NCG21266,Hurricane Ridge,N Mitchell County parallel to Big Branch.,ridge,Mitchell,4472448,36.11706,-82.24263
NCG21267,Hurricane Ridge,"NW Swain County, a short spur extending W from Big Grill Ridge.",ridge,Swain,4472449,35.52842,-83.78267
NCG21268,Hyatt Creek,rises in N Cherokee County in the Snowbird Mountains and flows SE into Valley River.,creek,Cherokee,4472489,35.20259,-83.95046
NCG21269,Hyatt Creek,rises in SW Haywood County and flows E into Richland Creek.,creek,Haywood,4472491,35.46538,-83.02847
NCG21270,Hyatt Creek,rises in NE Swain County on Hyatt Ridge near Hyatt Bald and flows S into Straight Fork.,creek,Swain,4472490,35.6076,-83.22348
NCG21271,Indian Camp Branch,rises in N Buncombe County near Jupiter and flows SW into Shepherd Branch.,branch,Buncombe,4472597,35.7365,-82.60513
NCG21272,Indian Camp Branch,rises in central Jackson County and flows SE into West Fork [Moses Creek].,branch,Jackson,4472599,35.34455,-83.09792
NCG21273,Indian Camp Branch,rises in W Macon County and flows SW into Wine Spring Creek.,branch,Macon,4472601,35.19121,-83.25626
NCG21274,Indian Camp Branch,rises in W Madison County and flows SE into Big Pine Creek.,branch,Madison,4472602,35.80121,-82.80181
NCG21275,Indian Creek,"rises in NW Bertie County and flows S into Roanoke River. Creek was the N boundary of the Tuscarora Indian property in Indian Woods Township. Mentioned in local records as early as 1723. Appears as Deep Creek on the Collet map, 1770. See also Resootskeh.",creek,Bertie,4472611,35.98599,-77.19163
NCG21276,Indian Creek,"rises in SW Catawba County, flows SE across W Lincoln County, dips briefly into NW Gaston County, and flows NE back into Lincoln County, where it enters South Fork Catawba River. Appears on the Collet map, 1770, as Howards Creek but as Indian Creek on the Price map, 1808.",creek,Catawba|Lincoln|Gaston,4472624,35.42125,-81.24925
NCG21277,Indian Creek,rises in S Chatham County and flows SE into Deep River.,creek,Chatham,4472617,35.81654,-78.98362
NCG21278,Indian Creek,waterway in NE Currituck County between Knotts Island and Mackay Island.,waterway,Currituck,4472619,36.4921,-75.93687
NCG21279,Indian Creek,rises in W Hertford County and flows E into Livermans Mill Pond.,creek,Hertford,4472622,36.34571,-77.06996
NCG21280,Indian Creek,rises in N Jackson County and flows NW into Soco Creek.,creek,Jackson,4472623,35.46454,-83.23515
NCG21281,Indian Creek,rises in W Stokes County and flows NE into Cascade Creek.,creek,Stokes,4472626,36.43014,-80.24866
NCG21282,Indian Creek,formed in N Swain County in Great Smoky Mountains National Park by the junction of Left Fork [Indian Creek] and Right Fork [Indian Creek]. It flows SW into Deep Creek.,creek,Swain,4472628,35.47537,-83.51433
NCG21283,Indian Creek,rises in N Swain County and flows S into Noland Creek.,creek,Swain,4472628,35.47537,-83.51433
NCG21284,Indian Creek,rises in W Transylvania County and flows S into Toxaway River.,creek,Transylvania,4472630,35.23594,-82.87291
NCG21285,Indian Creek,rises in W Transylvania County and flows SW and SE to join Shoal Creek in forming North Fork French Broad River.,creek,Transylvania,4472630,35.23594,-82.87291
NCG21286,Indian Creek,rises in central Vance County and flows N into Kerr Lake.,creek,Vance,4472631,36.40292,-78.39444
NCG21287,Indian Grave Gap,NE Caldwell County in the Green Mountain range. See also Green Mountain.,gap,Caldwell,4472643,35.97096,-81.53037
NCG21288,Indian Grave Gap,NE Cherokee County in the Valley River Mountains.,gap,Cherokee,4472652,35.06536,-84.21881
NCG21289,Indian Grave Gap,SW Cherokee County near the headwaters of Hickey Branch.,gap,Cherokee,4472652,35.06536,-84.21881
