id,preflabel,note,alt_name,gone,county,township,location,budget_year,rosenwald_type,type,latitude,longitude,id_code,id_source,id_url,id_photo,id2_url,id2_source,source,wikidata,needs_review,contributor
NCG16914,Harry Knight School,"1923-1924 2-room Rosenwald School. Trader's Point Lane, south of Britt Farm Road, Conetoe vicinity, Lower Conetoe, Edgecombe County. Location is approximate. No longer standing.",,TRUE,NCG04760,Lower Conetoe,"Trader's Point Lane, south of Britt Farm Road, Conetoe vicinity",1923-1924,Two-teacher,School,35.8,-77.52,ED1618,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUzMA==&school_county=Edgecombe&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16915,Hayes Chapel School,"1928-1929 frame 2-room Rosenwald School. Reidsville, Rockinham County. Location is approximate. No longer standing.",,TRUE,NCG12975,Reidsville,,1928-1929,Two-teacher,School,36.35,-79.89,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjk3Mg==&school_county=Rockingham&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16916,Haywood School,"1920-1921 4-room Rosenwald School. Center, Chatham County. Location is approximate. No longer standing.",,TRUE,NCG02928,Center,,1920-1921,Four-teacher,School,35.62,-79.06,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjQzMg==&school_county=Chatham&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16917,Hecks Grove Elementary School,"frame Rosenwald School. 12 miles South of Warrenton on US 401, Hecks Grove vicinity, Sandy Creek, Warren County.",,,NCG15885,Sandy Creek,"12 miles South of Warrenton on US 401, Hecks Grove vicinity",,,,36.28,-78.23,WR0311,NCHPO Database,,,,,North Carolina State Historic Preservation Office,,,
NCG16918,Hickory View School,"1927-1928 2-room Rosenwald School. Bradley Farm Lane off Bullock Road (SR 1006), Sharpsburg vicinity, Upper Town Creek, Edgecombe County. Location is approximate. No longer standing.",,TRUE,NCG04760,Upper Town Creek,"Bradley Farm Lane off Bullock Road (SR 1006), Sharpsburg vicinity",1927-1928,Two-teacher,School,35.87,-77.77,ED1619,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUyOA==&school_county=Edgecombe&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16919,Hickstown School,"1924-1925 Rosenwald School. Crest Street, Durham, Durham County. Location is approximate. Demolished in 1956.",,TRUE,NCG04586,Durham,,1924-1925,Four-teacher,School,36.01,-78.94,,,,https://durhamcountylibrary.org/exhibits/jeanes/schools/hickstown.php,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUwNQ==&school_county=Durham&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16920,Holden School,"1929-1930 2-room Rosenwald School. Gardners, Wilson County. Location is approximate. No longer standing.",,TRUE,NCG16461,Gardners,,1929-1930,Two-teacher,School,35.71,-77.77,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzEyMw==&school_county=Wilson&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16921,Holt's Chapel School,"1921-1922 frame 3-room Rosenwald School. West side Janiero Road (SR 1302), 0.1 miles South of Kershaw Road. 136 Janeiro Road, Oriental vicinity, Township 5, Pamlico County.",,,NCG11418,Township 5,"West side Janiero Road (SR 1302), 0.1 miles South of Kershaw Road. 136 Janeiro Road, Oriental vicinity",1921-1922,Three-teacher,School,35.04,-76.75,PM0460,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjg3Mw==&school_county=Pamlico&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16922,Horne School,"1921-1922 1-story frame Rosenwald School. East side SR 1703, 0.2 miles North of junction with SR 1634, Ingram vicinity, Lilesville, Anson County.",,,NCG00260,Lilesville,"East side SR 1703, 0.2 miles North of junction with SR 1634, Ingram vicinity",1921-1922,One-teacher,School,35.07,-79.97,AN0044,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjMzOQ==&school_county=Anson&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16923,Hough School,"1926-1927 1-story frame Rosenwald School. West side of NC 109, 1.0 miles South of junction with SR 1658, Ansonville, Anson County.",,,NCG00260,Ansonville,"West side of NC 109, 1.0 miles South of junction with SR 1658",1926-1927,Two-teacher,School,35.05,-80.01,AN0084,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjM0MA==&school_county=Anson&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16924,Hudson Grove School,"1929-1930 school. 3250 Virginia Road, Ryland, Township 3, Upper, Chowan County. Gone between 1998-2009.",,TRUE,NCG03098,"Township 3, Upper","3250 Virginia Road, Ryland",1929-1930,Two-teacher,School,36.26,-76.66,CO0913,NCHPO Database,,,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MjQ0MQ==&school_county=Chowan&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16925,Huntersville School,"1925-1926 frame 4-room Rosenwald School. South side of SR 2446 (Dellwood Drive) 0.25 mile East of junction with NC 115, Huntersville, Mecklenburg County.",,,NCG09919,Huntersville,South side of SR 2446 (Dellwood Drive) 0.25 mile East of junction with  NC 115,1925-1926,Four-teacher,School,35.4,-80.83,MK1345,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjc2Ng==&school_county=Mecklenburg&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16926,Huntsville School,"1921-1922 frame 1-room Rosenwald School. North side SR 1001, 0.2 miles Northwest of junction with SR 1713, Huntsville vicinity, Forbush, Yadkin County. Location is approximate. No longer standing.",,TRUE,NCG16715,Forbush,"North side SR 1001, 0.2 miles Northwest of junction with SR 1713, Huntsville vicinity",1921-1922,One-teacher,School,36.09,-80.55,YD0023,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzEzNA==&school_county=Yadkin&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16927,Hyde County Training School,"1920-1921 2-story frame Rosenwald School. West side of SR 1143, 0.4 mile South of junction with SR 1143, Sladesville, Currituck, Hyde County. Location is approximate. No longer standing.",,TRUE,NCG07541,Currituck,"West side of SR 1143, 0.4 mile South of junction with SR 1143, Sladesville",1920-1921,Six-teacher,School,35.46,-76.49,HY0200,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjY5Nw==&school_county=Hyde&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16928,Inez School,"1924-1925 Frame 2-room Rosenwald School. North side Rabbit Bottom Road (SR 1640), 0.2 miles East of NC 58, Centerville vicinity, Fork, Warren County.",,,NCG15885,Fork,"North side Rabbit Bottom Road (SR 1640), 0.2 miles East of NC 58, Centerville vicinity",1924-1925,One-teacher,School,36.27,-78.09,WR0329,NCHPO Database,,https://images.archives.ncdcr.gov/WR0329.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzA4MQ==&school_county=Warren&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16929,Ingram School,"1924-1925 1-story frame Rosenwald School. West side SR 1703, 0.2 miles North of junction with SR 1701, Ingram Level vicinity, Lilesville, Anson County.",,,NCG00260,Lilesville,"West side SR 1703, 0.2 miles North of junction with SR 1701, Ingram Level vicinity",1924-1925,Two-teacher,School,35.1,-79.95,AN0045,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjM0MQ==&school_county=Anson&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16930,Ivey School,"2-room Rosenwald-plan school built in 1941 with WPA funding for African-American students. US 158, 0.75 miles south of intersection with Jackson Bypass Road, Wiccacanee, Northampton County.",,,NCG10994,Wiccacanee,"US 158, 0.75 miles south of intersection with Jackson Bypass Road",,,,36.43,-77.38,NP0529,NCHPO Database,,,https://files.nc.gov/ncdcr/historic-preservation-office/PDFs/ER_00-7745_IveySchool.pdf,NCDCR-NCHPO,North Carolina State Historic Preservation Office,,,0000-0001-8856-1694
NCG16931,Jackson Graded School,"1919-1920 4-room frame Rosenwald school. Built under C.U.B. 8380 NC 305, Jackson, Northampton County. Location is approximate. No longer standing.",,TRUE,NCG10994,Jackson,8380 NC 305,1919-1920,Four-teacher,School,36.39,-77.4,,,,,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9Mjg0OQ==&school_county=northampton&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16932,Jeffreys School,"1923-1924 frame Rosenwald school. West side NC 43, 0.8 mile North of junction with SR 1535. 3052 Benvenue Road, Dortches vicinity, Stony Creek, Nash County.",,,NCG10643,Stony Creek,"West side NC 43, 0.8 mile North of junction with SR 1535. 3052 Benvenue Road, Dortches vicinity",1923-1924,Four-teacher,School,36,-77.83,NS0629,NCHPO Database,,https://images.archives.ncdcr.gov/NS0629.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjgxNg==&school_county=Nash&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16933,John R. Hawkins High School,"1931-1932 2-story brick Rosenwald School. 400 block West Franklin Street, Warrenton, Warren County. Demolished between 2005 and 2010.",,TRUE,NCG15885,Warrenton,400 block West Franklin Street,1931-1932,Five-teacher,School,36.4,-78.16,WR0328,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzA4MA==&school_county=Warren&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16934,John's School,"1925-1926 brick 3-room Rosenwald School; later addition. Laurel Hill, Scotland County. Altered. Also known as Peddler's Creek School.",Peddler's Creek School,,NCG13510,Laurel Hill,,1925-1926,Three-teacher,School,34.7,-79.42,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjk5NQ==&school_county=Scotland&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16935,Jones Hill School,"1929-1930 2-room Rosenwald School. Gardners, Wilson County. Location is approximate. No longer standing.",,TRUE,NCG16461,Gardners,,1929-1930,Two-teacher,School,35.73,-78.01,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzEyNA==&school_county=Wilson&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16936,Jonesboro School,"1930-1931 Late 1910s frame 4-room Rosenwald School. South side SR 1325 (Jordan Mill). 373 Jordan Mill Road, Seaboard, Northampton County.",,,NCG10994,Seaboard,South side SR 1325 (Jordan Mill). 373 Jordan Mill Road,1930-1931,Three-teacher,School,36.52,-77.4,NP0517,NCHPO Database,,https://images.archives.ncdcr.gov/NP0517.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjg1MA==&school_county=Northampton&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16937,Jonesboro School,"1923-1924 brick Rosenwald School. High Point, Guilford County. No longer standing.",,TRUE,NCG06348,High Point,,1923-1924,Eight-teacher,School,36.08,-79.76,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjYwMw==&school_county=Guilford&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16938,Jonesboro School,"1925-1926 frame 4-room Rosenwald School. Jonesboro, Lee County. Location is approximate. No longer standing.",,TRUE,NCG08598,Jonesboro,,1925-1926,Four-teacher,School,35.45,-79.14,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjcyNw==&school_county=Lee&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16939,Jordan Sellers High School,"1928-1929 1-story brick Rosenwald school. 612 Apple Street, Burlington, Alamance County.",,,NCG00099,Burlington,612 Apple Street,1928-1929,Ten-teacher,School,36.11,-79.43,AM1666,NCHPO Database,,,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MjMyMQ==&school_county=Alamance&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16940,Kelford School,"1927-1928 6-teacher frame Rosenwald school. South side SR 1135, 0.7 miles West of NC 308. 137 Black Jack Road, Kelford vicinity, Roxobel, Bertie County.",,,NCG01126,Roxobel,"South side SR 1135, 0.7 miles West of NC 308. 137 Black Jack Road, Kelford vicinity",1927-1928,Six-teacher,School,36.18,-77.23,BR0931,NCHPO Database,,http://images.archives.ncdcr.gov/BR0931.jpg,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MjM3MQ==&school_county=Bertie&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16941,King's Mountain School,"1925-1926 Rosenwald school. Southeast corner North Watterson Street and West Parker Street, Kings Mountain, Cleveland County. Location is approximate; Demolished before 1972.",,TRUE,NCG03201,Kings Mountain,Southeast corner North Watterson Street and West Parker Street,1925-1926,Five-teacher,School,35.24,-81.35,,,,,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MjQ1NQ==&school_county=Cleveland&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16942,Kingsboro School,"1922-1923 frame 2-room Rosenwald School. West side SR 1225, 0.2 miles North of SR 1223 (Antioch Road), Rocky Mount, Edgecombe County. Location is approximate; 2nd location. No longer standing.",,TRUE,NCG04760,Rocky Mount,"West side SR 1225, 0.2 miles North of SR 1223 (Antioch Road)",1922-1923,Two-teacher,School,35.92,-77.67,ED1009,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUyOQ==&school_county=Edgecombe&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16943,Kingsville School,"1920-1921 frame 3-room Rosenwald School. South Albemarle, Stanly County. Also Rosenwald-funded addition; Location is approximate. Also known as Stanly County Training School. No longer standing.",Stanly County Training School,TRUE,NCG14519,South Albemarle,,1920-1921,Three-teacher,School,35.34,-80.19,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzAwNg==&school_county=Stanly&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16944,Kirby's Crossroads School,"1920-1921 2-room Rosenwald school. Built under Tuskegee. Gardners, Wilson County. Location is approximate.  Listed in Fisk files as Kirby's Crossing. No longer standing.",Kirby's Crossing,TRUE,NCG16461,Gardners,,1920-1921,Two-teacher,School,35.61,-78.08,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzEyNQ==&school_county=Wilson&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16945,LaGrange School,"1928-1929 8-room Rosenwald school. Falling Creek, Lenoir County. May be incorporated within later school.",,,NCG08656,Falling Creek,,1928-1929,Eight-teacher,School,35.32,-77.79,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjczNA==&school_county=Lenoir&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16946,Lakewood (Lyons Park) School,"1922-1923 4-room Rosenwald School. Durham Township, Durham County. Located near Maplewood Cemetery. Location is approximate. No longer standing.",,TRUE,NCG04586,Durham,,1922-1923,Four-teacher,School,35.99,-78.92,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUwNg==&school_county=Durham&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16947,Lancaster School,"1924-1925 2-room Rosenwald School. 53 Jenkins Farm Road, Mercer, Cokey, Edgecombe County.",,,NCG04760,Cokey,"53 Jenkins Farm Road, Mercer",1924-1925,Two-teacher,School,35.84,-77.69,ED1620,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUzMQ==&school_county=Edgecombe&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16948,Laney School,"1924-1925 frame 1-room Rosenwald school. Northeast side NC 207, 0.7 miles Southeast SR 2192, Trinity, Buford, Union County.",,,NCG15597,Buford,"Northeast side NC 207, 0.7 miles Southeast SR 2192, Trinity",1924-1925,One-teacher,School,34.86,-80.53,UN0207,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzAyOA==&school_county=Union&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16949,Laurel School,"1921-1922 frame 1-room Rosenwald school. NC 50 at SR 1580, Maple Hill, Holly, Pender County.",,,NCG11625,Holly,"NC 50 at SR 1580, Maple Hill",1921-1922,One-teacher,School,34.65,-77.68,PD0201,NCHPO Database,,https://images.archives.ncdcr.gov/PD0201.jpg,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9Mjg4OA==&school_county=Pender&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16950,Lawrence School,"1923-1924 3-room Rosenwald School. West side of US 258, 0.2 miles South of NC 97, Lawrence, Deep Creek, Edgecombe County. Location is approximate. No longer standing.",,TRUE,NCG04760,Deep Creek,"West side of US 258, 0.2 miles South of NC 97, Lawrence",1923-1924,Three-teacher,School,36.01,-77.5,ED0903,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUzMg==&school_county=Edgecombe&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16951,Lee County Training School,"1926-1927 1-story 10 teacher brick Rosenwald school. 900 South Vance Street, Sanford, West Sanford, Lee County. Also known as W.B. Wicker School.",W.B. Wicker School,,NCG08598,West Sanford,"900 South Vance Street, Sanford",1926-1927,Ten-teacher,School,35.47,-79.18,LE0266,NCHPO Database,https://files.nc.gov/ncdcr/nr/LE0266.pdf,https://images.archives.ncdcr.gov/LE0266.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjczMA==&school_county=Lee&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16952,Leechville School,"1922-1923 1-story pyramidal roof 19th-20th trad/vern. US Hwy 264, 1/2 miles East of junction with SR 1700, Pantego, Beaufort County.",,,NCG00891,Pantego,"US Hwy 264, 1/2 miles East of junction with SR 1700",1922-1923,Two-teacher,School,35.56,-76.52,BF1598,NCHPO Database,,https://images.archives.ncdcr.gov/BF1598.jpg,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MjM2Mw==&school_county=Beaufort&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16953,Leggett School,"1924-1925 4-room Rosenwald School. 605 Draughn Road, Leggett vicinity, Lower Fishing Creek, Edgecombe County. Location is approximate.  Also known as Coker School. No longer standing.",Coker School,TRUE,NCG04760,Lower Fishing Creek,"605 Draughn Road, Leggett vicinity",1924-1925,Four-teacher,School,36,-77.58,ED1621,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUzMw==&school_county=Edgecombe&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16954,Lewis Ricks School,"1927-1928 frame 3-room Rosenwald School. Corner of Hunter Hill Road (SR 1604) & Old Carriage Road (SR 1603), Red Oak, Nash County. Location is approximate. No longer standing.",,TRUE,NCG10643,Red Oak,Corner of Hunter Hill Road (SR 1604) & Old Carriage Road (SR 1603),1927-1928,Three-teacher,School,36.01,-77.9,NS1103,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjgyMg==&school_county=Nash&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16955,Liberia School,"1921-1922 1-room frame Rosenwald school. Southwest side NC 58, 4.5 miles south of Warrenton, Warrenton, Warren County.",,,NCG15885,Warrenton,"Southwest side NC 58, 4.5 miles south of Warrenton",1921-1922,One-teacher,School,36.36,-78.1,WR0314,NCHPO Database,https://files.nc.gov/ncdcr/nr/WR0314.pdf,https://images.archives.ncdcr.gov/WR0314.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzA4Mw==&school_county=Warren&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,Q21261178,,
NCG16956,Liberty-Exway School,"1929-1930 1-story 2-room frame Rosenwald school. South side SR 1152 at SR 1186. 234 Covington Community Road, Ellerbe vicinity, Steeles, Richmond County. Also known as Liberty Hill School.",Liberty Hill School,,NCG12765,Steeles,"South side SR 1152 at SR 1186. 234 Covington Community Road, Ellerbe vicinity",1929-1930,Two-teacher,School,35.14,-79.87,RH0673,NCHPO Database,https://files.nc.gov/ncdcr/nr/RH0673.pdf,https://images.archives.ncdcr.gov/RH0673.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjk0MQ==&school_county=Richmond&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,Q19986784,,
NCG16957,Lillian School,"1924-1925 2-room Rosenwald School. Carr/Oak Grove Township, Durham County. Location is approximate. No longer standing.",,TRUE,NCG04586,Carr | Oak Grove,,1924-1925,Two-teacher,School,36,-78.75,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUwNw==&school_county=Durham&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16958,Lincoln Park (Addor) School,"1922-1923 frame 4-room Rosenwald School. West side SR 1103, South of SR 1102. 1272 South Currant Street, Pinebluff, Sandhill, Moore County.",,,NCG10315,Sandhill,"West side SR 1103, South of SR 1102. 1272 South Currant Street, Pinebluff",1922-1923,Four-teacher,School,35.09,-79.47,MR0513,NCHPO Database,https://files.nc.gov/ncdcr/nr/MR0513.pdf,https://images.archives.ncdcr.gov/MR0513.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjc5NQ==&school_county=Moore&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,Q19986809,,
NCG16959,Lincolnton School,"1922-1923 brick 1-story 6-room Rosenwald School. 410 Linden Street, Lincolnton, Lincoln County. Also known as Oaklawn School.",Oaklawn School,,NCG08773,Lincolnton,410 Linden Street,1922-1923,Six-teacher,School,35.47,-81.24,LN0583,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjczNQ==&school_county=Lincoln&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16960,Little Kelly School,"Possibly a Rosenwald School. No school in Fisk by this name. 2532 Little Kelly Road, Rocky Point, Long Creek, Pender County.",,,NCG11625,Long Creek,"2532 Little Kelly Road, Rocky Point",,,,34.46,-77.95,PD0657,NCHPO Database,,,,,North Carolina State Historic Preservation Office,,TRUE,
NCG16961,Little Raleigh School,"1926-1927 frame 4-room Rosenwald School. 1108 Luper Street, Rocky Mount, Nash County. Location is approximate. No longer standing.",,TRUE,NCG10643,Rocky Mount,1108 Luper Street,1926-1927,Four-teacher,School,35.93,-77.81,NS1104,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjgxNw==&school_county=Nash&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16962,Living Hope School,"1924-1925 2-room Rosenwald School. 1772 NC 124, Macclesfield, Otter Creek, Edgecombe County. Location is approximate. No longer standing.",,TRUE,NCG04760,Otter Creek,"1772 NC 124, Macclesfield",1924-1925,Two-teacher,School,35.75,-77.66,ED1622,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUzNA==&school_county=Edgecombe&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16963,Logsboro No. 1 School,"1921-1922 2-room Rosenwald School. East side of NC 33, 1.6 miles South of NC 97, Leggett vicinity, Lower Fishing Creek, Edgecombe County. Location is approximate. No longer standing.",,TRUE,NCG04760,Lower Fishing Creek,"East side of NC 33, 1.6 miles South of NC 97, Leggett vicinity",1921-1922,Two-teacher,School,35.97,-77.57,ED1623,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUzNQ==&school_county=Edgecombe&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16964,Logsboro No. 2 School,"1923-1924 2-room Rosenwald School. East side of NC 33, 2.2 miles South of NC 97, Leggett vicinity, Lower Fishing Creek, Edgecombe County. Location is approximate. No longer standing.",,TRUE,NCG04760,Lower Fishing Creek,"East side of NC 33, 2.2 miles South of NC 97, Leggett vicinity",1923-1924,Two-teacher,School,35.96,-77.57,ED1624,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUzNg==&school_county=Edgecombe&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16965,Louisburg School (C.T.S.),"1928-1929 Rosenwald school. 53 West River Road, Louisburg, Franklin County. Burned in 1960; Locaton is approximate. No longer standing.",,TRUE,NCG05530,Louisburg,53 West River Road,1928-1929,Six-teacher,School,36.1,-78.31,,,,,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MjU1Mw==&school_county=Franklin&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16966,Lucama School,"1920-1921 2-room Rosenwald School.  Built under Tuskegee. Gardners, Wilson County. Lucania School in Fisk database; Location is approximate. No longer standing.",Lucania School,TRUE,NCG16461,Gardners,,1920-1921,Two-teacher,School,35.65,-78.01,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzEyNg==&school_county=Wilson&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
