id,label,feature type,general watertype,description
NCG09677,Mashburn Branch,Branch,Stream,rises in S Macon County and flows N into Cullasaja River.
NCG09680,Mason Branch,Branch,Stream,rises in SE Swain County on Una Mountain and flows SW into Yalaka Creek.
NCG09681,Mason Creek,Creek,Stream,rises in W central Transylvania County and flows SE into Cherryfield Creek.
NCG09693,Massey Branch,Branch,Stream,rises in E Beaufort County and flows NE into Pungo Creek near Yeatesville.
NCG09695,Massy Creek,Creek,Stream,rises in W central Rockingham County and flows N into Dan River.
NCG09701,Matherson Branch,Branch,Stream,rises in W Macon County and flows SE into Pine Branch.
NCG09702,Matherson Creek,Creek,Stream,rises in NE Cherokee County and flows NE into Worm Creek.
NCG09706,Matlock Creek,Creek,Stream,rises in N Clay County and flows SE between Johnson and Julie Ridges into Tusquitee Creek.
NCG09708,Matney Branch,Branch,Stream,rises in S Watauga County and flows N into East Fork [South Fork New River].
NCG09710,Matrimony Creek,Creek,Stream,"rises in NW Rockingham County at the Virginia line and flows SE into Dan River. Named prior to 1728, when William Byrd recorded that it was ""call'd so by an unfortunate marry'd man, because it was exceedingly noisy and impetuous."""
NCG09711,Matt Branch,Branch,Stream,rises in NW Swain County and flows SE into Fontana Lake.
NCG09717,Matthews Branch,Branch,Stream,rises in W Haywood County and flows S into Mossy Branch.
NCG09718,Matthews Creek,Creek,Stream,rises in W Warren County and flows NE into Fishing Creek.
NCG09722,Mattock Creek,Creek,Stream,rises in N Macon County and flows SW into Cowee Creek.
NCG09728,Mauney Cove Branch,Branch,Stream,rises in central Haywood County and flows NE into Factor Branch.
NCG09736,Maxwell Branch,Branch,Stream,rises in N Transylvania County and flows SW into Avery Creek.
NCG09741,May Branch,Branch,Stream,rises in W Macon County and flows SE into Nantahala Lake.
NCG09748,Mayne Creek,Creek,Stream,rises in W Cleveland County and flows SW into Sandy Run Creek.
NCG09751,Mayo River,River,Stream,"rises in Patrick County, Va., and flows SE into Rockingham County and into Dan River. Named for William Mayo, member of William Byrd's surveying party, 1728."
NCG09764,McAdams Creek,Creek,Stream,rises in E Alamance County and flows W into Back Creek.
NCG09766,McAllister Creek,Creek,Stream,rises in E Cabarrus County and flows S into Adams Creek.
NCG09768,McAlpine Creek,Creek,Stream,"rises in E Mecklenburg County and flows SW into South Carolina, where it enters Sugar Creek."
NCG09775,McCall Branch,Branch,Stream,rises in E Transylvania County and flows SW into Little River.
NCG09781,McClellan Creek,Creek,Stream,rises in NE Cherokee County and flows N into Tatham Creek.
NCG09782,McClure Branch,Branch,Stream,rises in S Lincoln County and flows NE into Leepers Creek.
NCG09784,McClure Creek,Creek,Stream,rises in S Haywood County and flows NE into West Fork Pigeon River.
NCG09785,McClure Hicks Creek,Creek,Stream,rises in NW Alamance County and flows S into Ridge Creek.
NCG09788,McComb Branch,Branch,Stream,rises in E Cherokee County and flows NW into Hiwassee River.
NCG09792,McCoy Creek,Creek,Stream,rises in E Anson County and flows SE into Pee Dee River.
NCG09795,McCrary Branch,Branch,Stream,rises in E Transylvania County and flows SE into Little River.
NCG09797,McCronan Creek,Creek,Stream,rises in W Craven County and flows NE into Neuse River.
NCG09800,McCullers Branch,Branch,Stream,rises in W Johnston County and flows SE into Black Creek.
NCG09802,McCullough Branch,Branch,Stream,rises in S Mecklenburg County and flows SE into Sugar Creek.
NCG09810,McDeeds Creek,Creek,Stream,rises in SE Moore County and flows NE to join Mill Creek in forming Shaddock's Creek. Formerly known as Shaddock's Creek.
NCG09814,McDowell Branch,Branch,Stream,rises in central Macon County and flows SE into Little Tennessee River.
NCG09816,McDowell Creek,Creek,Stream,rises in N Henderson County and flows E and NE into French Broad River.
NCG09820,McDowells Creek,Creek,Stream,rises in N Mecklenburg County and flows SW into Mountain Island Lake on the Catawba River.
NCG09821,McDuffie Creek,Creek,Stream,rises in E Hoke County and flows SE into Puppy Creek.
NCG09822,McElroy Branch,Branch,Stream,rises in central Haywood County and flows SE into Factor Branch.
NCG09826,McGalliard Creek,Creek,Stream,rises in central Burke County and flows N into Catawba River.
NCG09827,McGee Branch,Branch,Stream,rises in NE Swain County and flows SE into Straight Fork [Raven Fork].
NCG09828,McGee Spring,Spring,Stream,"NE Swain County in Great Smoky Mountains National Park on W slope of Hyatt Ridge near summit at lat. 35°38'20"" N., long. 83°14'20"" W. Drains NW into Right Fork [Raven Fork]."
NCG09829,McGees Creek,Creek,Stream,rises in NW Franklin County and flows NE into Taylors Creek.
NCG09831,McGill Branch,Branch,Stream,rises in S Gaston County and flows SE into Crowders Creek.
NCG09834,McGinty Creek,Creek,Stream,"W Haywood County in Great Smoky Mountains National Park, rises on N slope of Big Cataloochee Knob near lat. 35°40'30"" N., long. 83°10'12"" W., and flows NE into Swallow Fork Creek."
NCG09835,McGowan Creek,Creek,Stream,rises in W Orange County and flows E into Eno River.
NCG09839,McHan Branch,Branch,Stream,rises in E Swain County and flows S into Oconaluftee River.
NCG09844,McIntosh Branch,Branch,Stream,rises in central Yancey County and flows S into Pine Swamp Branch.
NCG09845,McIntosh Creek,Creek,Stream,rises in W Moore County and flows N into Big Governors Creek.
NCG09846,McIntyre Branch,Branch,Stream,rises in N Mecklenburg County and flows NW into Long Creek.
NCG09849,McKee Branch,Branch,Stream,rises in central Macon County and flows NW into Cartoogechaye Creek.
NCG09850,McKees Creek,Creek,Stream,rises in E Mecklenburg County and flows NE into Reedy Creek in Cabarrus County.
NCG09853,McKinney Branch,Branch,Stream,rises in N Yancey County and flows NW into Toe River.
NCG09854,McKinney Creek,Creek,Stream,"rises in SE Polk County and flows SE into Rutherford County, where it enters Broad River."
NCG09863,McLean Creek,Creek,Stream,"rises in S Harnett County and flows NE into Upper Little River. Named for Peter McLean, who settled along its banks about 1760."
NCG09864,McLeans Branch,Branch,Stream,rises in E Moore County and flows S into Thagards Pond on Little River.
NCG09865,McLeans Creek,Creek,Stream,rises in NW Montgomery County and flows SE into Uwharrie River.
NCG09867,McLendons Creek,Creek,Stream,"rises in W Moore County a nd flows NE into Deep River. From 1748 to 1754, known as Buck Creek. Named for Joel McLendon, who settled there about 1748."
NCG09869,McLeod Creek,Creek,Stream,"rises in W Harnett County and flows S to join Reedys Swamp in forming Jumping Run Creek. The basin of the creek was once an inland sea 30 mi. square. Its limestone bed, composed of fossilized shells, is 8 ft. thick."
NCG09870,McLeods Branch,Branch,Stream,rises in S Moore County and flows N into Joes Fork.
NCG09871,McLin Creek,Creek,Stream,rises in central Catawba County and flows NE into Lyle Creek.
NCG09873,McMullen Creek,Creek,Stream,rises in S Mecklenburg County and flows SW into McAlpine Creek.
NCG09874,McMurray Branch,Branch,Stream,"rises in Forest City, S central Rutherford County, and flows N into Broad River."
NCG09880,McPhail Branch,Branch,Stream,rises in N Sampson County and flows E into Merkle Swamp.
NCG09882,McPherson Creek,Creek,Stream,rises in NW Cumberland County and flows N into Little River.
NCG09890,Meadow Branch,Branch,Stream,"rises in S Orange County and flows SW into Chatham County, where it enters Ferrells Creek."
NCG09891,Meadow Branch,Branch,Stream,rises in W Wilkes County and flows S into Cole Creek.
NCG09892,Meadow Creek,Creek,Stream,"rises in E Watauga County and flows N into S Ashe County, where it enters New River."
NCG09893,Meadow Fork,Fork,Stream,rises in W Madison County and flows NE into Spring Creek.
NCG09894,Meadow Fork Creek,Creek,Stream,"rises in SW Alleghany County and flows SW into Ashe County, where it joins Laurel Fork Creek in forming Mulberry Creek."
NCG09909,Mears Fork Creek,Creek,Stream,rises in NE Guilford County and flows NE into Haw River near the Rockingham County line.
NCG09911,Meat Camp Creek,Creek,Stream,"rises in NE Watauga County and flows SE into South Fork New River. Named because early hunters had a camp there, to which they took hides and salted meat."
NCG09920,Medford Branch,Branch,Stream,rises in S Haywood County and flows NW into Browning Branch.
NCG09929,Meeting House Branch,Branch,Stream,rises in E central Wilson County and flows SW in an arc into Buck Branch. Name appears in local records as early as 1775.
NCG09931,Meetinghouse Branch,Branch,Stream,rises in N central Sampson County and flows SE into Great Coharie Creek.
NCG09935,Meherrin River,River,Stream,"rises in Virginia and flows S into North Carolina, where it forms the Hertford-Northampton county line for approx. 9 mi. and then flows SE across Hertford County into Chowan River. Appears as Pochike River on the Comberford map, 1657, and as Wayanock on the Hack map, 1684. Parker's Ferry has been operated across the Meherrin River near its mouth since the early years of the twentieth century."
NCG09940,Melrose Falls,Falls,Stream,SW Polk County on Big Fall Creek a short distance W of town of Tryon.
NCG09941,Melton Branch,Branch,Stream,rises in N Mitchell County and flows E into Left Fork Bean Creek.
NCG09942,Melton Creek,Creek,Stream,rises in NE Cherokee County and flows SE and SW into Valley River.
NCG09948,Memminger Creek,Creek,Stream,"rises in central Henderson County and flows NE into King Creek. Named for C. G. Memminger (1803-88), Confederate secretary of the treasury, who had a summer home at Flat Rock."
NCG09960,Meredith Branch,Branch,Stream,rises in N Yancey County and flows S into Cane River.
NCG09964,Merricks Creek,Creek,Stream,rises in S Pender County and flows NW and SW into Northeast Cape Fear River.
NCG09966,Merrill Cove Creek,Creek,Stream,rises in S Buncombe County and flows SE into Cane Creek.
NCG09967,Merrill Creek,Creek,Stream,rises near Black Knob in E Transylvania County and flows E into Cascade Lake [Little River].
NCG09970,Merrimon River,River,Stream,rises in central Carteret County and flows S into North River.
NCG09980,Messer Branch,Branch,Stream,rises in N Haywood County and flows NE into Teague Branch.
NCG09981,Messer Branch,Branch,Stream,rises in S central Swain County and flows SE into Bucknor Branch.
NCG09982,Messer Creek,Creek,Stream,"W Haywood County in Great Smoky Mountains National Park, rises near lat. 35°36'57"" N., long. 83°36'57"" W., and flows E into Rough Fork. Formerly known as Sugar Fork but changed to honor Elijah Messer, an early settler on the stream."
NCG09993,Mica City Creek,Creek,Stream,rises in NE Macon County and flows SW into Cowee Creek.
NCG09997,Michael Branch,Branch,Stream,rises in W Alamance County and flows S into Back Creek.
NCG10002,Midas Spring,Spring,Stream,"W central Mecklenburg County, 9 mi. from Charlotte. Discovered 1812 by a slave. Since 1871 commercially bottled water, high in magnesium and calcium content, has been available. Spring is located on a 40-acre tract, Midas Park."
NCG10003,Middens Creek,Creek,Stream,"a tidal creek about 1 mi. long near Smyrna, SE Carteret County. It flows SE into Core Sound. Named for Samuel Mittams or Middams."
NCG10006,Middle Creek,Creek,Stream,rises in S Transylvania County SE of Kelly Mountain and flows SW through Rainbow Lake into East Fork French Broad River.
NCG10007,Middle Creek,Creek,Stream,rises in S Yancey County and flows NE into South Toe River.
NCG10008,Middle Creek Falls,Falls,Stream,"on Middle Creek S of Rattlesnake Ridge, S Macon County."
NCG10011,Middle Falls,Falls,Stream,in Snowbird Creek between Upper Falls and Big Falls in SW Graham County. Water drops approx. 50 ft.
NCG10012,Middle Fork,Fork,Stream,rises in E Madison County and flows SW into Little Ivy Creek.
NCG10013,Middle Fork French Broad River,River,Stream,rises in S Transylvania County and flows NW into French Broad River.
NCG10014,Middle Fork Little Horse Creek,Creek,Stream,rises in NW Ashe County and flows E into Little Horse Creek.
NCG10019,Middle Fork [Barkers Creek],Fork,Stream,rises in W Jackson County and flows NE to join West Fork in forming Barkers Creek.
NCG10020,Middle Fork [Grassy Creek],Fork,Stream,rises in S Mitchell County and flows NE to join East Fork [Grassy Creek] in forming Grassy Creek.
NCG10021,Middle Fork [Hawk Branch],Fork,Stream,rises in N Yancey County and flows SW to join South Fork [Hawk Branch] in forming Hawk Branch.
NCG10022,Middle Fork [Lower Creek],Fork,Stream,rises in NE Caldwell County and flows SW into Zacks Fork.
NCG10023,Middle Fork [Raven Fork],Fork,Stream,rises in NE Swain County in Great Smoky Mountains National Park and flows SW to join Left Fork and Right Fork in forming Raven Fork [Oconaluftee River].
NCG10024,Middle Fork [Reddies River],Fork,Stream,rises in NW Wilkes County and flows SE to join North Fork [Reddies River] in forming Reddies River.
NCG10025,Middle Fork [Rock Creek],Fork,Stream,rises in S Yancey County and flows E to join North Fork [Rock Creek] in forming Rock Creek.
NCG10026,Middle Fork [South Fork New River],Fork,Stream,rises in S Watauga County on E limits of town of Blowing Rock and flows NE and then N to join East Fork and Flannery Fork in forming South Fork New River approx. 2 mi. SE of town of Boone.
NCG10027,Middle Fork [Upper Creek],Fork,Stream,rises in S Yancey County and flows SE to join South Fork [Upper Creek] in forming Upper Creek.
NCG10030,Middle Little River,River,Stream,"rises in E Caldwell County and flows SE into Alexander County, where it enters Lake Hickory on Catawba River."
NCG10034,Middle Peachtree Creek,Creek,Stream,rises in central Swain County and flows S into Peachtree Creek.
NCG10035,Middle Prong,Prong,Stream,rises in NE Pamlico County on the N side of Goose Creek Island and flows N into Pamlico River.
NCG10037,Middle Prong [Roaring River],Prong,Stream,is formed in N Wilkes County by the junction of Basin and Lovelace Creeks. It flows SE to join North Prong [Roaring River] in forming Roaring River.
NCG10038,Middle Prong [West Fork Pigeon River],Prong,Stream,is formed in S Haywood County by the junction of Haywood Gap Stream and Buckeye Creek and flows N into West Fork Pigeon River.
NCG10041,Middle Ridge Branch,Branch,Stream,rises in SE Mitchell County and flows S into Dicks Creek.
NCG10042,Middle River,River,Stream,"rises in SE Bertie County and flows NE into Cashie River. Named for the fact that along much of its course, it lies midway between Roanoke and Cashie Rivers."
NCG10052,Middleton Creek,Creek,Stream,rises in SE Chowan County and flows NE into Yeopim River.
NCG10061,Mike Branch,Branch,Stream,rises in NE Cherokee County and flows SE into Morris Creek.
NCG10075,Mill Branch,Branch,Stream,"rises in NW Bertie County and flows N into Hertford County, where it enters Ahoskie Creek."
NCG10076,Mill Branch,Branch,Stream,rises in N Franklin County and flows S into Sandy Creek.
NCG10077,Mill Branch,Branch,Stream,rises in NW Wilson County and flows S into Contentnea Creek.
NCG10079,Mill Brook,Brook,Stream,rises in N central Wake County and flows SE into Marsh Creek.
NCG10081,Mill Creek,Creek,Stream,rises in S Ashe County and flows S into South Fork New River.
NCG10082,Mill Creek,Creek,Stream,rises in NE Henderson County and flows SE into Hickory Nut Creek.
NCG10083,Mill Creek,Creek,Stream,rises in W Lincoln County and flows SE into Indian Creek.
NCG10084,Mill Creek,Creek,Stream,rises in S Onslow County and flows S into Alligator Bay.
NCG10085,Mill Creek,Creek,Stream,rises in S Stokes County and flows SE into Town Fork Creek.
NCG10086,Mill Creek,Creek,Stream,rises in N Warren County and flows NE into Hawtree Creek.
NCG10088,Mill Fork,Fork,Stream,"rises in SW Franklin County and flows SW into Wake County, where it enters Horse Creek."
NCG10098,Mill Pond Branch,Branch,Stream,rises in N Nash County and flows NE into Flat Rock Branch.
NCG10099,Mill Pond Creek,Creek,Stream,rises in N Pasquotank County and flows NW into Newland Drainage Canal.
NCG10101,Mill Run,Run,Stream,rises in central Onslow County and flows NE into Southwest Creek. See also Troublesome Creek.
NCG10104,Mill Station Creek,Creek,Stream,rises in NW Transylvania County and flows SE into Court House Creek.
NCG10105,Mill Stone Creek,Creek,Stream,rises in N Richmond County and flows SW into Rocky Fork Creek.
NCG10107,Mill Swamp Branch,Branch,Stream,rises in SW Johnston County and flows SE into Mill Creek.
NCG10108,Mill Swamp Creek,Creek,Stream,rises in E Robeson County and flows SE into Lumber River.
NCG10109,Mill Tail Creek,Creek,Stream,"rises in W Dare County and flows N and W into Alligator River. Appears on the Collet map, 1770, as Mill Creek."
NCG10110,Mill Timber Creek,Creek,Stream,rises in central Avery County and flows SW into Linville River.
NCG10117,Miller Branch,Branch,Stream,rises in E central Bertie County and flows N into Cricket Swamp.
NCG10118,Miller Branch,Branch,Stream,rises in W Yancey County and flows S into Fox Creek.
NCG10120,Miller Creek,Creek,Stream,rises in S Buncombe County and flows SE into Tweed Creek.
NCG10126,Millers Branch,Branch,Stream,rises in N central Avery County and flows NW into Cranberry Creek.
NCG10136,Mills Creek,Creek,Stream,rises in W Transylvania County and flows E into Toxaway River.
NCG10144,Millseat Branch,Branch,Stream,rises in NE Cherokee County and flows SW into Valley River.
NCG10157,Mince Branch,Branch,Stream,rises in W Jackson County and flows SW into Long Branch.
NCG10158,Mine Branch,Branch,Stream,rises in E Yancey County and flows SW into South Toe River.
NCG10159,Mine Creek,Creek,Stream,rises in N Wake County and flows S into Crabtree Creek.
NCG10160,Mine Fork,Fork,Stream,rises in N central Yancey County and flows NE into Jacks Creek.
NCG10161,Mine Fork Branch,Branch,Stream,rises in E Mitchell County and flows NW into Right Fork [Cane Creek].
NCG10171,Mineral Creek,Creek,Stream,rises in NE Buncombe County and flows NW to join Carter Creek in forming Stony Creek.
NCG10177,Mines Creek,Creek,Stream,rises in NW Bladen County and flows E into Cape Fear River.
NCG10179,Mingo Creek,Creek,Stream,rises in NE Swain County and flows NW into Raven Fork.
NCG10183,Mingus Creek,Creek,Stream,"in Great Smoky Mountains National Park, rises in NE Swain County and flows S and E into Oconaluftee River."
NCG10185,Mining Branch,Branch,Stream,rises in N central Transylvania County and flows SE into King Creek.
NCG10194,Mint Branch,Branch,Stream,rises in central Macon County and flows SW into Mill Creek.
NCG10203,Mirey Branch,Branch,Stream,rises in SE Onslow County and flows NE into Turpentine Creek.
NCG10205,Miry Branch,Branch,Stream,rises in W Nash County and flows E into Tar River.
NCG10206,Miry Gut,Gut,Waterway,"N central Carteret County, flows E into South River."
NCG10209,Miser Creek,Creek,Stream,rises in W Transylvania County and flows SE into Parker Creek.
NCG10210,Miss Creek,Creek,Stream,rises in SE Polk County and flows NE into Whiteoak Creek.
NCG10212,Mission Branch,Branch,Stream,rises in E Cherokee County and flows SW into Hiwassee River.
NCG10214,Mistletoe Creek,Creek,Stream,rises in N Cherokee County and flows SW into Tellicoe River.
NCG10216,Mitchell Branch,Branch,Stream,rises in central Yancey County and flows SE into Little Crabtree Creek.
NCG10219,Mitchell Cove Branch,Branch,Stream,rises in W Haywood County and flows SE into Jonathans Creek.
NCG10220,Mitchell Creek,Creek,Stream,rises in S Yancey County and flows NE into Timber Creek. See also Mitchell Falls.
NCG10221,Mitchell Falls,Falls,Stream,S Yancey County on Mitchell Creek. It was there that Elisha Mitchell fell to his death in June 1857.
NCG10225,Mitchell River,River,Stream,"rises in SE Alleghany County and flows E into Surry County, where it enters Yadkin River. Appears on the Collet map, 1770."
NCG10238,Moadam's Creek,Creek,Stream,rises in E Alamance County and flows W into Back Creek.
NCG10240,Moccasin Canal,Canal,Waterway,"E Washington County, drains from the N shore of Lake Phelps NE to Scuppernong River. Approx. 4.2 mi. long."
NCG10241,Moccasin Creek,Creek,Stream,rises in W Wilson County and flows S and SE into Contentnea Creek.
NCG10244,Moccasin River,River,Stream,a name sometimes applied to the lower part of Contentnea Creek after it has been joined by Little Contentnea Creek. The section of the creek lies on the Lenoir-Pitt county line.
NCG10248,Moffet Branch,Branch,Stream,rises in S Clay County and flows N into Shooting Creek.
NCG10255,Molasses Creek,Creek,Stream,"a tidal creek in SE Brunswick County, rises in the swampy NE part of Oak Island and flows E into Elizabeth River."
NCG10257,Mollie Branch,Branch,Stream,rises in W Avery County and flow E into Roaring Creek.
NCG10259,Molly Fork,Fork,Stream,rises in NE Rutherford County and flows SE and NE into First Broad River.
NCG10265,Mondine Branch,Branch,Stream,"rises in S Jones County and flows S into White Oak River. Probably named for the Mundine family, early settlers."
NCG10270,Monger Creek,Creek,Stream,rises in SE Macon County and flows NE into Lake Sequoyah.
NCG10284,Monteith Branch,Branch,Stream,rises in N Jackson County and flows SE into Scott Creek.
NCG10301,Moody Branch,Branch,Stream,rises in E Cherokee County and flows S into Peachtree Creek.
NCG10302,Moody Branch,Branch,Stream,rises in NE Swain County and flows N into Bunches Creek.
NCG10309,Moodys Mill Creek,Creek,Stream,rises in SW Watauga County and flows NE into Spice Bottom Creek.
NCG10310,Moon Creek,Creek,Stream,rises in W Caswell County and flows NE into Dan River.
NCG10311,Mooney Branch,Branch,Stream,rises in S Macon County and flows SE into Hemp Patch Branch.
NCG10314,Moore Branch,Branch,Stream,rises in S Watauga County and flows NW into Middle Fork [South Fork New River].
NCG10317,Moore Creek,Creek,Stream,rises in SW Buncombe County near Stony Knob and flows SE into Hominy Creek.
NCG10318,Moore Creek,Creek,Stream,rises in SW Macon County and flows SW into Nantahala River. Also known locally as Jarrett Creek.
NCG10323,Moore Springs Branch,Branch,Stream,"in Great Smoky Mountains National Park, rises in NW Swain County and flows SW into Twentymile Creek."
NCG10326,Moores Branch,Branch,Stream,rises in central Clay County between Church Branch and Moss Branch and flows S into Tusquitee Creek.
NCG10328,Moores Creek,Creek,Stream,"rises in NW Pender County and flows S into Black River. Sometimes referred to as Widow Moores Creek in the eighteenth century; probably named for the ""Widow Eliz Moore,"" who owned land adjacent as early as 1735. It was on the stream that the Battle of Moores Creek Bridge was fought on February 27, 1776, the first battle of the Revolutionary War in North Carolina. See also Currie."
NCG10340,Moravian Creek,Creek,Stream,rises in S Wilkes County and flows NE into Yadkin River. Named for the fact that Moravians had a grant from Earl Granville (see Granville District) there in the eighteenth century.
NCG10349,Morgan Branch,Branch,Stream,rises in N Buncombe County and flows N into McKinney Branch.
NCG10350,Morgan Branch,Branch,Stream,rises in central Clay County and flows NW then SW into Cold Branch.
NCG10352,Morgan Creek,Creek,Stream,rises in S Pender County and flows SW into Long Creek.
NCG10356,Morgan Mill Creek,Creek,Stream,rises in S Transylvania County and flows SE then NE into French Broad River.
NCG10360,Morgan's Branch,Branch,Stream,rises in N Wilson County and flows SE into Cattail Swamp.
NCG10369,Morris Creek,Creek,Stream,rises in NE Cherokee County and flows SE and SW into Valley River.
NCG10375,Morris Run,Run,Stream,rises in SW Beaufort County and flows NW into Chocowinity Creek.
NCG10377,Morrison Creek,Creek,Stream,rises in W Iredell County and flows E into Fourth Creek. Formerly known as Middle Fourth Creek.
NCG10382,Morrow Branch,Branch,Stream,rises in S Madison County and flows S into Little Sandymush Creek.
NCG10383,Morrow Creek,Creek,Stream,rises in S Rutherford County and flows NE into Second Broad River.
NCG10389,Morton Creek,Creek,Stream,rises in W Transylvania County and flows SE into South Fork Flat Creek.
NCG10396,Moseley Creek,Creek,Stream,"rises in NW Lenoir County and flows SE into Falling Creek. Named for Matthew Moseley, who settled there about 1770."
NCG10403,Moses Branch,Branch,Stream,rises in N Yancey County and flows E into Jacks Creek.
NCG10404,Moses Creek,Creek,Stream,formed by junction of East Fork and West Fork in N Jackson County and flows SW into Caney Fork.
NCG10409,Moss Branch,Branch,Stream,rises in E Macon County and flows S into Little Buck Creek.
NCG10415,Mossy Branch,Branch,Stream,rises in W Haywood County and flows SE into Cataloochee Creek.
NCG10416,Motes Creek,Creek,Stream,rises in SE Alamance County and flows S into Haw River.
NCG10417,Mott Creek,Creek,Stream,rises in E Onslow County and flows NW into Northeast Creek.
NCG10420,Motts Falls,Rapids,Stream,"rapids in the Yadkin River, S Davidson County near the mouth of Riles and Ellis Creeks. The rapids extend approx. 8/10 of a mi. and drop 13½ ft., having 6 nearly vertical falls of from 6 in. to 2 ft. each."
NCG10421,Moulder Branch,Branch,Stream,rises in S Alamance County in the Cane Creek Mountains and flows SE into Cane Creek. Also known as Foust's Creek.
NCG10470,Mount Pleasant Creek,Creek,Stream,rises in E Randolph County and flows SW into Sandy Creek.
NCG10478,Mount Sterling Creek,Creek,Stream,rises in W Haywood County and flows NE into Pigeon River.
NCG10490,Mountain Branch,Branch,Stream,rises in N Stokes County and flows E into Snow Creek.
NCG10491,Mountain Canal,Canal,Waterway,"E Washington County, extends NE from Lake Phelps to Scuppernong River."
NCG10492,Mountain Creek,Creek,Stream,rises in W Gaston County and flows SW into Long Creek.
NCG10497,Mountain Island Branch,Branch,Stream,rises in W Madison County and flows NE into French Broad River.
NCG10501,Mountain Run,Run,Stream,rises in E Caldwell County and flows S into Upper Little River.
NCG10502,Mountain Run Creek,Creek,Stream,"rises in W Rockingham Creek and flows into Mayo River. Named for Cedar Point Mountain, where creek originates."
NCG10503,Mountain Tea Branch,Branch,Stream,"rises near Henry Mountain in S Transylvania County and flows S into East Fork French Broad River. Named for the abundance of wintergreen that grows near the branch, the herb from which ""mountain tea"" is made."
NCG10508,Mountainside Branch,Branch,Stream,rises in S Macon County and flows NW into Big Mooney Branch.
NCG10510,Mouse Creek,Creek,Stream,"W Haywood County in Great Smoky Mountains National Park, rises near lat. 35°42'22"" N., long. 83°07'17"" W., and flows NW into Big Creek. The name is an Indian one."
NCG10516,Moyes Run,Run,Stream,rises in E Pitt County and flows SE into Broad Run.
NCG10521,Mucky Branch,Branch,Stream,rises in N Durham County and flows NE into Little River.
NCG10523,Mud Creek,Creek,Stream,"rises in N Wake County and flows S into Horse Creek. Known previously as Mutton Creek, as shown on several nineteenth-century maps."
NCG10526,Mudcut Branch,Branch,Stream,rises in SW Swain County and flows SE into Nantahala River.
NCG10527,Muddy Branch,Branch,Stream,rises in Green Swamp in W central Brunswick County and flows NE and N into Juniper Creek.
NCG10528,Muddy Creek,Creek,Stream,is formed in NE McDowell County by the junction of North Muddy Creek and South Muddy Creek and flows NE into the Catawba River in W Burke County.
NCG10531,Muddy Fork,Fork,Stream,rises in E Cleveland County and flows SW into Buffalo Creek.
NCG10532,Muddy Fork Creek,Creek,Stream,rises in N central Alexander County and flows SW into Lower Little River.
NCG10535,Mulatto Branch,Branch,Stream,rises in S Lee County and flows SE into Little Juniper Creek.
NCG10539,Mulberry Branch,Branch,Stream,"rises in Green Swamp, SW Brunswick County, and flows SW into Shallotte River."
NCG10540,Mulberry Creek,Creek,Stream,rises in NE Onslow County and flows SE into White Oak River.
NCG10541,Mulberry Creek,Creek,Stream,"rises in N Wilkes County and flows SE into Yadkin River. Appears as Mulberryfield on the Collet map, 1770."
NCG10549,Mull Creek,Creek,Stream,rises in N Catawba County and flows NE into Lyle Creek.
NCG10550,Mull Creek,Creek,Stream,rises in E Jackson County and flows SW into Caney Fork.
NCG10552,Mullet Gut,Gut,Waterway,a stream that rises in W Carteret County and flows SE into Starkey Creek.
NCG10568,Murphy Branch,Branch,Stream,rises in E Yancey County and flows W into South Toe River.
NCG10569,Murphy Falls,Falls,Stream,on Big Crabtree Creek on the Mitchell-Yancey county line.
NCG10572,Murray Branch,Branch,Stream,rises in W Madison County and flows SW into French Broad River.
NCG10574,Murray Creek,Creek,Stream,rises in S central Henderson County and flows N into Greer Creek.
NCG10580,Muskrat Branch,Branch,Stream,rises in SE Clay County and flows NW into Shooting Creek.
NCG10581,Muskrat Creek,Creek,Stream,rises in central Macon County and flows E into Cartoogechaye Creek.
NCG10582,Mussel Run,Run,Stream,rises in E Greene County and flows SW into Contentnea Creek.
NCG10583,Musselshell Creek,Creek,Stream,rises in NE Jones County and flows SW into Trent River.
NCG10590,Myers Branch,Branch,Stream,rises in NW Swain County and flows SW into Fontana Lake.
NCG10605,Nahunga Creek,Creek,Stream,rises in W Duplin County and flows NE into Goshen Swamp.
NCG10610,Naked Creek,Creek,Stream,"rises in SE Montgomery County and flows SE into Richmond County. At the Moore-Richmond county line, it joins Drowning Creek in forming Lumber River."
NCG10611,Naked Creek,Creek,Stream,rises in SW Wilkes County and flows E into Lewis Fork Creek.
NCG10618,Nancy Hawkins Branch,Branch,Stream,rises in NE Cherokee County and flows NW into Graybeard Creek. Named for an Indian woman.
NCG10621,Nane Branch,Branch,Stream,rises in central Clay County and flows NW into Cold Branch.
NCG10631,Nantahala River,River,Stream,"rises in SW Macon County and flows NW to the Clay-Macon county line, which it forms for a part of its course; it then flows into Graham County, where it enters Little Tennessee River. See also Camp Branch Falls."
NCG10650,Nations Creek,Creek,Stream,rises in W Jackson County and flows NE into Tuckasegee River.
NCG10651,Nattie Branch,Branch,Stream,rises in S Clay County and flows N into Giesky Creek.
NCG10659,Neal Branch,Branch,Stream,rises in S Wake County and flows E into Swift Creek.
NCG10660,Neal Creek,Creek,Stream,short stream in N central Carteret County that flows NE into South River.
NCG10661,Neal Gut,Gut,Waterway,"a narrow, water-filled defile in central Franklin County that empties into Tar River."
