name,wikidata_id,human,discogs_id,type,originate_from,ncg_id,Period (start),Period (end),genre,description
Richard Trice,Q27892483,TRUE,2490303,singer,Chapel Hill,NCG02888,"November 16, 1917","April 6, 2000",Blues,"Richard Trice (November 16, 1917 – April 6, 2000) was an American blues guitarist, singer and songwriter. He released two singles. He lived most of his life in his native North Carolina and played in its regional blues style, often referred to as Piedmont blues, East Coast blues, or more generally country blues."
Rick Seibold,Q7331726,TRUE,,singer-songwriter|guitarist,Wilmington,NCG16454,"April 16, 1983",,pop music,"Rick Seibold (/ˈsaɪboʊld/ SY-bohld; born April 16, 1983) is an American singer and songwriter from Wilmington, North Carolina, now based in Los Angeles. Seibold has received considerable recognition as an independent recording artist from his debut record ""That's the Day"". He has worked with artists such as Lee DeWyze, David Archuleta, Katelyn Tarver, Kat DeLuna, and Alex Lambert. As a producer, he has received two GMA Dove Awards for his work with Bethel Music."
Clarence L. Partee,Q17984440,TRUE,,musician|mandolinist|composer|music pedagogue|classical guitarist|banjoist,Concord,NCG03409,"January 20, 1864","April 17, 1915",classical music,"Clarence Lockhart Partee (born Concord, North Carolina January 20, 1864, died Manhattan, New York April 17, 1915) was an American composer and arranger and music publisher. He was also founder, editor and publisher of The Cadenza magazine, and devoted his life to teaching and advancing the banjo, mandolin and guitar, arranging more than 150 works for these three instruments. He was a charter member of the American Guild of Banjoists, Mandolinists & Guitarists, now two separate organizations, the American Guild of Music and the Fretted Instrument Guild of America . Partee took up the banjo as a profession after his parents died before he was 14, and he moved to Chicago to pursue that goal. In 1881 he began an office manager for the J. B. Schall banjo company, giving banjo lessons and meeting prominent banjo players of the time, including E. M. Hall. He also began studying the guitar and the mandolin. He became a soloist performer, traveling the country and teaching the banjo, guitar and mandolin. He also composed music and became a music publisher. Places he traveled included Chicago, Cincinnati, St. Louis, Omaha and Kansas City."
Skeeter Best,Q123263,TRUE,636540,jazz musician|jazz guitarist,Kinston,NCG08255,"November 20, 1914","May 27, 1985",jazz,"Clifton ""Skeeter"" Best (November 20, 1914 – May 27, 1985) was an American jazz guitarist. Best played in Philadelphia from 1935 to 1940, recording with Slim Marshall and Erskine Hawkins. In 1940, he joined Earl Hines's orchestra, playing with him until he joined the U.S. Navy in 1942. After the war, he played with Bill Johnson from 1945 to 1949. He toured East Asia with Oscar Pettiford in 1951 and 1952, and formed his own trio in the 1950s. He did a critically acclaimed session with Ray Charles and Milt Jackson in 1957 called Soul Brothers. In 1958, he recorded with Mercer Ellington and taught in New York City. He also recorded with Harry Belafonte, Etta Jones, Nellie Lutcher, Milt Hinton, Osie Johnson, Paul Quinichette, Jimmy Rushing, Sonny Stitt, Charles Thompson, and Lucky Thompson."
Guitar Gabriel,Q5616732,TRUE,630938,singer-songwriter,Winston-Salem,NCG16525,"October 12, 1925","April 2, 1996",blues,"Robert Lewis Jones (October 12, 1925 – April 2, 1996), known as both Guitar Gabriel and Nyles Jones, was an American blues musician. Gabriel's unique style of guitar playing, which he referred to as ""Toot Blues"", combined Piedmont, Chicago, and Texas blues, as well as gospel, and was influenced by artists such as Blind Boy Fuller and Reverend Gary Davis. After hearing of Guitar Gabriel from the late Greensboro, North Carolina blues guitarist and pianist, James ""Guitar Slim"" Stephens, musician and folklorist Tim Duffy located and befriended Gabriel, who was the inspiration for the creation of the Music Maker Relief Foundation. Gabriel wore a trademark white sheepskin hat, which he acquired while traveling and performing with Medicine Shows during his late 20s."
Max Drake,Q107439916,TRUE,,musician|guitarist,Burlington,NCG02198,"June 1, 1952",,Blues,"Max Voorhees Drake II (born June 1, 1952) is an American blues guitarist and songwriter from Yanceyville, North Carolina. He has performed with musicians such as B.B. King, Bo Diddley, Chuck Berry, Lightnin' Hopkins, and Nappy Brown."
Mike Dean,Q3857378,TRUE,185594,musician,Raleigh,NCG12430,"August 24, 1963",,crossover thrash,"Thomas Michael Dean (born August 24, 1963) is an American musician who is the bassist for heavy metal band Corrosion of Conformity. Dean sang on the band's early recordings from their crossover thrash era before leaving the band in 1987. In 1989, Dean, along with C.O.C. guitarist Woody Weatherman and Brian Walsby on drums, released the Snake Nation album via Caroline Records. Dean rejoined C.O.C. as the bassist and occasional vocalist in 1993 and has remained with the band since. From 2010 through 2020, the original lineup of Corrosion of Conformity consisting of Dean, Reed Mullin, and Woody Weatherman, were again performing and recording as a three-piece, until Mullin’s death in 2020. Along with several production and engineering credits, Dean also collaborated with Dave Grohl on the Probot song ""Access Babylon"", a return to the punk/metal fusion of old. He was also the producer and engineer for Vampire Circus, an album by Maryland-based doom metal band Earthride released in 2005 by Southern Lord Records. He served as touring bassist for Vista Chino in 2013 and played bass on the song ""As You Wish"", on Vista Chino's 2013 album Peace. Dean currently plays bass for Lightning Born, a four-piece out of Raleigh, North Carolina formed in 2016."
Millard Powers,Q6858519,TRUE,290158,audio engineer|singer-songwriter|pianist|record producer|guitarist,Greensboro,NCG06266,"December 24, 1965",,rock music,"Avery Millard Powers III (born December 24, 1965) is an American musician, songwriter, record producer, and Grammy-nominated recording engineer. While a student at the University of North Carolina at Greensboro in the 1980s, he collaborated with fellow student Ben Folds and with Alabama-based singer-songwriter Owsley, both of which he continued to work with as a musician and as a producer for the next several decades. Since 2005 he has played bass guitar in the band Counting Crows."
Mitch Easter,Q3091350,TRUE,228959,musician|composer|record producer|songwriter,Winston-Salem,NCG16525,"November 15, 1954",,power pop,"Mitchell Blake Easter (born November 15, 1954) is a musician, songwriter, and record producer. Frequently associated with the jangle pop style of guitar music, he is known as producer of R.E.M.'s early albums from 1981 through 1984, and as frontman of the 1980s band Let's Active."
Paul Waggoner,Q7154198,TRUE,917176,guitarist,North Carolina,NCG10905,"February 10, 1979",,thrash metal,"Paul Andrew Waggoner is the lead guitarist of American progressive metal band Between the Buried and Me. A fan of progressive music, he is heavily inspired by John Petrucci, Pat Metheny, Allan Holdsworth and Steve Vai, amongst others. He formerly played guitar in the metalcore bands, From Here On and Prayer for Cleansing. He had also played live guitar as needed for Lamb of God between 2010 and 2014."
Peter Holsapple,Q7174717,TRUE,306085,musician|songwriter|guitarist,Winston-Salem,NCG16525,"February 19, 1956",,pop music,"Peter Livingston Holsapple (born February 19, 1956) is an American musician, who formed, along with Chris Stamey, the dB's, a jangle-pop band from Winston-Salem, North Carolina. He became the band's principal songwriter and singer after Stamey's departure. The band, with Stamey back in the fold, reformed with new material in 2005–2006."
Tal Farlow,Q489424,TRUE,339515,jazz musician|guitarist|jazz guitarist,Greensboro,NCG06266,"June 7, 1921","July 25, 1998",jazz,"Talmage Holt Farlow (June 7, 1921 – July 25, 1998) was an American jazz guitarist. He was nicknamed ""Octopus"" because of how his large, quick hands spread over the fretboard. As Steve Rochinski notes, ""Of all the guitarists to emerge in the first generation after Charlie Christian, Tal Farlow, more than any other, has been able to move beyond the rhythmic, melodic, and harmonic vocabulary associated with the early electric guitar master. Tal's incredible speed, long, weaving lines, rhythmic excitement, highly developed harmonic sense, and enormous reach (both physical and musical) have enabled him to create a style that clearly stands apart from the rest."" Where guitarists of his day combined rhythmic chords with linear melodies, Farlow placed single notes together in clusters, varying between harmonically enriched tones. As music critic Stuart Nicholson put it, ""In terms of guitar prowess, it was the equivalent of Roger Bannister breaking the four-minute mile."""
Allen Bunn,Q16526251,TRUE,680559,singer|guitarist|singer-songwriter,Bailey,NCG00492,"September 24, 1923","August 21, 1977",blues,"Allen Rathel Bunn (September 24, 1923 – August 21, 1977), who was sometimes credited as Alden Bunn and who performed as Tarheel Slim, was an American singer, guitarist and songwriter whose work spanned gospel, blues, doowop, R&B, pop, and rockabilly. After singing in various gospel groups he became a member of The Larks before recording with his wife Anna Lee ""Little Ann"" Sandford, and then as a solo performer."
Mitch Mills,Q6880960,TRUE,,musician|songwriter,North Carolina,NCG10905,,,rock|pop,"Mitch Mills is an American musician. He is a guitar player and songwriter. Mills has worked as a Los Angeles session guitarist and with bands such as the UK's Rumble and Mitch Mills & LA4773. Currently, he is an active member of the band . He lives in Los Angeles, California."
Corrosion of Conformity,Q1135391,FALSE,46844,musical group,Raleigh,NCG12430,1982,present,hardcore punk|metalcore,"Corrosion of Conformity (also known as COC) is an American heavy metal band from Raleigh, North Carolina, formed in 1982. The band has undergone multiple line-up changes throughout its existence, with guitarist Woody Weatherman as the sole constant member. Weatherman, founding bassist Mike Dean, founding drummer Reed Mullin, and vocalist and rhythm guitarist Pepper Keenan (who joined the band in 1989) are widely regarded as its 'classic' line-up. After a hiatus in 2006, Corrosion of Conformity returned in 2010 without Keenan, who had been busy touring and recording with Down, but announced their reunion with him in December 2014. The band started as a hardcore punk band but later moved towards a slower and blues-tinged heavy metal sound. To date, the band has released ten studio albums, four EPs, one compilation, and one live album. Their first three studio albums―Eye for an Eye (1984), Animosity (1985) and Blind (1991)―attracted the attention of Columbia Records, who signed the band in 1993. Corrosion of Conformity found success with the release of their 1994 fourth studio album, Deliverance, which peaked at number 155 on the Billboard 200 and spawned the hits ""Albatross"" and ""Clean My Wounds"". Their 1996 follow-up Wiseblood was also successful, and at the time, it was the band's highest-charting album in the United States, peaking at number 104 on the Billboard 200. Their latest album, No Cross No Crown, was released in 2018 and became the band's first album to enter the top 100 on the Billboard 200, where it peaked at number 67."
Young and in the Way,Q8058534,FALSE,2566230,musical group,Charlotte,NCG02916,2009,2018,crust punk,"Young and in the Way was a blackened crust band from Charlotte, North Carolina, formed in 2009. Their music was described as ""cold, hard and loud."" They were formerly signed to Deathwish Inc."
Snake Nation,Q7547041,FALSE,326433,musical group,Raleigh,NCG12430,1989,,hardcore punk,"Snake Nation was an American rock band consisting of Corrosion of Conformity members Mike Dean and Woody Weatherman, along with comic artist Brian Walsby on drums. While COC was on hiatus in 1989, Snake Nation released one self-titled album via Caroline Records. It features a cover of Blue Cheer's song ""Babylon"". The music was a blend of the aggressive hardcore of early-stage COC, with a slower, heavier Black Sabbath influence. The band played three shows before COC reformed with a new lineup."
Double Negative,Q5299852,FALSE,984904,musical group,Raleigh,NCG12430,2006,2013,punk rock,"Double Negative was an American hardcore punk band from Raleigh, North Carolina, United States. Guitarist Scott Williams (aka: Epic Warfare) previously played in American Lore (with Mike Dean from Corrosion of Conformity), Fight 4 Life, Second Coming, Days Of..., Dixie Automotive, Garbageman, Daddy and Volcanoes. Original drummer Brian Walsby had been in California's Scared Straight, Willard, Shiny Beast and Patty Duke Syndrome (with Ryan Adams), as well as Wwax, Daddy, Siberian, Snake Nation (with Mike Dean and Woody Weatherman of C.O.C.) and even the final Polvo line-up that recorded Shapes before they disbanded. Original singer Kevin Collins (aka: KC) was in Subculture, Days Of and Erectus Monotone. Bassist Justin Gray was in Dixie Automotive, Big Dan, Willard, Garbageman, The Rails, and The Step Gods. In 2011, both Walsby and Collins left the band for personal reasons. Charlotte, North Carolina native Bobby Michaud was asked to play drums and Cameron Craig took over vocal duties. Their debut album, The Wonderful and Frightening World of... came out on No Way Records in 2007. The three-song Raw Energy EP was released in 2008. A burglarized practice space in December 2009 delayed their next release when a 16-track portable Korg was stolen containing the almost-complete LP. The band was finally able to deliver their sophomore release, Daydreamnation, on July 27, 2010. They played the Hidden World Festival in Toronto, Canada in October 2007, and had an eight-page feature interview in the August 2008 edition of Maximumrocknroll (issue No. 303). In September 2010, they toured Europe for a handful of dates, supporting Daydreamnation. In 2012, the band played Austin, Texas's Chaos in Tejas Festival, completed a full US summer tour, opened for Off! and Negative Approach on a two-week stretch of dates, and are slotted to continued as support for Off! and The Spits late that year. The band split up in 2013."
Weedeater,Q7979339,FALSE,343797,musical group,Wilmington,NCG16454,1998,present,stoner rock,"Weedeater are an American stoner metal band formed in Wilmington, North Carolina in 1998. The group's most recent album, Goliathan, was released on May 19, 2015."
Æther Realm,Q84359995,FALSE,,musical group,Greenville,NCG06268,2010,present,melodic death metal,"Æther Realm is an American heavy metal band from Greenville, North Carolina. Their music is a blend of melodic death metal and folk metal, with lyrical themes of fantasy and mythology. The band's influences include Wintersun and Children of Bodom. They have been active since 2010, and have released three studio albums."
Alesana,Q3672076,FALSE,835497,musical group,Raleigh,NCG12430,2004,present,hardcore punk|alternative rock|post-hardcore,"Alesana (/ˌælɪsˈænə/ AL-iss-AN-ə) is an American post-hardcore band from Raleigh, North Carolina. The group was founded by Shawn Milke, Dennis Lee and Patrick Thompson during the fall of 2004, and is currently signed to Revival Recordings and Artery Recordings. Alesana has collectively released three EPs and five full-length studio albums. The band gained a wide audience after their debut, On Frail Wings of Vanity and Wax was released, featuring a musical style shifting between light and heavy sounds along with a wide influence ranging from pop, punk, metal and even classic rock bands such as the Beatles. Their audience grew heavily after the release of their third album, The Emptiness, which released in early-2010. Their band name is derived from street named Aliceanna Street, which was the street that vocalist/rhythm guitarist Shawn Milke and lead guitarist Patrick Thompson grew up on, in Baltimore."
Prayer for Cleansing,Q7239017,FALSE,675573,musical group,Raleigh,NCG12430,1996,2004,metalcore,"Prayer for Cleansing was a metalcore band from Raleigh, North Carolina. The band is noted for their extreme metal (death/black metal) influence that was a little more prominent in their music than other metalcore bands at the time. They are also notable for being an early musical starting point for three members of Between the Buried and Me (Paul Waggoner, Will Goodyear and Tommy Giles Rogers) who played in the band."
Sanctity,Q1715150,FALSE,816853,musical group,Asheville,NCG00366,1998,2008,thrash metal,"Sanctity was an American thrash metal band from Asheville, North Carolina, United States. They formed in 1998 and released Road to Bloodshed on April 24, 2007. They were in the midst of writing material for another album, with an undisclosed new vocalist, which did not have a chance to come to fruition before the band's dissolution in 2008. Founder, songwriter and lead guitarist Zeff now has a separate project named Graveyard Fields and Jeremy, Jared and Derek also have a project together."
FireHouse,Q1330704,FALSE,493582,musical group,Charlotte,NCG02916,1989,present,hard rock,"FireHouse is an American rock band that formed in Richmond, Virginia, before moving to Charlotte, North Carolina, where they were signed to Epic Records in 1989. The band reached stardom during the early 1990s with hit singles like ""Reach for the Sky"", ""Don't Treat Me Bad"" and ""All She Wrote"", as well as their signature power ballads ""I Live My Life for You"", ""Love of a Lifetime"" and ""When I Look Into Your Eyes"". At the 1992 American Music Awards, FireHouse won the award for ""Favorite New Heavy Metal/Hard Rock Artist"". As the 1990s progressed, the band remained very popular in Asia, mainly in Southeast Asian countries such as Japan, Thailand, India, Malaysia, Philippines, Indonesia and Singapore. They also maintained popularity in South America and Europe. FireHouse continued to release new material throughout the late 1990s and into the early 2000s, most of which successfully charted in Japan. The band has also continued to tour internationally, having participated twice in the annual Rock Never Stops Tour with other bands from the same genre. FireHouse is estimated to have sold over 7 million albums worldwide since their debut. Originally composed of vocalist/keyboardist C. J. Snare, guitarist Bill Leverty, drummer Michael Foster and bassist Perry Richardson, the band has maintained its original members with the exception of Richardson, who departed in 2000. Richardson was replaced two times before current bassist, Allen McKenzie, was given the position in 2004."
Glass Casket,Q906478,FALSE,987564,musical group,Winston-Salem,NCG16525,2001,present,deathcore,"Glass Casket is a deathcore band from Winston-Salem, North Carolina. They were originally called Gadrel when releasing their first demo To Cherish a Falsity. The band formed after several members' previous band Narayan broke up. Dustie Waring and Blake Richardson are also members of Between the Buried and Me, and Adam Cody is a member of metal band Wretched and the grindcore band Columns. Jake Troth, who joined Glass Casket prior to the recording of A Desperate Man's Diary, also played in Columns, but left the band in 2007. Guitarist Dustie Waring has stated on Between the Buried and Me's message board that Glass Casket is writing a new record, and were set to be releasing it sometime in 2013, stating it will be more ""brutal"" than A Desperate Man's Diary. In January 2014, Glass Casket announced Wes Hauch (formerly of The Faceless) as their new guitarist."
Loincloth,Q6668136,FALSE,1515108,musical group,Raleigh,NCG12430,2000,present,heavy metal,"Loincloth is an American heavy metal band whose members hail from Raleigh, North Carolina and Richmond, Virginia."
Daylight Dies,Q2594029,FALSE,291500,musical group,Asheville,NCG00366,1996,present,death metal,"Daylight Dies is a melodic death-doom band from North Carolina, United States."
Sun Red Sun,Q3486869,FALSE,2193896,musical group,Jamestown,NCG07783,1991,1994,heavy metal,"Sun Red Sun was an American heavy metal project created by guitarist Al B. Romano. It also featured several prominent musicians: vocalists Ray Gillen of Badlands and Black Sabbath, and John West of Artension and Royal Hunt; drummer Bobby Rondinelli of Rainbow; bassists Mike Starr of Alice in Chains and John McCoy of Gillan; and lead guitarist Chris Caffery of Savatage and Trans-Siberian Orchestra."
Decyfer Down,Q625353,FALSE,2128020,musical group,Morehead City,NCG10345,1999,present,Christian rock,"Decyfer Down is an American Christian rock band formed in 1999 and based in Morehead City, North Carolina, United States. Until 2002 – the year that Christopher Clonts joined the band – they went by the moniker Allysonhymn (pronounced All-eyes-on-Him). Decyfer Down is well known in Christian music, but the band is also known for their mainstream success, having toured with bands like Puddle of Mudd and Breaking Benjamin."
Bloody Hammers,Q19867570,FALSE,3029404,musical group,Transylvania County,NCG15342,2010,present,doom metal,"Bloody Hammers is an American hard rock band, founded in 2010 by Anders Manga in Transylvania County, North Carolina, United States. Manga is the primary producer, singer, songwriter, and instrumentalist. Bloody Hammers' music straddles a range of genres including heavy metal, gothic rock, doom metal, and psychedelic rock. The touring band features a revolving lineup with Manga and keyboardist Devallia being the only permanent live members. Devallia also contributes keyboard parts to recordings and is sometimes credited as a co-producer. In 2012, the self-titled Bloody Hammers album was released along with a video on YouTube for the song “Fear No Evil”. In 2014, the band signed to Napalm Records and released their second album, Under Satan's Sun, in May. This album was followed by a European tour. The band's latest album, Songs of Unspeakable Terror, was released in 2021."
Kill Devil Hill,Q1727232,FALSE,592596,musical group|supergroup,Kill Devil Hills,NCG08202,2011,present,heavy metal,"Kill Devil Hill is an American rock supergroup, founded in 2011 by drummer Vinny Appice (former Black Sabbath, Heaven & Hell, and Dio), bassist Rex Brown (former Pantera and Down), guitarist Mark Zavon, and lead vocalist Dewey Bragg. The band is named after the town of Kill Devil Hills, North Carolina, a location renowned from pirating days. The band's sound has been described as ""heavy and modern without succumbing to typical contemporary hardcore trappings – indecipherable vocals or overused blast beats."""
A Hero A Fake,Q4657291,FALSE,1329073,musical group,Charlotte,NCG02916,2004,2013,punk rock,"A Hero A Fake was an American metalcore band from Charlotte, North Carolina, United States. Forming in 2004, they signed to Victory Records in July 2008. Their debut album Volatile was released in October 2008 and their follow up Let Oceans Lie released in January 2010."
Beloved,Q4884596,FALSE,202713,musical group,Kernersville,NCG08174,1999,present,punk rock,"Beloved is an American post-hardcore band from Kernersville, North Carolina, United States."
Thunderlip,Q7799165,FALSE,3838710,musical group,Wilmington,NCG16454,2003,2015,rock & roll,"Thunderlip is a rock & roll band from Wilmington, North Carolina. Thunderlip began in 2003. They started off playing shows locally in 2004, and quickly got picked up by Lucid Records ( now defunct ) and put out their ""S/T"" release in June 2005. They toured heavily on this release and the record peaked to No. 90 on the CMJ charts. Through extensive tours they landed clothing and shoe endorsements from Matix Clothing and DVS Shoes. They were also endorsed by Vestal Watch and Electric Visual. They played many surf expos, and in late 2005 they were voted best metal band by Fuel TV. They continued touring on the S/T release throughout most of 2006, and in early 2007 they tracked their second release ""The Prophecy"". This was also released by Lucid Records. They did several tours for this record, including the Props Visual Road Fools BMX tour (which included such riders as Mat Hoffman, Mike Aitken, and Chase Hawk). The tour also included Lucero, and was sponsored by Levi's. The band slowed down in early 2009 and later that year founding member/guitarist James Yopp joined another North Carolina based band Valient Thorr, eventually leading to a long-term hiatus for Thunderlip. The hiatus ended in late 2012 when The band re-grouped to begin working on new material. On December 2013 original members Chuck Krueger, Johnny Collins, James Yopp and new guitarist Johnny Yeagher have recorded a new album entitled ""Sunday Driving"". Later self released in 2015. On January 14, 2018, they announced, ""We’re taking a bunch of months off to write and record some songs..."" via Facebook."
Buzzoven,Q3647810,FALSE,349556,musical group,Salisbury,NCG13279,1990,present,sludge metal,"Buzzoven (typeset Buzzov•en) is an American heavy metal band from Salisbury, North Carolina, formed in 1990. The band was known for being one of the founders of the sludge genre along with NOLA's Eyehategod and Acid Bath, and also for their out-of-control and violent live shows. The band in its early days toured heavily around the United States and built up a cult following leading up to the release of their debut album, To a Frown (1993), which caught the attention of Roadrunner Records, who released the band's second album Sore (1994). The band was dropped by Roadrunner, and from then on have gone through several periods of being split-up and reformed, with the only constant member having been Kirk Fisher. In 2018, the band toured the Southern US as one of the opening acts for Eyehategod."
Soulpreacher,Q7564524,FALSE,38639,musical group,Raleigh,NCG12430,1998,present,doom metal,"Soulpreacher is an American progressive doom metal band from Raleigh, North Carolina, United States. Influenced by Pink Floyd, My Dying Bride, and Anathema, their music focuses on similar themes of isolation and desperation."
Sourvein,Q7565219,FALSE,596109,musical group,Cape Fear,NCG02548,1993,present,sludge metal,"Sourvein is an American sludge metal band that formed in Cape Fear, North Carolina during 1993. The band has released four full-length albums, three EPs, and various 7"" splits."
Between the Buried and Me,Q850616,FALSE,428600,rock group,Raleigh,NCG12430,2000,present,progressive metal|mathcore|avant-garde metal|technical death metal|experimental rock|deathcore,"Between the Buried and Me, often abbreviated as BTBAM, is an American progressive metal band from Raleigh, North Carolina. Formed in 2000, the band consists of Tommy Giles Rogers Jr. (lead vocals, keyboards), Paul Waggoner (lead guitar, backing vocals), Dustie Waring (rhythm guitar, lead guitar), Dan Briggs (bass, keyboards), and Blake Richardson (drums). Their debut eponymous album was released through Lifeforce Records in 2002, shifting to Victory Records for subsequent releases until their signing to Metal Blade in 2011, where Between the Buried and Me released their first extended play, The Parallax: Hypersleep Dialogues that year, and its full-length follow-up The Parallax II: Future Sequence the following year. Their seventh studio album, Coma Ecliptic, was released in July 2015. Their eighth album Automata I was released in March 2018, and their ninth album, Automata II, was released in July 2018. Their tenth album, Colors II (a follow up to 2007's Colors), was released in August 2021."
Hour of 13,Q15053022,FALSE,1039914,musical group,Hickory,NCG06925,2006,2013,doom metal,"Hour of 13 is an American doom metal band that formed in Hickory, North Carolina in 2006 and is currently signed to . Taking their name from the film titled City of the Dead. The band combines doom metal with a traditional heavy metal sound."
To Speak of Wolves,Q4051538,FALSE,2879192,musical group,Greensboro,NCG06266,2007,present,punk rock,"To Speak of Wolves is an American metalcore band from Greensboro, North Carolina, United States, formed in 2007. The band has released three full-length studio albums, Myself < Letting Go, Find Your Worth, Come Home, and Dead in the Shadow. The band was founded by Phil Chamberlain, the brother of Underoath frontman and now the frontman for Sleepwave, Spencer Chamberlain, Aaron Shelton and Chris Shelton formerly of the Human Flight Committee, Drew Fulk, and Matthew Goldfarb."
Airiel Down,Q15053484,FALSE,,musical group,Raleigh,NCG12430,2003,present,indie rock,"Airiel Down is an American rock band from Raleigh, North Carolina. The band consists of lead vocalist Beaux Foy, drummer Taylor Traversari, guitarist Michael Abe, bassist Lani Abe, and guitarist Gordon Harris. The group released its debut album, Vision, in 2006, which garnered acclaim from critics for its tight rhythms, high energy, and first-rate musicianship. Their 2009 album, Shine, received the same kind of praise and included the song ""Hurricane Warning,"" which is played at every Carolina Hurricanes home game. The band has toured nationwide with groups such as Shinedown, Gin Blossoms, 38 Special, Better Than Ezra, Goo Goo Dolls and Buckcherry. As winners of a contest sponsored by Guitar Center, they also opened for KISS at a 2010 show in Raleigh. The band is known as an independent group, with members personally handling nearly every aspect of management. They formed their own production company and record label, Autumn Rain Records, Inc. in 2003. Benjamin Ray of popular music reviewing site The Daily Vault called the band ""one of the hardest-working indie bands in the country.”"
Secular Joy,Q7444765,FALSE,4087753,musical group,Chapel Hill,NCG02888,2011,present,indie rock,"Secular Joy is a recording project of musician Mark Edwards, who previously performed as My Dad Is Dead in Cleveland, Ohio. The project began in Chapel Hill, North Carolina. Secular Joy released a full-length album, entitled Made for Better Things in January 2012."
Hiss Golden Messenger,Q15052929,FALSE,2153688,musical group,Durham,NCG04584,2007,present,alternative country|country rock|rock music|indie folk|blues,"Hiss Golden Messenger is an American folk music band, originating from Durham, North Carolina, led by MC Taylor (born September 9, 1975)."
Of Good Nature,Q43082258,FALSE,,musical group,Charlotte,NCG02916,2011,present,alternative rock,"Of Good Nature (OGN) is an American band based in Charlotte, North Carolina. Their music blends foundations of many different genres including alternative, funk, pop, soul, and reggae."
The Nude Party,Q106611133,FALSE,,musical group,Boone,NCG01651,2012,present,indie Rock,"The Nude Party is a six-piece American band from North Carolina consisting of Austin Brose, Alec Castillo, Shaun Couture, Patton Magee, Don Merrill and Conor Mikita. Formed at Appalachian State University in 2012, the band have released two full-length albums,“The Nude Party” in 2018 and “Midnight Manor” in 2020 on New West Records in addition to “Hot Tub EP” in 2016."
The Avett Brothers,Q123320,FALSE,824244,musical group,Mount Pleasant,NCG10468,2000,present,alternative country,"The Avett Brothers /ˈeɪvɪt/ are an American folk rock band from Concord, North Carolina. The band is made up of two brothers, Scott Avett (banjo, lead vocals, guitar, piano, kick-drum) and Seth Avett (guitar, lead vocals, piano, hi-hat) along with Bob Crawford (double bass, electric bass, violin, backing vocals) and Joe Kwon (cello, backing vocals). Mike Marsh (drums), Tania Elizabeth (fiddle) and Bonnie Avett-Rini (piano) are touring members of the band. Following on from Seth and Scott's former rock band Nemo, The Avett Brothers combine bluegrass, country, punk, pop melodies, folk, rock and roll, indie rock, honky tonk, and ragtime to produce a novel sound described by the San Francisco Chronicle as having the ""heavy sadness of Townes Van Zandt, the light pop concision of Buddy Holly, the tuneful jangle of the Beatles, the raw energy of the Ramones."""
The Love Language,Q7748927,FALSE,1463972,musical group,Raleigh,NCG12430,2008,present,indie rock,"The Love Language is an American indie rock band from Raleigh, North Carolina, headed by Stuart McLamb."
"Jump, Little Children",Q1713203,FALSE,2484044,musical group,Winston-Salem,NCG16525,1991,present,baroque pop,"Jump, Little Children is an American indie rock band that formed in 1991 in Winston-Salem, North Carolina, United States. Known for its unique sound, energetic live performances, and willingness to interact with fans, the band has a devoted following and is a fixture in the Charleston, South Carolina music scene. The name ""Jump, Little Children"" is taken from a song written by blues musician Leroy Dallas and covered by Sonny Terry and Brownie McGhee."
